"Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA02003858","AT3G30775","ERD5","Methylenetetrahydrofolate reductase family protein","-","-"
"BraA09006500","AT1G11190","BFN1","bifunctional nuclease i","-","YES"
"BraA03004649","AT5G23010","MAM1","methylthioalkylmalate synthase 1","-","YES"
"BraA06003774","AT5G26340","MSS1","Major facilitator superfamily protein","-","-"
"BraA02001266","AT5G58310","MES18","methyl esterase 18","-","-"
"BraA04000565","AT3G54400","AT3G54400","Eukaryotic aspartyl protease family protein","-","-"
"BraA01001905","AT4G27360","AT4G27360","Dynein light chain type 1 family protein","-","-"
"BraA07002049","AT3G56910","PSRP5","plastid-specific 50S ribosomal protein 5","-","-"
"BraA05003406","AT3G17609","HYH","HY5-homolog","YES","-"
"BraA02004139","AT5G25160","ZFP3","zinc finger protein 3","YES","-"
"BraA08002596","AT1G12500","AT1G12500","Nucleotide-sugar transporter family protein","-","-"
"BraA01004383","AT5G22690","AT5G22690","Disease resistance protein (TIR-NBS-LRR class) family","-","YES"
"BraA03000257","AT5G06280","AT5G06280","hypothetical protein","-","-"
"BraA04002905","AT2G40340","DREB2C","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA06004093","AT3G29670","PMAT2","HXXXD-type acyl-transferase family protein","-","-"
"BraA02002991","AT4G03050","AOP3","2-oxoglutarate-dependent dioxygenase","-","-"
"BraA03002875","AT4G10340","LHCB5","light harvesting complex of photosystem II 5","-","YES"
"BraA09000385","AT3G28900","AT3G28900","Ribosomal protein L34e superfamily protein","-","-"
"BraA02001317","AT5G57625","AT5G57625","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein","-","-"
"BraA09001034","AT5G66400","RAB18","Dehydrin family protein","-","YES"
"BraA02001927","AT1G67330","AT1G67330","glucuronoxylan 4-O-methyltransferase-like protein (DUF579)","-","-"
"BraA04003164","AT2G44040","AT2G44040","Dihydrodipicolinate reductase, bacterial/plant","-","-"
"BraA03003520","AT3G06880","AT3G06880","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA09005451","AT3G62050","AT3G62050","Putative endonuclease or glycosyl hydrolase","-","-"
"BraA09004221","AT1G23480","CSLA03","cellulose synthase-like A3","-","-"
"BraA03004240","AT3G21330","AT3G21330","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA01003655","AT4G12730","FLA2","FASCICLIN-like arabinogalactan 2","-","-"
"BraA03002904","AT3G14450","CID9","CTC-interacting domain 9","-","-"
"BraA07002491","AT1G78820","AT1G78820","D-mannose binding lectin protein with Apple-like carbohydrate-binding domain-containing protein","-","-"
"BraA10000990","AT5G54270","LHCB3","light-harvesting chlorophyll B-binding protein 3","-","YES"
"BraA10000788","AT5G51850","TRM24","hypothetical protein","-","-"
"BraA01002074","AT4G28250","EXPB3","expansin B3","-","-"
"BraA05003637","AT3G14840","AT3G14840","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraA07003233","AT1G68780","AT1G68780","RNI-like superfamily protein","-","-"
"BraA06003306","AT5G65280","GCL1","GCR2-like 1","-","-"
"BraA01000387","AT4G34710","ADC2","arginine decarboxylase 2","-","YES"
"BraA01004409","AT3G09085","AT3G09085","transmembrane protein (DUF962)","-","-"
"BraA08000244","AT1G51940","LYK3","protein kinase family protein / peptidoglycan-binding LysM domain-containing protein","-","-"
"BraA03005794","AT4G28250","EXPB3","expansin B3","-","-"
"BraA03005800","AT4G32480","AT4G32480","sugar phosphate exchanger, putative (DUF506)","-","-"
"BraA09006197","AT1G15670","AT1G15670","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA01002083","AT4G32480","AT4G32480","sugar phosphate exchanger, putative (DUF506)","-","-"
"BraA05003527","AT3G15840","PIFI","post-illumination chlorophyll fluorescence increase","-","-"
"BraA01004676","AT3G03250","UGP1","UDP-GLUCOSE PYROPHOSPHORYLASE 1","-","-"
"BraA05004634","AT3G02610","AT3G02610","plant stearoyl-acyl-carrier desaturase family protein","-","-"
"BraA10002799","AT5G07030","AT5G07030","Eukaryotic aspartyl protease family protein","-","-"
"BraA01004052","AT3G14310","PME3","pectin methylesterase 3","-","-"
"BraA08002003","AT4G29080","PAP2","phytochrome-associated protein 2","-","-"
"BraA06002045","AT1G18730","PnsB4","NDH dependent flow 6","-","-"
"BraA04000048","AT3G62930","AT3G62930","Thioredoxin superfamily protein","-","-"
"BraA09001421","AT1G63720","AT1G63720","hydroxyproline-rich glycoprotein family protein","-","-"
"BraA07000876","AT3G23800","SBP3","selenium-binding protein 3","-","-"
"BraA08001402","AT4G18830","OFP5","ovate family protein 5","-","YES"
"BraA03002955","AT4G12520","AT4G12520","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA01003905","AT3G16240","DELTA-TIP","delta tonoplast integral protein","-","YES"
"BraA09006471","AT1G11850","AT1G11850","transmembrane protein","-","-"
"BraA09005783","AT5G43745","AT5G43745","ion channel POLLUX-like protein, putative (DUF1012)","-","-"
"BraA02002047","AT1G68870","SOFL2","SOB five-like 2","-","-"
"BraA08003668","AT1G10020","AT1G10020","formin-like protein (DUF1005)","-","-"
"BraA01004131","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA06002079","AT1G19200","AT1G19200","cyclin-dependent kinase, putative (DUF581)","-","-"
"BraA07003361","AT1G70230","TBL27","TRICHOME BIREFRINGENCE-LIKE 27","-","-"
"BraA01002292","AT4G15550","IAGLU","indole-3-acetate beta-D-glucosyltransferase","-","-"
"BraA06002248","AT1G20840","TMT1","tonoplast monosaccharide transporter1","-","-"
"BraA09005927","AT2G20670","AT2G20670","sugar phosphate exchanger, putative (DUF506)","-","-"
"BraA08000969","AT5G41080","GDPD2","PLC-like phosphodiesterases superfamily protein","-","-"
"BraA10002631","AT5G05850","PIRL1","plant intracellular ras group-related LRR 1","-","-"
"BraA07000988","AT1G30720","AT1G30720","FAD-binding Berberine family protein","-","-"
"BraA04000235","AT3G59700","HLECRK","lectin-receptor kinase","-","-"
"BraA04000208","AT3G60140","DIN2","Glycosyl hydrolase superfamily protein","-","-"
"BraA10002168","AT5G15350","ENODL17","early nodulin-like protein 17","-","-"
"BraA05000671","AT2G45470","FLA8","FASCICLIN-like arabinogalactan protein 8","-","-"
"BraA03003284","AT3G02250","AT3G02250","O-fucosyltransferase family protein","-","-"
"BraA06000867","AT2G33070","NSP2","nitrile specifier protein 2","-","-"
"BraA03001349","AT5G56550","OXS3","oxidative stress 3","-","-"
"BraA10000139",NA,NA,NA,NA,NA
"BraA07002502","AT1G78320","GSTU23","glutathione S-transferase TAU 23","-","-"
"BraA10000979","AT5G54160","OMT1","O-methyltransferase 1","-","YES"
"BraA09005229","AT3G59400","GUN4","protein GENOMES UNCOUPLED 4","-","YES"
"BraSca001142","AT3G51840","ACX4","acyl-CoA oxidase 4","-","-"
"BraA02003841",NA,NA,NA,NA,NA
"BraA04001532","AT2G21330","FBA1","fructose-bisphosphate aldolase 1","-","YES"
"BraA08003818","AT1G07180","NDA1","alternative NAD(P)H dehydrogenase 1","-","-"
"BraA08003254","AT1G19050","ARR7","response regulator 7","-","YES"
"BraA06002332","AT1G21550","AT1G21550","Calcium-binding EF-hand family protein","-","-"
"BraA05001833","AT1G52410","TSA1","TSK-associating protein 1","-","-"
"BraA10000544","AT1G06830","AT1G06830","Glutaredoxin family protein","-","-"
"BraA05000760","AT2G40000","HSPRO2","ortholog of sugar beet HS1 PRO-1 2","-","-"
"BraA07001048","AT1G29660","AT1G29660","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA07000881","AT3G23750","AT3G23750","Leucine-rich repeat protein kinase family protein","-","-"
"BraA07001513","AT3G43660","AT3G43660","Vacuolar iron transporter (VIT) family protein","-","-"
"BraA02002435","AT1G74670","GASA6","Gibberellin-regulated family protein","-","YES"
"BraA10002318","AT5G13210","AT5G13210","Uncharacterized conserved protein UCP015417, vWA","-","-"
"BraA03000209","AT5G05110","AT5G05110","Cystatin/monellin family protein","-","-"
"BraA09001656","AT1G62760","AT1G62760","Plant invertase/pectin methylesterase inhibitor superfamily protein","-","-"
"BraA05002504","AT3G22740","HMT3","homocysteine S-methyltransferase 3","-","-"
"BraA03006553","AT4G39940","AKN2","APS-kinase 2","-","-"
"BraA01001584","AT4G24230","ACBP3","acyl-CoA-binding domain 3","-","-"
"BraA03002951","AT4G12420","SKU5","Cupredoxin superfamily protein","-","-"
"BraA08002336","AT1G75250","RL6","RAD-like 6","YES","-"
"BraA03006313","AT4G34730","AT4G34730","ribosome-binding factor A family protein","-","-"
"BraA09005457","AT3G62090","PIL2","phytochrome interacting factor 3-like 2","YES","YES"
"BraA08000917","AT5G33290","XGD1","xylogalacturonan deficient 1","-","-"
"BraA06004037","AT5G48180","NSP5","nitrile specifier protein 5","-","-"
"BraA03000960","AT5G19190","AT5G19190","hypothetical protein","-","-"
"BraA09004575","AT3G51540","AT3G51540","mucin-5AC-like protein","-","-"
"BraA10001385","AT5G58540","AT5G58540","Protein kinase superfamily protein","-","-"
"BraA06002500","AT3G48340","CEP2","Cysteine proteinases superfamily protein","-","-"
"BraA07002440","AT1G80920","J8","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA08000367","AT1G49380","AT1G49380","cytochrome c biogenesis protein family","-","YES"
"BraA06001961","AT1G17850","AT1G17850","Rhodanese/Cell cycle control phosphatase superfamily protein","-","-"
"BraA01000487","AT5G42560","AT5G42560","Abscisic acid-responsive (TB2/DP1, HVA22) family protein","-","-"
"BraA10001930","AT5G18290","SIP1;2","Aquaporin-like superfamily protein","-","-"
"BraA03001468","AT5G54380","THE1","protein kinase family protein","-","YES"
"BraA07001534","AT1G20900","ESC","Putative AT-hook DNA-binding family protein","-","YES"
"BraA05002704","AT3G20790","AT3G20790","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA02003601","AT3G25890","CRF11","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA10002265","AT5G13930","TT4","Chalcone and stilbene synthase family protein","-","YES"
"BraA03000778","AT5G16250","AT5G16250","transmembrane protein","-","YES"
"BraA07002919","AT1G68560","XYL1","alpha-xylosidase 1","-","-"
"BraA09004107","AT1G26680","AT1G26680","transcriptional factor B3 family protein","YES","-"
"BraA08003066","AT1G70830","MLP28","MLP-like protein 28","-","-"
"BraA06001861","AT1G16850","AT1G16850","transmembrane protein","-","-"
"BraA08000076","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA03003716","AT3G11110","AT3G11110","RING/U-box superfamily protein","-","-"
"BraA05001808","AT1G52720","AT1G52720","hypothetical protein","-","-"
"BraA01004016","AT3G14850","TBL41","TRICHOME BIREFRINGENCE-LIKE 41","-","-"
"BraA03000256","AT5G06270","AT5G06270","hypothetical protein","-","-"
"BraA05000792","AT2G39710","AT2G39710","Eukaryotic aspartyl protease family protein","-","-"
"BraA03004337","AT3G23530","AT3G23530","Cyclopropane-fatty-acyl-phospholipid synthase","-","-"
"BraA04000887","AT4G13770","CYP83A1","cytochrome P450, family 83, subfamily A, polypeptide 1","-","-"
"BraA07001252","AT1G25550","AT1G25550","myb-like transcription factor family protein","YES","-"
"BraA09002998","AT4G12030","BAT5","bile acid transporter 5","-","-"
"BraA06002953","AT5G62020","HSFB2A","heat shock transcription factor B2A","YES","-"
"BraA03005872","AT4G29230","NAC075","NAC domain containing protein 75","YES","-"
"BraA02000611","AT5G14740","CA2","carbonic anhydrase 2","-","YES"
"BraA03002724","AT2G24210","TPS10","terpene synthase 10","-","-"
"BraA01001360","AT4G22010","sks4","SKU5 similar 4","-","-"
"BraA08001302","AT4G17070","AT4G17070","peptidyl-prolyl cis-trans isomerase","-","-"
"BraA03001161","AT5G59960","AT5G59960","K-stimulated pyrophosphate-energized sodium pump protein","-","-"
"BraA02001801","AT1G65090","AT1G65090","nucleolin","-","-"
"BraA05001182","AT2G34430","LHB1B1","light-harvesting chlorophyll-protein complex II subunit B1","-","YES"
"BraA08003616","AT1G11080","scpl31","serine carboxypeptidase-like 31","-","-"
"BraA08000196","AT1G52700","AT1G52700","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA09001289","AT2G19800","MIOX2","myo-inositol oxygenase 2","-","-"
"BraA03002726","AT2G24150","HHP3","heptahelical protein 3","-","-"
"BraA06004018",NA,NA,NA,NA,NA
"BraA09001674","AT1G62510","AT1G62510","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA03003524","AT3G06950","AT3G06950","Pseudouridine synthase family protein","-","-"
"BraA02003033","AT4G12580","AT4G12580","hypothetical protein","-","-"
"BraA02001391","AT5G56550","OXS3","oxidative stress 3","-","-"
"BraA09006984","AT1G01070","UMAMIT28","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA03004925","AT4G15440","HPL1","hydroperoxide lyase 1","-","YES"
"BraA01000164","AT4G37400","CYP81F3","cytochrome P450, family 81, subfamily F, polypeptide 3","-","-"
"BraA07003706","AT1G74470","AT1G74470","Pyridine nucleotide-disulfide oxidoreductase family protein","-","-"
"BraA06000868","AT2G33070","NSP2","nitrile specifier protein 2","-","-"
"BraA02000054","AT5G02260","EXPA9","expansin A9","-","-"
"BraA03005758","AT4G27840","AT4G27840","SNARE-like superfamily protein","-","-"
"BraA09006670","AT1G07900","LBD1","LOB domain-containing protein 1","YES","-"
"BraA09000298","AT3G26280","CYP71B4","cytochrome P450, family 71, subfamily B, polypeptide 4","-","-"
"BraA03002109","AT2G38310","PYL4","PYR1-like 4","-","YES"
"BraA03003887","AT3G14240","AT3G14240","Subtilase family protein","-","-"
"BraA06004071","AT3G30775","ERD5","Methylenetetrahydrofolate reductase family protein","-","-"
"BraA03004087","AT3G18035","HON4","winged-helix DNA-binding transcription factor family protein","-","-"
"BraA03006498","AT2G23130","AGP17","arabinogalactan protein 17","-","-"
"BraA04001553","AT2G21650","MEE3","Homeodomain-like superfamily protein","-","-"
"BraA05000399","AT2G42600","PPC2","phosphoenolpyruvate carboxylase 2","-","-"
"BraA01000675","AT1G77520","AT1G77520","O-methyltransferase family protein","-","-"
"BraA05003638","AT3G14840","AT3G14840","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraA06003353",NA,NA,NA,NA,NA
"BraA09004581","AT3G51600","LTP5","lipid transfer protein 5","-","-"
"BraA09001658","AT1G62750","SCO1","Translation elongation factor EFG/EF2 protein","-","YES"
"BraA05004056","AT3G10320","AT3G10320","Glycosyltransferase family 61 protein","-","-"
"BraA03005730","AT4G27440","PORB","protochlorophyllide oxidoreductase B","-","YES"
"BraA02003103","AT4G11320","AT4G11320","Papain family cysteine protease","-","-"
"BraA02000882","AT5G19220","APL1","ADP glucose pyrophosphorylase large subunit 1","-","-"
"BraA03001485","AT5G54010","AT5G54010","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA08000496","AT1G47395","AT1G47395","hypothetical protein","-","-"
"BraA10003036","AT5G03760","ATCSLA09","Nucleotide-diphospho-sugar transferases superfamily protein","-","-"
"BraA09003064","AT3G24690","AT3G24690","hypothetical protein","-","-"
"BraA03001255","AT5G58250","EMB3143","YCF54","-","-"
"BraA05000147","AT2G47190","MYB2","myb domain protein 2","YES","-"
"BraA03000096",NA,NA,NA,NA,NA
"BraA05001129",NA,NA,NA,NA,NA
"BraA03001246","AT5G58350","WNK4","with no lysine (K) kinase 4","-","-"
"BraA07004056","AT1G78780","AT1G78780","pathogenesis-related family protein","-","-"
"BraA10001443","AT5G59220","HAI1","PP2C protein (Clade A protein phosphatases type 2C)","-","YES"
"BraA07003548","AT1G72450","JAZ6","jasmonate-zim-domain protein 6","-","YES"
"BraA09004987","AT3G56220","AT3G56220","transcription regulator","-","-"
"BraA05004522","AT3G04010","AT3G04010","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA07003163","AT1G24575","AT1G24575","DEAD-box ATP-dependent RNA helicase-like protein","-","-"
"BraA08003937","AT1G04500","AT1G04500","CCT motif family protein","-","-"
"BraA06001794","AT1G16060","ADAP","ARIA-interacting double AP2 domain protein","YES","-"
"BraA09005550","AT3G63190","RRF","ribosome recycling factor, chloroplast precursor","-","-"
"BraA08000038","AT3G13275","AT3G13275","transmembrane protein","-","-"
"BraA05003850","AT3G12710","AT3G12710","DNA glycosylase superfamily protein","-","-"
"BraA06001469","AT1G11330","AT1G11330","S-locus lectin protein kinase family protein","-","-"
"BraA06002192","AT1G20180","AT1G20180","transmembrane protein (DUF677)","-","-"
"BraA04002821","AT2G39310","JAL22","jacalin-related lectin 22","-","-"
"BraA06000985","AT3G19820","DWF1","cell elongation protein / DWARF1 / DIMINUTO (DIM)","-","YES"
"BraA08003954","AT1G04040","AT1G04040","HAD superfamily, subfamily IIIB acid phosphatase","-","-"
"BraA02000501","AT5G13140","AT5G13140","Pollen Ole e 1 allergen and extensin family protein","-","-"
"BraA03004939","AT4G15680","AT4G15680","Thioredoxin superfamily protein","-","-"
"BraA10000106","AT1G02310","MAN1","Glycosyl hydrolase superfamily protein","-","-"
"BraA09001247","AT2G18969","AT2G18969","transcription factor/transcription regulator","-","-"
"BraA02002838","AT1G80165","#N/A","#N/A","-","-"
"BraA04001670","AT2G22860","PSK2","phytosulfokine 2 precursor","-","-"
"BraA09001978","AT1G44542","AT1G44542","Cyclase family protein","-","-"
"BraA03004924","AT5G42650","AOS","allene oxide synthase","-","YES"
"BraA04001985","AT3G57020","AT3G57020","Calcium-dependent phosphotriesterase superfamily protein","-","-"
"BraA02000844","AT5G18460","AT5G18460","carboxyl-terminal peptidase (DUF239)","-","-"
"BraA04003326","AT2G47770","TSPO","TSPO(outer membrane tryptophan-rich sensory protein)-like protein","-","-"
"BraA06001593","AT1G14080","FUT6","fucosyltransferase 6","-","-"
"BraA09001187","AT2G17880","AT2G17880","Chaperone DnaJ-domain superfamily protein","-","YES"
"BraA10000304","AT1G04520","PDLP2","plasmodesmata-located protein 2","-","-"
"BraA02000218","AT5G06530","ABCG22","ABC-2 type transporter family protein","-","-"
"BraA03000302","AT5G07200","GA20OX3","gibberellin 20-oxidase 3","-","-"
"BraA06005002","AT4G38540","AT4G38540","FAD/NAD(P)-binding oxidoreductase family protein","-","-"
"BraA02002304","AT1G72540","AT1G72540","Protein kinase superfamily protein","-","-"
"BraA10002051","AT5G16840","BPA1","binding partner of acd11 1","-","-"
"BraA01000037","AT4G39250","RL1","RAD-like 1","YES","-"
"BraA07002837","AT1G70260","UMAMIT36","nodulin MtN21 /EamA-like transporter family protein","-","-"
"BraA08001724","AT4G34030","MCCB","3-methylcrotonyl-CoA carboxylase","-","-"
"BraA05003973","AT3G11280","AT3G11280","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA07000093","AT2G19800","MIOX2","myo-inositol oxygenase 2","-","-"
"BraA10001730","AT5G20740","AT5G20740","Plant invertase/pectin methylesterase inhibitor superfamily protein","-","-"
"BraA02002878","AT4G00305","AT4G00305","RING/U-box superfamily protein","-","-"
"BraA10000462","AT1G05880","ARI12","RING/U-box superfamily protein","-","-"
"BraA06003762","AT5G26200","AT5G26200","Mitochondrial substrate carrier family protein","-","-"
"BraA10001933","AT5G18270","ANAC087","NAC domain containing protein 87","YES","YES"
"BraA05003086","AT3G19580","ZF2","zinc-finger protein 2","YES","-"
"BraA09001679","AT1G62440","LRX2","leucine-rich repeat/extensin 2","-","-"
"BraA05004435",NA,NA,NA,NA,NA
"BraA10001317","AT5G57685","GDU3","glutamine dumper 3","-","-"
"BraA02000210","AT5G06230","TBL9","TRICHOME BIREFRINGENCE-LIKE 9","-","-"
"BraA09005537","AT3G63000","NPL41","NPL4-like protein 1","-","-"
"BraA09004157","AT3G07040","RPM1","NB-ARC domain-containing disease resistance protein","-","YES"
"BraA10000604","AT1G07430","HAI2","highly ABA-induced PP2C protein 2","-","-"
"BraA05003950","AT3G11570","TBL8","TRICHOME BIREFRINGENCE-LIKE 8","-","-"
"BraA09003029","AT4G12580","AT4G12580","hypothetical protein","-","-"
"BraA08000134","AT1G53990","GLIP3","GDSL-motif lipase 3","-","-"
"BraA03004646","AT5G23010","MAM1","methylthioalkylmalate synthase 1","-","YES"
"BraA05003190","AT2G36270","ABI5","Basic-leucine zipper (bZIP) transcription factor family protein","YES","YES"
"BraA05003225","AT1G74590","GSTU10","glutathione S-transferase TAU 10","-","-"
"BraA03001791","AT2G31980","CYS2","PHYTOCYSTATIN 2","-","-"
"BraA10002343","AT5G12890","AT5G12890","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA05003564","AT3G15500","NAC3","NAC domain containing protein 3","YES","-"
"BraA03005048","AT4G17030","EXLB1","expansin-like B1","-","YES"
"BraA09006353","AT1G13520","AT1G13520","hypothetical protein (DUF1262)","-","-"
"BraA02004156",NA,NA,NA,NA,NA
"BraA02000813","AT5G18000","VDD","VERDANDI","YES","-"
"BraSca001092","AT5G67070","RALFL34","ralf-like 34","-","-"
"BraA02001831","AT1G65480","FT","PEBP (phosphatidylethanolamine-binding protein) family protein","-","YES"
"BraA02000051","AT5G02190","PCS1","Eukaryotic aspartyl protease family protein","-","-"
"BraA09006063","AT1G18460","AT1G18460","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA04000397","AT3G56710","SIB1","sigma factor binding protein 1","-","-"
"BraA02003820","AT3G29240","AT3G29240","PPR containing protein (DUF179)","-","-"
"BraA01001095","AT4G18670","AT4G18670","Leucine-rich repeat (LRR) family protein","-","-"
"BraA09004647","AT3G52450","PUB22","plant U-box 22","-","-"
"BraA06000198","AT5G45890","SAG12","senescence-associated gene 12","-","YES"
"BraA08001190","AT4G15210","BAM5","beta-amylase 5","-","YES"
"BraA07003528","AT1G72290","AT1G72290","Kunitz family trypsin and protease inhibitor protein","-","-"
"BraA04001733","AT2G23770","LYK4","protein kinase family protein / peptidoglycan-binding LysM domain-containing protein","-","-"
