Gene_ID	A._thaliana_best_hit	Symbol	Description	TF	Leaf_development
BraA08003733	AT1G08970	NF-YC9	nuclear factor Y, subunit C9	YES	-
BraA08004027	AT1G01100	AT1G01100	60S acidic ribosomal protein family	-	-
BraA08004000	AT1G02930	GSTF6	glutathione S-transferase 6	-	YES
BraA08003732	AT1G08990	PGSIP5	plant glycogenin-like starch initiation protein 5	-	-
BraA08003731	AT1G09010	AT1G09010	glycoside hydrolase family 2 protein	-	-
BraA08003730	AT1G09020	SNF4	sucrose nonfermenting-like protein	-	-
BraA08003729	AT5G03040	iqd2	IQ-domain 2	-	-
BraA08003728	AT1G09040	AT1G09040	arginine-glutamic acid dipeptide repeat protein	-	-
BraA08003727	AT1G09060	AT1G09060	JmjC domain protein JMJ24	-	-
BraA08003726	AT1G09070	SRC2	soybean gene regulated by cold-2	-	-
BraA08003725	AT1G09130	AT1G09130	ATP-dependent caseinolytic (Clp) protease/crotonase family protein	-	-
BraA08003724	AT1G09150	AT1G09150	pseudouridine synthase and archaeosine transglycosylase (PUA) domain-containing protein	-	-
BraA08003723	AT1G09155	PP2-B15	phloem protein 2-B15	-	-
BraA08003999	AT1G02960	AT1G02960	kinetochore protein	-	-
BraA08003722	AT1G09160	AT1G09160	Protein phosphatase 2C family protein	-	-
BraA08003721	AT1G09170	AT1G09170	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain-containing protein	-	-
BraA08003720	AT3G55254	AT3G55254	Plant self-incompatibility protein S1 family	-	-
BraA08003719	AT1G09195	AT1G09195	Ppx-GppA phosphatase	-	-
BraA08003718	AT1G56330	SAR1B	secretion-associated RAS 1B	-	-
BraA08003717	AT1G09210	CRT1b	calreticulin 1b	-	YES
BraA08003716	AT1G09220	AT1G09220	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA08003715	AT1G09270	IMPA-4	importin alpha isoform 4	-	-
BraA08003714	AT1G09290	AT1G09290	hypothetical protein	-	-
BraA08003713	AT1G09300	AT1G09300	Metallopeptidase M24 family protein	-	-
BraA08003998	AT1G02970	WEE1	WEE1-like kinase	-	YES
BraA08003712	AT1G09310	AT1G09310	plant/protein (Protein of unknown function, DUF538)	-	-
BraA08003711	AT1G09330	AT1G09330	golgi apparatus membrane protein-like protein ECHIDNA protein	-	-
BraA08003710	AT1G05080	AT1G05080	F-box/RNI-like/FBD-like domains-containing protein	-	-
BraA08003709	AT1G09270	IMPA-4	importin alpha isoform 4	-	-
BraA08003708	AT4G01950	GPAT3	glycerol-3-phosphate acyltransferase 3	-	-
BraA08003707	AT1G09220	AT1G09220	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA08003706	AT1G05080	AT1G05080	F-box/RNI-like/FBD-like domains-containing protein	-	-
BraA08003705	AT1G09400	AT1G09400	FMN-linked oxidoreductases superfamily protein	-	-
BraA08003704	AT1G09420	G6PD4	glucose-6-phosphate dehydrogenase 4	-	-
BraA08003703	AT1G09430	ACLA-3	ATP-citrate lyase A-3	-	-
BraA08003997	AT1G03050	AT1G03050	ENTH/ANTH/VHS superfamily protein	-	-
BraA08003702	AT5G47260	AT5G47260	putative disease resistance protein	-	-
BraA08003701	AT1G09450	Haspin	Protein kinase superfamily protein	-	-
BraA08003700	AT1G09460	AT1G09460	Carbohydrate-binding X8 domain superfamily protein	-	-
BraA08003699	AT1G09520	AT1G09520	hypothetical protein	-	-
BraA08003698	AT1G09520	AT1G09520	hypothetical protein	-	-
BraA08003697	AT1G09540	MYB61	myb domain protein 61	YES	-
BraA08003696	AT1G09550	AT1G09550	Pectinacetylesterase family protein	-	-
BraA08003695	AT1G09560	GLP5	germin-like protein 5	-	-
BraA08003694	AT1G09580	AT1G09580	emp24/gp25L/p24 family/GOLD family protein	-	-
BraA08003693	AT1G09690	AT1G09690	Translation protein SH3-like family protein	-	-
BraA08003996	AT1G03110	TRM82	Transducin/WD40 repeat-like superfamily protein	-	-
BraA08003692	AT1G09600	AT1G09600	Protein kinase superfamily protein	-	-
BraA08003691	AT1G09610	GXM3	glucuronoxylan 4-O-methyltransferase-like protein (DUF579)	-	-
BraA08003690	AT1G09640	AT1G09640	Translation elongation factor EF1B, gamma chain	-	-
BraA08003689	AT1G09660	AT1G09660	RNA-binding KH domain-containing protein	-	-
BraA08003688	AT1G09690	AT1G09690	Translation protein SH3-like family protein	-	-
BraA08003687	AT1G09700	HYL1	dsRNA-binding domain-like superfamily protein	-	YES
BraA08003686	AT1G09730	AT1G09730	Cysteine proteinases superfamily protein	-	-
BraA08003685	AT1G09740	AT1G09740	Adenine nucleotide alpha hydrolases-like superfamily protein	-	-
BraA08003684	AT1G09750	AT1G09750	Eukaryotic aspartyl protease family protein	-	-
BraA08003683	AT1G09760	U2A'	U2 small nuclear ribonucleoprotein A	-	-
BraA08003995	AT1G03140	AT1G03140	splicing factor Prp18 family protein	-	-
BraA08003682	AT1G09770	CDC5	cell division cycle 5	YES	-
BraA08003681	AT1G09780	iPGAM1	Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent	-	-
BraA08003680	AT1G09790	COBL6	COBRA-like protein 6 precursor	-	-
BraA08003679	AT1G09812	AT1G09812	multidrug resistance protein	-	-
BraA08003678	AT1G09830	PUR2	Glycinamide ribonucleotide (GAR) synthetase	-	-
BraA08003677	AT1G09840	SK41	shaggy-like protein kinase 41	-	-
BraA08003676	AT1G09880	AT1G09880	Rhamnogalacturonate lyase family protein	-	-
BraA08003675	AT1G58390	AT1G58390	Disease resistance protein (CC-NBS-LRR class) family	-	-
BraA08003674	AT1G09880	AT1G09880	Rhamnogalacturonate lyase family protein	-	-
BraA08003673	AT1G09880	AT1G09880	Rhamnogalacturonate lyase family protein	-	-
BraA08003994	AT1G03150	AT1G03150	Acyl-CoA N-acyltransferases (NAT) superfamily protein	-	-
BraA08003672	AT1G09932	AT1G09932	Phosphoglycerate mutase family protein	-	-
BraA08003671	AT1G09935	AT1G09935	Phosphoglycerate mutase family protein	-	-
BraA08003670	AT1G09970	LRR XI-23	Leucine-rich receptor-like protein kinase family protein	-	-
BraA08003669	AT1G09980	AT1G09980	Putative serine esterase family protein	-	-
BraA08003668	AT1G10020	AT1G10020	formin-like protein (DUF1005)	-	-
BraA08003667	AT1G10030	ERG28	ergosterol biosynthesis protein	-	-
BraA08003666	AT1G10040	AT1G10040	alpha/beta-Hydrolases superfamily protein	-	-
BraA08003665	AT1G10060	BCAT-1	branched-chain amino acid transaminase 1	-	-
BraA08003664	AT1G10070	BCAT-2	branched-chain amino acid transaminase 2	-	-
BraA08003663	AT1G10090	AT1G10090	Early-responsive to dehydration stress protein (ERD4)	-	-
BraA08003993	AT1G03160	FZL	FZO-like protein	-	-
BraA08003662	AT1G10120	AT1G10120	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA08003661	AT1G10150	AT1G10150	Carbohydrate-binding protein	-	-
BraA08003660	AT1G10170	NFXL1	NF-X-like 1	YES	-
BraA08003659	AT1G10180	AT1G10180	LOW protein: exocyst complex component-like protein	-	-
BraA08003658	AT1G02770	AT1G02770	hypothetical protein	-	-
BraA08003657	AT4G11090	TBL23	TRICHOME BIREFRINGENCE-LIKE 23	-	-
BraA08003656	AT1G10200	WLIM1	GATA type zinc finger transcription factor family protein	-	-
BraA08003655	AT5G66480	AT5G66480	bacteriophage N4 adsorption B protein	-	-
BraA08003992	AT1G03170	FAF2	FANTASTIC four-like protein (DUF3049)	-	-
BraA08003654	AT1G10270	GRP23	glutamine-rich protein 23	-	YES
BraA08003653	AT1G10280	AT1G10280	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	-	-
BraA08003652	AT1G10280	AT1G10280	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	-	-
BraA08003651	AT1G10290	ADL6	dynamin-like protein 6	-	-
BraA08003650	AT5G18460	AT5G18460	carboxyl-terminal peptidase (DUF239)	-	-
BraA08003649	AT1G10310	AT1G10310	NAD(P)-binding Rossmann-fold superfamily protein	-	-
BraA08003648	AT1G10320	AT1G10320	Zinc finger C-x8-C-x5-C-x3-H type family protein	YES	-
BraA08003647	AT1G10340	AT1G10340	Ankyrin repeat family protein	-	-
BraA08003646	AT1G10340	AT1G10340	Ankyrin repeat family protein	-	-
BraA08003645	AT1G10350	AT1G10350	DNAJ heat shock family protein	-	-
BraA08003991	AT1G03190	UVH6	RAD3-like DNA-binding helicase protein	-	-
BraA08003644	AT1G10385	AT1G10385	Vps51/Vps67 family (components of vesicular transport) protein	-	-
BraA08003643	AT1G10390	AT1G10390	Nucleoporin autopeptidase	-	-
BraA08003642	AT1G10400	AT1G10400	UDP-Glycosyltransferase superfamily protein	-	-
BraA08003641	AT1G10470	ARR4	response regulator 4	-	YES
BraA08003640	AT1G10480	ZFP5	zinc finger protein 5	YES	-
BraA08003639	AT1G10490	AT1G10490	GNAT acetyltransferase (DUF699)	-	-
BraA08003638	AT1G10500	CPISCA	chloroplast-localized ISCA-like protein	-	-
BraA08003637	AT1G10510	emb2004	RNI-like superfamily protein	-	-
BraA08003636	AT1G10550	XTH33	xyloglucan:xyloglucosyl transferase 33	-	-
BraA08003635	AT4G04650	AT4G04650	RNA-directed DNA polymerase (reverse transcriptase)-related family protein	-	-
BraA08004026	AT1G01060	LHY	Homeodomain-like superfamily protein	YES	YES
BraA08003990	AT1G03220	AT1G03220	Eukaryotic aspartyl protease family protein	-	-
BraA08003634	AT1G10590	AT1G10590	Nucleic acid-binding, OB-fold-like protein	-	-
BraA08003633	AT1G10620	PERK11	Protein kinase superfamily protein	-	-
BraA08003632	AT3G17010	REM22	AP2/B3-like transcriptional factor family protein	YES	-
BraA08003631	AT1G10640	AT1G10640	Pectin lyase-like superfamily protein	-	-
BraA08003630	AT1G10650	AT1G10650	SBP (S-ribonuclease binding protein) family protein	-	-
BraA08003629	AT1G10670	ACLA-1	ATP-citrate lyase A-1	-	YES
BraA08003628	AT1G10740	AT1G10740	alpha/beta-Hydrolases superfamily protein	-	-
BraA08003627	AT1G10760	SEX1	Pyruvate phosphate dikinase, PEP/pyruvate binding domain-containing protein	-	YES
BraA08003626	AT1G10770	AT1G10770	Plant invertase/pectin methylesterase inhibitor superfamily protein	-	-
BraA08003625	AT1G10820	AT1G10820	hypothetical protein (DUF3755)	-	-
BraA08003989	AT1G03220	AT1G03220	Eukaryotic aspartyl protease family protein	-	-
BraA08003624	AT1G10840	TIF3H1	translation initiation factor 3 subunit H1	-	YES
BraA08003623	AT1G10875	#N/A	#N/A	-	-
BraA08003622	AT1G10880	AT1G10880	core-2/I-branching beta-1,6-n-acetylglucosaminyltransferase family protein	-	-
BraA08003621	AT1G10930	RECQ4A	DNA helicase (RECQl4A)	-	-
BraA08003620	AT1G10950	TMN1	transmembrane nine 1	-	-
BraA08003619	AT1G10960	FD1	ferredoxin 1	-	YES
BraA08003618	AT1G11020	AT1G11020	RING/FYVE/PHD zinc finger superfamily protein	-	-
BraA08003617	AT1G11040	AT1G11040	HSP40/DnaJ peptide-binding protein	-	-
BraA08003616	AT1G11080	scpl31	serine carboxypeptidase-like 31	-	-
BraA08003615	AT1G11090	AT1G11090	alpha/beta-Hydrolases superfamily protein	-	-
BraA08003614	AT3G30730	AT3G30730	hypothetical protein	-	-
BraA08003613	AT3G30730	AT3G30730	hypothetical protein	-	-
BraA08003612	AT1G11120	AT1G11120	CTTNBP 2 amino-terminal-like protein	-	-
BraA08003611	AT1G11120	AT1G11120	CTTNBP 2 amino-terminal-like protein	-	-
BraA08003610	AT1G11170	AT1G11170	lysine ketoglutarate reductase trans-splicing-like protein (DUF707)	-	-
BraA08003609	AT5G63720	KPL	kokopelli	-	-
BraA08003608	AT1G11190	BFN1	bifunctional nuclease i	-	YES
BraA08003607	AT1G66980	SNC4	suppressor of npr1-1 constitutive 4	-	-
BraA08003606	AT1G11200	AT1G11200	organic solute transporter ostalpha protein (DUF300)	-	-
BraA08003605	AT1G61290	SYP124	syntaxin of plants 124	-	-
BraA08003987	AT1G03310	DBE1	debranching enzyme 1	-	-
BraA08003604	AT2G40920	AT2G40920	F-box and associated interaction domains-containing protein	-	-
BraA08003603	AT4G25960	ABCB2	P-glycoprotein 2	-	-
BraA08003602	AT1G61360	AT1G61360	S-locus lectin protein kinase family protein	-	-
BraA08003601	AT1G11300	AT1G11300	G-type lectin S-receptor-like Serine/Threonine-kinase	-	-
BraA08003600	AT1G11310	MLO2	Seven transmembrane MLO family protein	-	-
BraA08003599	AT1G11310	MLO2	Seven transmembrane MLO family protein	-	-
BraA08003598	AT1G11330	AT1G11330	S-locus lectin protein kinase family protein	-	-
BraA08003597	AT1G11580	PMEPCRA	methylesterase PCR A	-	-
BraA08003596	AT5G56310	AT5G56310	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA08003595	AT4G01000	AT4G01000	Ubiquitin-like superfamily protein	-	-
BraA08003986	AT1G03350	AT1G03350	BSD domain-containing protein	-	-
BraA08003594	AT1G11400	PYM	partner of Y14-MAGO	-	-
BraA08003593	AT1G10000	AT1G10000	Ribonuclease H-like superfamily protein	-	-
BraA08003592	AT1G11340	AT1G11340	G-type lectin S-receptor-like Serine/Threonine-kinase	-	-
BraA08003591	AT1G11430	MORF9	plastid developmental protein DAG	-	-
BraA08003590	AT1G11440	AT1G11440	hypothetical protein	-	-
BraA08003589	AT1G61790	AT1G61790	Oligosaccharyltransferase complex/magnesium transporter family protein	-	-
BraA08003588	AT1G11475	NRPB10	RNA polymerases N / 8 kDa subunit	-	-
BraA08003587	AT1G11475	NRPB10	RNA polymerases N / 8 kDa subunit	-	-
BraA08003586	AT1G61790	AT1G61790	Oligosaccharyltransferase complex/magnesium transporter family protein	-	-
BraA08003585	AT1G11572	AT1G11572	Plant thionin family protein	-	-
BraA08003985	AT1G03360	RRP4	ribosomal RNA processing 4	-	-
BraA08003584	AT5G28237	AT5G28237	Pyridoxal-5'-phosphate-dependent enzyme family protein	-	-
BraA08003583	AT5G28237	AT5G28237	Pyridoxal-5'-phosphate-dependent enzyme family protein	-	-
BraA08003582	AT1G11600	CYP77B1	cytochrome P450, family 77, subfamily B, polypeptide 1	-	-
BraA08003581	AT1G11655	AT1G11655	hypothetical protein	-	-
BraA08003580	AT4G13220	AT4G13220	transmembrane protein	-	-
BraA08003579	AT1G11660	AT1G11660	heat shock protein 70 (Hsp 70) family protein	-	-
BraA08003578	AT4G28470	RPN1B	26S proteasome regulatory subunit S2 1B	-	-
BraA08003577	AT1G11670	AT1G11670	MATE efflux family protein	-	-
BraA08003576	AT1G11680	CYP51G1	CYTOCHROME P450 51G1	-	YES
BraA08003575	AT1G11680	CYP51G1	CYTOCHROME P450 51G1	-	YES
BraA08003984	AT1G03440	AT1G03440	Leucine-rich repeat (LRR) family protein	-	-
BraA08003574	AT1G11690	AT1G11690	BRANCHLESS TRICHOME-like protein	-	-
BraA08003573	AT5G17150	AT5G17150	Cystatin/monellin superfamily protein	-	-
BraA08003572	AT1G11720	SS3	starch synthase 3	-	-
BraA08003571	AT1G11740	AT1G11740	ankyrin repeat family protein	-	-
BraA08003570	AT1G11750	CLPP6	CLP protease proteolytic subunit 6	-	-
BraA08003569	AT1G11755	LEW1	Undecaprenyl pyrophosphate synthetase family protein	-	-
BraA08003568	AT1G11790	ADT1	arogenate dehydratase 1	-	-
BraA08003567	AT1G11820	AT1G11820	O-Glycosyl hydrolases family 17 protein	-	-
BraA08003566	AT1G11860	AT1G11860	Glycine cleavage T-protein family	-	YES
BraA08003983	AT1G03510	AT1G03510	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA08003565	AT4G26910	AT4G26910	Dihydrolipoamide succinyltransferase	-	-
BraA08003564	AT1G11870	SRS	Seryl-tRNA synthetase	-	YES
BraA08003563	AT1G11880	AT1G11880	transferases, transferring hexosyl groups	-	-
BraA08003562	AT1G11890	SEC22	Synaptobrevin family protein	-	-
BraA08003561	AT1G11910	APA1	aspartic proteinase A1	-	-
BraA08003560	AT1G11915	AT1G11915	wall-associated receptor kinase galacturonan-binding protein	-	-
BraA08003559	AT1G11930	AT1G11930	Putative pyridoxal phosphate-dependent enzyme, YBL036C type	-	-
BraA08003558	AT1G11940	AT1G11940	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	-	-
BraA08003557	AT1G11950	AT1G11950	Transcription factor jumonji (jmjC) domain-containing protein	-	-
BraA08003556	AT3G19170	PREP1	presequence protease 1	-	-
BraA08003555	AT1G12000	AT1G12000	Phosphofructokinase family protein	-	-
BraA08003554	AT1G12020	AT1G12020	hypothetical protein	-	-
BraA08003553	AT1G12030	AT1G12030	phosphoenolpyruvate carboxylase, putative (DUF506)	-	-
BraA08003552	AT1G12040	LRX1	leucine-rich repeat/extensin 1	-	-
BraA08003551	AT1G12060	BAG5	BCL-2-associated athanogene 5	-	-
BraA08003550	AT1G12070	AT1G12070	Immunoglobulin E-set superfamily protein	-	-
BraA08003549	AT1G11370	AT1G11370	Pectin lyase-like superfamily protein	-	-
BraA08003548	AT1G12090	ELP	extensin-like protein	-	-
BraA08003547	AT1G12100	AT1G12100	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	-	-
BraA08003546	ATMG01250	ORF102	RNA-directed DNA polymerase (reverse transcriptase)	-	-
BraA08003982	AT1G03540	AT1G03540	Pentatricopeptide repeat (PPR-like) superfamily protein	-	-
BraA08003545	AT1G12110	NRT1.1	nitrate transporter 1.1	-	-
BraA08003544	AT1G12120	AT1G12120	hypothetical protein (DUF863)	-	-
BraA08003543	AT1G12140	FMO GS-OX5	flavin-monooxygenase glucosinolate S-oxygenase 5	-	-
BraA08003542	AT1G12150	AT1G12150	weak chloroplast movement under blue light protein (DUF827)	-	-
BraA08003541	AT3G21000	AT3G21000	Gag-Pol-related retrotransposon family protein	-	-
BraA08003540	AT3G21000	AT3G21000	Gag-Pol-related retrotransposon family protein	-	-
BraA08003539	AT3G62850	AT3G62850	zinc finger protein-like protein	-	-
BraA08003538	AT1G12260	NAC007	NAC 007	YES	-
BraA08003537	AT1G12310	AT1G12310	Calcium-binding EF-hand family protein	-	-
BraA08003536	AT1G12320	AT1G12320	ankyrin repeat/KH domain protein (DUF1442)	-	-
BraA08004025	AT4G01010	CNGC13	cyclic nucleotide-gated channel 13	-	-
BraA08003981	AT1G03550	SCAMP4	Secretory carrier membrane protein (SCAMP) family protein	-	-
BraA08003535	AT4G09490	AT4G09490	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	-	-
BraA08003534	AT1G12320	AT1G12320	ankyrin repeat/KH domain protein (DUF1442)	-	-
BraA08003533	AT1G10000	AT1G10000	Ribonuclease H-like superfamily protein	-	-
BraA08003532	AT1G58250	SAB	HYPERSENSITIVE TO PI STARVATION 4	-	-
BraA08003531	AT1G40390	AT1G40390	DNAse I-like superfamily protein	-	-
BraA08003530	AT3G43220	AT3G43220	Phosphoinositide phosphatase family protein	-	-
BraA08003529	AT4G02000	AT4G02000	Ta11-like non-LTR retrotransposon	-	-
BraA08003528	AT3G47920	AT3G47920	Ta11-like non-LTR retrotransposon	-	-
BraA08003527	AT1G43760	AT1G43760	DNAse I-like superfamily protein	-	-
BraA08003526	AT1G12330	AT1G12330	cyclin-dependent kinase-like protein	-	-
BraA08003980	AT1G03590	AT1G03590	Protein phosphatase 2C family protein	-	-
BraA08003525	AT1G12330	AT1G12330	cyclin-dependent kinase-like protein	-	-
BraA08003524	AT1G12370	PHR1	photolyase 1	-	-
BraA08003523	AT1G12380	AT1G12380	hypothetical protein	-	-
BraA08003522	AT1G12390	AT1G12390	Cornichon family protein	-	-
BraA08003521	AT1G12450	AT1G12450	SNARE associated Golgi protein family	-	-
BraA08003520	AT1G12470	AT1G12470	zinc ion binding protein	-	-
BraA08003519	AT1G12500	AT1G12500	Nucleotide-sugar transporter family protein	-	-
BraA08003518	AT1G12520	CCS	copper chaperone for SOD1	-	-
BraA08003517	AT1G12560	EXPA7	expansin A7	-	-
BraA08003979	AT1G03600	PSB27	photosystem II family protein	-	-
BraA08003516	AT1G12570	AT1G12570	Glucose-methanol-choline (GMC) oxidoreductase family protein	-	-
BraA08003515	AT1G12580	PEPKR1	phosphoenolpyruvate carboxylase-related kinase 1	-	-
BraA08003514	AT1G12600	AT1G12600	UDP-N-acetylglucosamine (UAA) transporter family	-	-
BraA08003513	AT3G26940	CDG1	Protein kinase superfamily protein	-	-
BraA08003512	AT1G12610	DDF1	Integrase-type DNA-binding superfamily protein	YES	-
BraA08003511	AT1G12630	AT1G12630	Integrase-type DNA-binding superfamily protein	YES	-
BraA08003510	AT1G12650	AT1G12650	rRNA biogenesis RRP36-like protein	-	-
BraA08003509	AT1G12680	PEPKR2	phosphoenolpyruvate carboxylase-related kinase 2	-	-
BraA08003508	AT1G12760	AT1G12760	Zinc finger, C3HC4 type (RING finger) family protein	-	-
BraA08003507	AT3G22470	AT3G22470	Pentatricopeptide repeat (PPR) superfamily protein	-	-
BraA08003978	AT1G03610	AT1G03610	plant/protein (DUF789)	-	-
BraA08003506	AT1G12770	EMB1586	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA08003505	AT1G12780	UGE1	UDP-D-glucose/UDP-D-galactose 4-epimerase 1	-	-
BraA08003504	AT1G12805	AT1G12805	nucleotide binding protein	-	-
BraA08003503	AT1G12810	AT1G12810	proline-rich family protein	-	-
BraA08003502	AT1G12820	AFB3	auxin signaling F-box 3	-	-
BraA08003501	AT1G12830	AT1G12830	nucleolin	-	-
BraA08003500	AT1G12840	DET3	vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3)	-	-
BraA08003499	AT1G12850	AT1G12850	Phosphoglycerate mutase family protein	-	-
BraA08003498	AT1G12860	SCRM2	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	YES	-
BraA08003497	AT1G12920	ERF1-2	eukaryotic release factor 1-2	-	-
BraA08003977	AT1G03600	PSB27	photosystem II family protein	-	-
BraA08003496	AT1G12940	NRT2.5	nitrate transporter2.5	-	-
BraA08003495	AT1G12950	RSH2	root hair specific 2	-	-
BraA08003494	AT1G12990	AT1G12990	beta-1,4-N-acetylglucosaminyltransferase family protein	-	-
BraA08003493	AT1G13020	EIF4B2	eukaryotic initiation factor 4B2	-	-
BraA08003492	AT1G13040	AT1G13040	Pentatricopeptide repeat (PPR-like) superfamily protein	-	-
BraA08003491	AT1G13050	AT1G13050	proline-rich receptor-like kinase	-	-
BraA08003490	AT3G26340	AT3G26340	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein	-	-
BraA08003489	AT1G13080	CYP71B2	cytochrome P450, family 71, subfamily B, polypeptide 2	-	-
BraA08003488	AT1G13080	CYP71B2	cytochrome P450, family 71, subfamily B, polypeptide 2	-	-
BraA08003487	AT1G13080	CYP71B2	cytochrome P450, family 71, subfamily B, polypeptide 2	-	-
BraA08003976	AT1G03610	AT1G03610	plant/protein (DUF789)	-	-
BraA08003486	AT1G13090	CYP71B28	cytochrome P450, family 71, subfamily B, polypeptide 28	-	-
BraA08003485	AT1G13140	CYP86C3	cytochrome P450, family 86, subfamily C, polypeptide 3	-	-
BraA08003484	AT1G13180	DIS1	Actin-like ATPase superfamily protein	-	-
BraA08003483	AT1G13200	AT1G13200	F-box and associated interaction domains-containing protein	-	-
BraA08003482	AT5G44600	AT5G44600	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	-	-
BraA08003481	AT1G13270	MAP1C	methionine aminopeptidase 1B	-	-
BraA08003480	AT1G13300	HRS1	myb-like transcription factor family protein	YES	-
BraA08003479	AT1G13310	AT1G13310	Endosomal targeting BRO1-like domain-containing protein	-	-
BraA08003478	AT1G13340	AT1G13340	Regulator of Vps4 activity in the MVB pathway protein	-	-
BraA08003975	AT1G03620	AT1G03620	ELMO/CED-12 family protein	-	-
BraA08003477	AT1G13360	AT1G13360	hypothetical protein	-	-
BraA08003476	AT1G13360	AT1G13360	hypothetical protein	-	-
BraA08003475	AT1G13390	AT1G13390	translocase subunit seca	-	-
BraA08003474	AT1G13400	NUB	C2H2 and C2HC zinc fingers superfamily protein	-	YES
BraA08003473	AT1G13410	AT1G13410	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA08003472	AT3G04120	GAPC1	glyceraldehyde-3-phosphate dehydrogenase C subunit 1	-	YES
BraA08003471	AT1G13520	AT1G13520	hypothetical protein (DUF1262)	-	-
BraA08003470	AT1G23201	AT1G23201	GCK domain protein	-	-
BraA08003469	AT1G13830	AT1G13830	Carbohydrate-binding X8 domain superfamily protein	-	-
BraA08003468	AT1G13870	DRL1	KTI12-like, chromatin associated protein	-	YES
BraA08003974	AT1G03630	POR C	protochlorophyllide oxidoreductase C	-	YES
BraA08003467	AT1G13880	AT1G13880	ELM2 domain-containing protein	-	-
BraA08003466	AT1G13900	PAP2	Purple acid phosphatases superfamily protein	-	-
BraA08003465	AT1G13920	AT1G13920	Remorin family protein	-	-
BraA08003464	AT1G13930	AT1G13930	oleosin-B3-like protein	-	-
BraA08003463	AT1G13930	AT1G13930	oleosin-B3-like protein	-	-
BraA08003462	AT1G13940	AT1G13940	T-box transcription factor, putative (DUF863)	-	-
BraA08003461	AT1G13960	WRKY4	WRKY DNA-binding protein 4	YES	-
BraA08003460	AT1G14010	AT1G14010	emp24/gp25L/p24 family/GOLD family protein	-	-
BraA08003459	AT1G14020	AT1G14020	O-fucosyltransferase family protein	-	-
BraA08003458	AT1G14060	AT1G14060	GCK domain-containing protein	-	-
BraA08003973	AT1G08720	EDR1	Protein kinase superfamily protein	-	-
BraA08003457	AT1G14080	FUT6	fucosyltransferase 6	-	-
BraA08003456	AT1G14110	FUT9	fucosyltransferase 9	-	-
BraA08003972	AT1G22090	emb2204	hypothetical protein	-	-
BraA08004024	AT1G01470	LEA14	Late embryogenesis abundant protein	-	-
BraA08003971	AT1G22090	emb2204	hypothetical protein	-	-
BraA08003970	AT1G03760	AT1G03760	Prefoldin chaperone subunit family protein	-	-
BraA08003969	AT1G03790	SOM	Zinc finger C-x8-C-x5-C-x3-H type family protein	YES	-
BraA08003968	AT1G03820	AT1G03820	E6-like protein	-	-
BraA08003967	AT4G23160	CRK8	cysteine-rich RECEPTOR-like kinase	-	-
BraA08003966	AT1G03830	AT1G03830	guanylate-binding family protein	-	-
BraA08003965	AT1G03850	GRXS13	Glutaredoxin family protein	-	-
BraA08003964	AT1G03860	PHB2	prohibitin 2	-	-
BraA08003963	AT1G65660	SMP1	Pre-mRNA splicing Prp18-interacting factor	-	YES
BraA08003962	AT5G35560	AT5G35560	DENN (AEX-3) domain-containing protein	-	-
BraA08004023	AT1G01100	AT1G01100	60S acidic ribosomal protein family	-	-
BraA08003961	AT1G03900	ABCI18	non-intrinsic ABC protein 4	-	-
BraA08003960	AT1G03905	ABCI19	P-loop containing nucleoside triphosphate hydrolases superfamily protein	-	-
BraA08003959	AT1G03940	AT1G03940	HXXXD-type acyl-transferase family protein	-	-
BraA08003958	AT1G03960	AT1G03960	Calcium-binding EF hand family protein	-	-
BraA08003957	AT1G03950	VPS2.3	vacuolar protein sorting-associated protein 2.3	-	-
BraA08003956	AT1G43760	AT1G43760	DNAse I-like superfamily protein	-	-
BraA08003955	AT4G29090	AT4G29090	Ribonuclease H-like superfamily protein	-	-
BraA08003954	AT1G04040	AT1G04040	HAD superfamily, subfamily IIIB acid phosphatase	-	-
BraA08003953	AT1G04080	PRP39	Tetratricopeptide repeat (TPR)-like superfamily protein	-	-
BraA08003952	AT1G04140	AT1G04140	Transducin family protein / WD-40 repeat family protein	-	-
BraA08004022	AT1G01060	LHY	Homeodomain-like superfamily protein	YES	YES
BraA08003951	AT1G04170	EIF2 GAMMA	eukaryotic translation initiation factor 2 gamma subunit	-	-
