"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.P_Avg_CPM","WT.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06003643",-1.00086627340847,4.71517745224752,16.5706754289511,0.000464376007834584,0.00104269306181403,FALSE,"30.59882","15.23192","BraA06003643","AT5G24650","AT5G24650","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein","-","-"
"BraA09002793",-1.21486914460913,5.18179583763087,16.5397225803922,0.000468807619457223,0.00105114414960921,FALSE,"39.27033","16.91691","BraA09002793","AT4G10450","AT4G10450","Ribosomal protein L6 family","-","-"
"BraA10000206",-1.65739284778462,3.1962784720236,16.523894698079,0.000471091553191631,0.00105581390392087,FALSE,"12.208017"," 3.877722","BraA10000206","AT1G03440","AT1G03440","Leucine-rich repeat (LRR) family protein","-","-"
"BraA08003688",-2.02967290543062,4.97280408590107,16.5195981497441,0.000471713629567803,0.00105690712162238,FALSE,"36.981668"," 9.107788","BraA08003688","AT1G09690","AT1G09690","Translation protein SH3-like family protein","-","-"
"BraA07002630",-1.41451871786119,4.71436043275027,16.518633397795,0.000471853434471247,0.00105691946187241,FALSE,"35.96518","13.50156","BraA07002630","AT3G48110","EDD1","glycine-tRNA ligase","-","-"
"BraA06000282",-1.1528298979446,6.62355854737679,16.5054427556838,0.000473769467690258,0.00106106024778666,FALSE,"129.84482"," 58.54973","BraA06000282","AT5G44680","AT5G44680","DNA glycosylase superfamily protein","-","-"
"BraA03002642",-2.50249618945493,7.98641169242688,16.4898177703805,0.000476050094339689,0.00106520703464173,FALSE,"341.23408"," 60.33561","BraA03002642","AT2G27710","AT2G27710","60S acidic ribosomal protein family","-","-"
"BraA05000746",-2.41201656038461,4.39477843945576,16.4895125882713,0.00047609475785925,0.00106520703464173,FALSE,"20.080760"," 3.851838","BraA05000746","AT2G40130","AT2G40130","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA03004493",-1.12923440610057,5.02665610608716,16.4821301547434,0.000477176573727409,0.0010673240401406,FALSE,"39.56079","18.14041","BraA03004493","AT2G12646","AT2G12646","PLATZ transcription factor family protein","-","-"
"BraA02000272",-1.55555687326306,3.08481184642053,16.4642691243449,0.000479805022667829,0.00107244121794826,FALSE," 9.816486"," 3.357033","BraA02000272","AT5G08040","TOM5","mitochondrial import receptor subunit TOM5-like protein","-","-"
"BraA09006371",-1.24135354487044,4.39780729857369,16.4613392235402,0.000480237695974719,0.00107317955091429,FALSE,"28.75129","12.11334","BraA09006371","AT1G13270","MAP1C","methionine aminopeptidase 1B","-","-"
"BraA10001082",-2.08885355554221,3.91274301313241,16.4611089977204,0.000480271712620094,0.00107317955091429,FALSE,"20.940252"," 4.985572","BraA10001082","AT5G55280","FTSZ1-1","homolog of bacterial cytokinesis Z-ring protein FTSZ 1-1","-","-"
"BraA07002955",-2.18695537698928,8.77663507818096,16.4547172218029,0.000481217169405853,0.00107513956656467,FALSE,"583.1370","128.0371","BraA07002955","AT1G67870","AT1G67870","glycine-rich protein","-","-"
"BraA09005656",-1.29769766925466,6.83922763462745,16.4417332951316,0.000483143978999649,0.00107867889779496,FALSE,"143.92734"," 58.50382","BraA09005656","AT5G27640","TIF3B1","translation initiation factor 3B1","-","-"
"BraA03004027",-2.7901148305931,2.18307592763001,16.4128192108534,0.00048746512559942,0.00108724685800409,FALSE,"7.0001141","0.9958256","BraA03004027","AT3G16870","GATA17","GATA transcription factor 17","YES","-"
"BraA09003204",-1.05332750406299,12.1986692732481,16.4112902990854,0.000487694788727143,0.00108760498364483,FALSE,"6048.091","2914.382","BraA09003204","ATCG00480","PB","ATP synthase subunit beta","-","YES"
"BraA07000808",-1.84921191115647,6.82565886659569,16.3944758209818,0.000490228351537785,0.00109263583307912,FALSE,"102.05062"," 28.27494","BraA07000808","AT5G42020","BIP2","Heat shock protein 70 (Hsp 70) family protein","-","YES"
"BraA08002982",-2.79146420331156,3.73430441380925,16.3854356605311,0.000491596431859272,0.00109552992177049,FALSE,"20.188815"," 3.087123","BraA08002982","AT1G26690","AT1G26690","emp24/gp25L/p24 family/GOLD family protein","-","-"
"BraA06002343",-1.05244995761798,3.76724745958507,16.3738348860842,0.000493358124050764,0.00109914463872031,FALSE,"14.244619"," 6.975359","BraA06002343","AT1G21660","AT1G21660","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA03005011",-1.32749115451651,4.96562204410747,16.3690003685556,0.000494094325344372,0.00110047328157923,FALSE,"40.45023","16.38280","BraA03005011","AT4G16490","AT4G16490","ARM repeat superfamily protein","-","-"
"BraA02002767",-2.11408904786758,7.89772897841144,16.3561832800435,0.000496051920759784,0.00110442458083122,FALSE,"458.13479","105.74442","BraA02002767","AT1G80920","J8","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA06002648",-1.15365023055048,4.03892186840564,16.3469958233882,0.000497460356416857,0.00110718693580336,FALSE,"18.091865"," 8.107039","BraA06002648","AT3G46740","TOC75-III","translocon at the outer envelope membrane of chloroplasts 75-III","-","-"
"BraA09003933",-1.35884922408768,3.91596636702145,16.3286933010302,0.000500279149430721,0.00111267398785355,FALSE,"17.161244"," 6.711328","BraA09003933","AT1G27930","AT1G27930","glucuronoxylan 4-O-methyltransferase-like protein (DUF579)","-","-"
"BraA06001091",-3.01624575103419,2.40751232764431,16.2918095910975,0.000506012738159722,0.00112447275146605,FALSE,"6.6609076","0.8384762","BraA06001091","AT3G17970","TOC64-III","translocon at the outer membrane of chloroplasts 64-III","-","-"
"BraA08003567",-2.08483164643658,3.94769372369708,16.2414941498881,0.000513950202959925,0.00114034059692546,FALSE,"23.101341"," 5.503115","BraA08003567","AT1G11820","AT1G11820","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA07001404",-1.98527077983432,3.55094486870896,16.1757898863606,0.000524520497208826,0.00116231910827354,FALSE," 7.028164"," 1.817168","BraA07001404","AT1G23030","AT1G23030","ARM repeat superfamily protein","-","-"
"BraA05000957",-1.37180001869438,4.22350844475853,16.1742518517114,0.000524770755254827,0.00116254633183828,FALSE,"24.468803"," 9.594841","BraA05000957","AT5G59970","AT5G59970","Histone superfamily protein","-","-"
"BraA10003182",-1.3662453071265,4.96941991078241,16.1713789043085,0.000525238569793548,0.00116341895420074,FALSE,"34.61593","13.45322","BraA10003182","AT3G08740","AT3G08740","elongation factor P (EF-P) family protein","-","-"
"BraA03002141",-1.27373023545331,3.45248418756353,16.1506314258088,0.000528630509861835,0.00116977987139397,FALSE,"12.271786"," 4.996230","BraA03002141","AT2G38670","PECT1","phosphorylethanolamine cytidylyltransferase 1","-","-"
"BraA02001209",-1.41936178639149,4.34911678564714,16.1266954851631,0.000532573439709104,0.00117734634003108,FALSE,"25.797248"," 9.590391","BraA02001209","AT5G59050","AT5G59050","G patch domain protein","-","-"
"BraA08003140",-1.0431783602989,3.06952669680087,16.1050759530382,0.000536162380377614,0.00118494746800669,FALSE,"10.066067"," 4.853745","BraA08003140","AT1G21480","AT1G21480","Exostosin family protein","-","-"
"BraA05002275",-2.15389289666948,4.86313055670225,16.053157751332,0.000544889274934245,0.00120285561115324,FALSE,"40.144519"," 9.004508","BraA05002275","AT4G09800","RPS18C","S18 ribosomal protein","-","-"
"BraA08002964",-1.11783661542694,5.00175260478256,16.0527808039215,0.000544953199690837,0.00120285561115324,FALSE,"27.31534","12.78809","BraA08002964","AT1G26220","AT1G26220","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA03002395",-1.63606331553411,3.56259834043474,16.0520294153361,0.000545080648595412,0.00120296822895286,FALSE,"14.063043"," 4.588323","BraA03002395","AT2G43360","BIO2","Radical SAM superfamily protein","-","YES"
"BraA06003265",-1.00440127503743,9.0919568863546,16.0411653199915,0.000546927031861977,0.00120670472126542,FALSE,"689.3946","343.7647","BraA06003265","AT5G64940","ATH13","ABC2 homolog 13","-","-"
"BraA08002427",-4.00329841901254,2.96779325682301,16.0373071957836,0.000547584371858449,0.00120764719252515,FALSE,"12.4049066"," 0.7234941","BraA08002427","AT1G26290","AT1G26290","hypothetical protein","-","-"
"BraA06001242",-1.28836465065876,7.70469726248859,16.0150722055861,0.000551389566525478,0.0012151878713401,FALSE,"183.85848"," 75.27580","BraA06001242","AT1G08845","AT1G08845","Ribosomal L18p/L5e family protein","-","-"
"BraA01003265",-1.13011978189413,7.30631132147231,16.0049676264727,0.000553128344405536,0.001218167082824,FALSE,"209.22096"," 95.62669","BraA01003265","AT3G23640","HGL1","heteroglycan glucosidase 1","-","-"
"BraA06001894",-1.64299752696298,3.19097668266496,15.9941556201417,0.000554995482977251,0.00122176628000866,FALSE," 8.855137"," 2.901898","BraA06001894","AT1G17200","AT1G17200","Uncharacterized protein family (UPF0497)","-","-"
"BraA04002089",-1.25950638897678,6.41585285961894,15.9827493165707,0.000556972708397426,0.00122560470154837,FALSE,"118.66399"," 49.65394","BraA04002089","AT5G59970","AT5G59970","Histone superfamily protein","-","-"
"BraA03004239",-1.96987907590015,3.99992112157966,15.9762276033911,0.000558106667111709,0.00122792828352506,FALSE,"23.755797"," 6.052966","BraA03004239","AT3G21320","AT3G21320","EARLY FLOWERING protein","-","-"
"BraA01001640",-1.07717815882263,3.40015470811244,15.9561338994416,0.000561616312986128,0.001234614632179,FALSE," 8.059834"," 3.805547","BraA01001640","AT4G24700","AT4G24700","hypothetical protein","-","-"
"BraA03001341",-1.02854038766776,6.04291101349452,15.9515373536919,0.000562422543717187,0.00123604172551082,FALSE,"79.99361","39.15515","BraA03001341","AT5G56680","SYNC1","Class II aminoacyl-tRNA and biotin synthetases superfamily protein","-","-"
"BraA06004074",-1.93712106013835,2.5307151938345,15.9489187616235,0.000562882407396625,0.00123687967226342,FALSE," 4.953168"," 1.268885","BraA06004074","AT3G30460","AT3G30460","RING/U-box superfamily protein","-","-"
"BraA03004410",-1.0012295787757,4.96478662636221,15.9393065557868,0.000564573973870904,0.00124042355509883,FALSE,"32.46319","16.27365","BraA03004410","AT3G25220","FKBP15-1","FK506-binding protein 15 kD-1","-","-"
"BraA04000064",-1.02442431970489,4.67363267078183,15.9351236804221,0.000565311812166456,0.00124169800774491,FALSE,"26.96186","13.33535","BraA04000064","AT4G27830","BGLU10","beta glucosidase 10","-","-"
"BraA02003816",-1.47075758397884,2.90361133739108,15.9332070974076,0.000565650239254977,0.00124226800137761,FALSE," 6.979605"," 2.585010","BraA02003816","AT3G29160","KIN11","SNF1 kinase homolog 11","-","-"
"BraA03000144",-1.81821795622624,2.93826327753697,15.9160220064274,0.000568694651143466,0.00124843149358412,FALSE,"11.580496"," 3.266535","BraA03000144","AT5G03850","AT5G03850","Nucleic acid-binding, OB-fold-like protein","-","YES"
"BraA03005623",-1.55011843672652,3.61049443791411,15.914888599763,0.000568896066466374,0.00124869949605086,FALSE,"13.645777"," 4.671241","BraA03005623","AT4G25740","AT4G25740","RNA binding Plectin/S10 domain-containing protein","-","-"
"BraA09005533",-1.77037613608922,2.78967987050068,15.8959747867107,0.000572268713223589,0.00125487733994696,FALSE,"10.099046"," 2.885944","BraA09005533","AT3G62950","AT3G62950","Thioredoxin superfamily protein","-","-"
"BraA02001117",-1.24545363524452,3.4344880900116,15.8836858990911,0.000574471714918585,0.00125935721348448,FALSE,"12.735783"," 5.351777","BraA02001117","AT5G60550","GRIK2","geminivirus rep interacting kinase 2","-","-"
"BraA01000844",-1.54339987548187,3.38815244444053,15.8336087254388,0.00058354510574209,0.00127782414640797,FALSE,"13.099345"," 4.637075","BraA01000844","AT4G29870","AT4G29870","Oligosaccharyltransferase complex/magnesium transporter family protein","-","-"
"BraA03000162",-2.35215724450017,3.21219612884869,15.8235163986193,0.00058539258229809,0.0012806325681356,FALSE,"20.943727"," 4.088366","BraA03000162","AT5G04310","AT5G04310","Pectin lyase-like superfamily protein","-","-"
"BraA01001194",-1.25660525347613,3.28196773988946,15.8026012624304,0.0005892416073064,0.00128832655910581,FALSE,"12.236034"," 5.085613","BraA01001194","AT4G19890","AT4G19890","Pentatricopeptide repeat (PPR-like) superfamily protein","-","-"
"BraA09006951",-1.37180931282243,6.06964166987373,15.796311918472,0.000590404433136468,0.00129051045376587,FALSE,"79.04715","30.53104","BraA09006951","AT3G16780","AT3G16780","Ribosomal protein L19e family protein","-","-"
"BraA10001128",-2.67919738126114,5.97409736098407,15.773971995397,0.00059455510998938,0.0012985011004902,FALSE," 88.729291"," 14.058702","BraA10001128","AT5G55730","FLA1","FASCICLIN-like arabinogalactan 1","-","-"
"BraA10002202",-1.08198695035497,4.59698053163699,15.7685985686994,0.000595558216774727,0.00130004926951316,FALSE,"25.323768","11.979122","BraA10002202","AT5G14800","P5CR","pyrroline-5- carboxylate (P5C) reductase","-","-"
"BraA09004971",-1.8257314382696,5.57437418817931,15.7684051225488,0.000595594363561589,0.00130004926951316,FALSE,"59.94595","16.98117","BraA09004971","AT3G56070","ROC2","rotamase cyclophilin 2","-","-"
"BraA02001491",-1.71758363878839,2.75192826438693,15.7485187106377,0.000599323084950068,0.00130764421362823,FALSE,"8.748714","2.664067","BraA02001491","AT5G54670","ATK3","kinesin 3","-","-"
"BraA08000677",-1.98488414880997,2.58189826367464,15.7462530550882,0.000599749511322198,0.00130839325131135,FALSE,"6.272215","1.641100","BraA08000677","AT4G12970","STOMAGEN","stomagen","-","-"
"BraA10002899",-1.18304878479785,4.67961586676896,15.742209359004,0.000600511411477608,0.0013098738382286,FALSE,"26.68398","11.90737","BraA10002899","AT5G09460","AT5G09460","transcription factor bHLH143","-","-"
"BraA06003228",-1.02140691091151,5.9689112687104,15.7297625797894,0.000602863229981675,0.00131427524098498,FALSE,"62.63368","30.88656","BraA06003228","AT5G64550","AT5G64550","loricrin-like protein","-","-"
"BraA07003808",-1.66417929345023,2.83053403338456,15.711015436328,0.000606424493466285,0.00132148989715621,FALSE,"9.768049","3.074986","BraA07003808","AT1G75890","AT1G75890","GDSL-like Lipase/Acylhydrolase superfamily protein","-","-"
"BraA03000605",-1.67339497706885,3.26328610984447,15.6913251872191,0.000610189646308921,0.00132932664815258,FALSE,"12.554937"," 3.908396","BraA03000605","AT5G13460","IQD11","IQ-domain 11","-","-"
"BraA01001375",-1.07811320419204,3.44980146909289,15.6623306072797,0.00061578048528812,0.00134113530350561,FALSE,"13.384498"," 6.452057","BraA01001375","AT4G22160","AT4G22160","hypothetical protein","-","-"
"BraA03003446",-1.00115365602748,5.18058920326468,15.6598522342936,0.000616260961019771,0.0013419960606601,FALSE,"48.10811","24.00341","BraA03003446","AT5G26360","AT5G26360","TCP-1/cpn60 chaperonin family protein","-","-"
"BraA02004038",-1.52936452682302,4.64605466720496,15.6305891467522,0.000621965158855753,0.00135235966299068,FALSE,"28.022317"," 9.830178","BraA02004038","AT4G14960","TUA6","Tubulin/FtsZ family protein","-","-"
"BraA09004728",-1.21667509499599,5.41652624526252,15.6260029171681,0.00062286435493085,0.00135375378992151,FALSE,"47.89180","20.66347","BraA09004728","AT3G53430","AT3G53430","Ribosomal protein L11 family protein","-","-"
"BraA01000420",-1.60365222908179,3.32626119929663,15.5638414922251,0.000635192945775157,0.00137758947616474,FALSE,"11.474379"," 3.774271","BraA01000420","AT4G34290","AT4G34290","SWIB/MDM2 domain superfamily protein","-","-"
"BraA04000201",-1.45464899363843,8.3488880862237,15.5599012046376,0.000635983356732541,0.00137902989874228,FALSE,"419.0205","152.9487","BraA04000201","AT3G60245","AT3G60245","Zinc-binding ribosomal protein family protein","-","-"
"BraA01003577",-1.62995163147797,5.83806894671046,15.5577766242416,0.000636409987135617,0.00137957487915089,FALSE,"83.18197","26.98399","BraA01003577","AT3G19820","DWF1","cell elongation protein / DWARF1 / DIMINUTO (DIM)","-","YES"
"BraA02001508",-1.75372250252002,3.86356179830082,15.5569846358186,0.000636569103782003,0.00137972978429203,FALSE," 8.727103"," 2.646698","BraA02001508","AT5G54470","BBX29","B-box type zinc finger family protein","-","-"
"BraA08003133",-1.48478415844529,5.29514313837603,15.5248926802203,0.000643053294077107,0.00139301663209106,FALSE,"51.28145","18.38868","BraA08003133","AT1G21590","AT1G21590","kinase with adenine nucleotide alpha hydrolases-like domain-containing protein","-","-"
"BraA01002019",-2.20600860627626,3.57750896579187,15.50578083687,0.000646949070689521,0.00140010702222646,FALSE,"14.564690"," 3.104835","BraA01002019","AT1G56300","AT1G56300","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA04003034",-1.64682305573782,3.32145729085169,15.4817433896269,0.000651885500768494,0.00140962739141312,FALSE,"12.948124"," 4.117046","BraA04003034","AT2G42280","FBH4","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA09002334",-1.52128445685514,2.94505742499815,15.4295509581971,0.000662746086743718,0.00142996893836136,FALSE,"9.257119","3.270400","BraA09002334","AT4G18030","AT4G18030","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA07002518",-1.85419332392349,3.65953498780714,15.4245477271678,0.00066379752302146,0.00143184500649003,FALSE,"14.040991"," 3.904355","BraA07002518","AT1G77940","AT1G77940","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein","-","-"
"BraA03005486",-2.00259009619545,5.92353659478622,15.4052646864178,0.000667866944870967,0.00143963649853041,FALSE,"106.18970"," 26.58417","BraA03005486","AT4G23820","AT4G23820","Pectin lyase-like superfamily protein","-","-"
"BraA09004975",-1.40966988125398,4.18373913270776,15.401625796982,0.000668637932346084,0.00144110106190981,FALSE,"25.777461"," 9.605548","BraA09004975","AT3G56130","AT3G56130","biotin/lipoyl attachment domain-containing protein","-","-"
"BraA02003043",-1.40553839553826,5.50387549181694,15.3969434056288,0.000669631440669273,0.0014428472109698,FALSE,"75.89845","28.49106","BraA02003043","AT4G12420","SKU5","Cupredoxin superfamily protein","-","-"
"BraA08000550",-2.09789003037151,2.92043185902804,15.3802040409842,0.000673196391207541,0.00144993311406769,FALSE," 7.6254377"," 1.8323877","BraA08000550","AT1G45010","AT1G45010","TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein","-","-"
"BraA03001449",-1.23522467547659,3.76302380335854,15.3707794045206,0.000675212648541017,0.00145387785062047,FALSE,"16.211664"," 6.861873","BraA03001449","AT5G54590","CRLK1","Protein kinase superfamily protein","-","-"
"BraA09002029",-1.80632466864248,3.18287264038828,15.3699128453844,0.000675398366264619,0.00145407882437493,FALSE,"12.907022"," 3.620118","BraA09002029","AT1G47500","RBP47C'","RNA-binding protein 47C'","-","-"
"BraA09004701",-1.03045994509458,3.26780550215123,15.34797009413,0.000680119684433877,0.0014630427542694,FALSE,"10.851887"," 5.370187","BraA09004701","AT3G53170","AT3G53170","LOW protein: PPR containing protein","-","-"
"BraA02001280",-1.28005952967205,5.11556967657304,15.3444139857706,0.000680888221811245,0.00146449584740489,FALSE,"42.98135","17.88081","BraA02001280","AT5G58090","AT5G58090","O-Glycosyl hydrolases family 17 protein","-","-"
"BraA07001814",-1.94328054023506,4.4107966789142,15.3343895601598,0.000683059782724113,0.00146896583960617,FALSE,"25.97137"," 6.85850","BraA07001814","AT2G27385","AT2G27385","Pollen Ole e 1 allergen and extensin family protein","-","-"
"BraA06002583",-1.00854203282397,6.45412776223314,15.2999138693885,0.000690586045004476,0.00148413767727614,FALSE," 87.96414"," 43.79970","BraA06002583","AT3G47500","CDF3","cycling DOF factor 3","YES","YES"
"BraA01003293",-1.53593731627134,6.04333053802246,15.2846757207493,0.00069394143385116,0.00149073811502897,FALSE,"84.12976","29.05364","BraA01003293","AT4G14320","AT4G14320","Zinc-binding ribosomal protein family protein","-","YES"
"BraA06004010",-1.20980671070062,4.60538518775484,15.2590429749588,0.000699625890722695,0.00150151506953575,FALSE,"23.118994"," 9.888538","BraA06004010","AT5G48540","AT5G48540","receptor-like protein kinase-related family protein","-","YES"
"BraA03004777",-1.55981193879417,5.25725859851084,15.2477726508698,0.000702141328409423,0.0015067081812085,FALSE,"44.80508","15.21420","BraA03004777","AT3G49910","AT3G49910","Translation protein SH3-like family protein","-","-"
"BraA06004022",-2.60928062705882,3.14657299901927,15.2273696570164,0.000706720246914615,0.00151426309371577,FALSE,"15.811541"," 2.565481","BraA06004022","AT5G48360","AT5G48360","Actin-binding FH2 (formin homology 2) family protein","-","YES"
"BraA01003972",-4.18439227309643,3.02410586943878,15.2256405638771,0.000707109792194348,0.00151489153792555,FALSE,"13.913268"," 0.811940","BraA01003972","AT3G15510","NAC2","NAC domain containing protein 2","YES","-"
"BraA09004791",-1.66943834907589,5.64182857237289,15.2233097770769,0.00070763526324682,0.0015156047140434,FALSE,"63.48955","19.87587","BraA09004791","AT3G54090","FLN1","fructokinase-like 1","-","YES"
"BraA07003693",-1.06287014448862,2.90132639450483,15.2031779528623,0.00071219172238836,0.0015243265855851,FALSE,"10.003139"," 4.737411","BraA07003693","AT1G74350","AT1G74350","Intron maturase, type II family protein","-","-"
"BraA02002421",-1.48566489838078,5.31347796362699,15.1575688688729,0.000722633392864086,0.00154436518719358,FALSE,"48.71809","17.36657","BraA02002421","AT1G74260","PUR4","purine biosynthesis 4","-","-"
"BraA09006550",-3.3424051000113,3.55305447320533,15.1321988848572,0.00072851379722438,0.00155545403802384,FALSE,"12.836011"," 1.163884","BraA09006550","AT1G10460","GLP7","germin-like protein 7","-","-"
"BraA08000367",-4.85763127987345,2.27179368839012,15.1148138394107,0.000732573558658133,0.00156221485073554,FALSE,"5.12959629","0.23260743","BraA08000367","AT1G49380","AT1G49380","cytochrome c biogenesis protein family","-","YES"
"BraSca001052",-2.04139158540286,3.02108188002398,15.1106568457329,0.000733547955486069,0.00156386899896394,FALSE,"11.686192"," 2.833469","BraSca001052","AT3G27270","AT3G27270","TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein","-","-"
"BraA05004121",-1.87688636388832,4.14196412459907,15.080259385134,0.000740716247230182,0.00157749587569627,FALSE,"14.073395"," 3.964999","BraA05004121","AT3G09450","AT3G09450","fusaric acid resistance family protein","-","-"
"BraA02003691",-1.1161465179214,3.52480622653666,15.0801526517557,0.000740741551287873,0.00157749587569627,FALSE,"15.655758"," 7.171586","BraA02003691","AT3G27060","TSO2","Ferritin/ribonucleotide reductase-like family protein","-","-"
"BraA07001431",-1.16371002637578,3.59169964061494,15.0487341413544,0.000748231350725222,0.00159150830546148,FALSE,"13.254282"," 6.006116","BraA07001431","AT1G22520","AT1G22520","MICOS complex subunit Mic10-like protein (DUF543)","-","-"
"BraA02002027",-1.20926760739326,5.45001215315854,15.0289003778527,0.000753002027904174,0.00160075781846607,FALSE,"44.94444","19.48520","BraA02002027","AT1G68660","AT1G68660","Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein","-","-"
"BraA05000115",-1.46290783549556,3.60893025747146,15.0228804520801,0.000754456580577375,0.00160344944346312,FALSE,"13.967109"," 5.159158","BraA05000115","AT2G47500","AT2G47500","P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain-containing protein","-","-"
"BraA03005073",-1.23036195137567,7.54581241524541,14.9739522963431,0.000766393166912739,0.0016264026489425,FALSE,"241.72759","102.96970","BraA03005073","AT4G17520","AT4G17520","Hyaluronan / mRNA binding family","-","-"
"BraA05001030",-1.73113286247015,5.29960015434582,14.9724590552276,0.000766760687500934,0.00162696322745547,FALSE,"48.920384","14.776910","BraA05001030","AT2G36620","RPL24A","ribosomal protein L24","-","-"
"BraA03003864",-1.92582703977332,4.57259073705316,14.9600242136667,0.000769828667732852,0.00163325289528442,FALSE,"29.175091"," 7.771430","BraA03003864","AT3G13860","HSP60-3A","heat shock protein 60-3A","-","-"
"BraA02000193",-1.1642426144285,4.89354369145724,14.9470564468412,0.000773042415097367,0.00163940819369881,FALSE,"25.15027","11.17000","BraA02000193","AT5G05570","AT5G05570","transducin family protein / WD-40 repeat family protein","-","-"
"BraA10001284",-1.34595649075682,5.92427764180248,14.9376696305194,0.000775377848041713,0.00164347526638521,FALSE,"73.48709","28.86318","BraA10001284","AT5G57300","AT5G57300","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA10000589",-1.31206106780209,7.24180675368594,14.9265646786987,0.000778150703266515,0.00164868650819962,FALSE,"178.99816"," 72.17016","BraA10000589","AT1G07280","AT1G07280","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA08002887",-3.21008600399914,3.60829896252335,14.9209096328923,0.000779566900659572,0.00165131128025194,FALSE,"16.802913"," 1.845124","BraA08002887","AT1G27400","AT1G27400","Ribosomal protein L22p/L17e family protein","-","-"
"BraA02003798",-1.09251925041182,3.27530321060452,14.8711915845958,0.000792139648972251,0.00167606910536675,FALSE,"10.018952"," 4.737840","BraA02003798","AT3G28940","AT3G28940","AIG2-like (avirulence induced gene) family protein","-","-"
"BraA02001137",-1.17088840340043,3.12184434136321,14.8686294983464,0.000792793522661028,0.00167722715681244,FALSE," 9.485867"," 4.290224","BraA02001137","AT5G60120","TOE2","target of early activation tagged (EAT) 2","YES","-"
"BraA01000885",-1.25805628330181,4.65793611912417,14.865257044329,0.000793655109942819,0.00167882427503023,FALSE,"29.32635","12.22011","BraA01000885","AT4G29430","rps15ae","ribosomal protein S15A E","-","-"
"BraA03001099",-3.37640453682394,5.39239608667633,14.8524912557279,0.000796925756789355,0.00168483699286292,FALSE," 76.729591","  7.418488","BraA03001099","AT5G22650","HD2B","histone deacetylase 2B","-","-"
"BraA01001637",-2.4739880302906,3.59042607475729,14.842427790964,0.000799514430117433,0.001689551663305,FALSE,"16.5757810"," 3.0538230","BraA01001637","AT4G24670","TAR2","tryptophan aminotransferase related 2","-","YES"
"BraA09005206",-1.41180475054819,4.5174735461983,14.8421533474438,0.000799585155016452,0.001689551663305,FALSE,"30.205125","11.341926","BraA09005206","AT3G59010","PME61","pectin methylesterase 61","-","-"
"BraA09000893",-1.80581460743023,3.2619402553994,14.8417059801154,0.00079970045752993,0.00168956848342565,FALSE,"10.015294"," 2.881364","BraA09000893","AT5G64650","AT5G64650","Ribosomal protein L17 family protein","-","-"
"BraA01001095",-2.90448570464582,4.40140399508059,14.828846036313,0.000803022697044631,0.00169567711986618,FALSE,"43.021651"," 5.880142","BraA01001095","AT4G18670","AT4G18670","Leucine-rich repeat (LRR) family protein","-","-"
"BraA09003347",-1.08675078609758,4.35993608309539,14.8098222088282,0.000807964980656774,0.00170474112540719,FALSE,"24.98393","11.77355","BraA09003347","AT1G33810","AT1G33810","zinc finger/BTB domain protein","-","-"
"BraA04002668",-1.31700739271069,5.67011723670506,14.7903242047585,0.000813064936439642,0.00171458227486066,FALSE,"62.30080","25.06469","BraA04002668","AT2G36895","AT2G36895","D-tagatose-1,6-bisphosphate aldolase subunit","-","-"
"BraA09006154",-1.1174250584792,2.9521028479849,14.7886481449316,0.000813504969326348,0.00171505065861194,FALSE," 8.498429"," 3.839267","BraA09006154","AT1G16560","AT1G16560","Per1-like family protein","-","-"
"BraA05003608",-1.21105186350459,3.97858181266032,14.7838978019717,0.000814753538181475,0.00171722290987901,FALSE,"20.188626"," 8.674138","BraA05003608","AT3G15080","AT3G15080","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","-","-"
"BraA08001747",-1.41697764209584,3.24375362239937,14.7490304897899,0.000823982274505882,0.0017345835228999,FALSE,"14.207154"," 5.302124","BraA08001747","AT4G33760","AT4G33760","tRNA synthetase class II (D, K and N) family protein","-","-"
"BraA01002264",-1.78367436140207,4.68414762221145,14.6984617957045,0.000837570301321062,0.00175965784073592,FALSE,"27.794965"," 8.376796","BraA01002264","AT5G49555","AT5G49555","FAD/NAD(P)-binding oxidoreductase family protein","-","-"
