"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.D_Avg_CPM","phyB.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA10003018",-1.34323365642883,4.3194755686349,21.1389686838636,0.000124112148351925,0.000377857875253251,FALSE,"35.62179","14.02941","BraA10003018","AT5G03990","AT5G03990","FK506-binding-like protein","-","-"
"BraA05000904",-1.4267073850734,7.40190896844378,21.1296827566843,0.000124426547315214,0.000378741801342384,FALSE,"393.58074","146.45136","BraA05000904","AT2G38120","AUX1","Transmembrane amino acid transporter family protein","-","YES"
"BraA05003797",-1.2406420085071,3.13759954966134,21.0955723214411,0.000125588910686683,0.000381836865792619,FALSE,"13.280366"," 5.599966","BraA05003797","AT3G13320","CAX2","cation exchanger 2","-","-"
"BraA01001485",-1.55948045060653,3.28729811104426,21.0916260875215,0.000125724145820425,0.000382174209195344,FALSE,"18.308542"," 6.201390","BraA01001485","AT4G23330","AT4G23330","hypothetical protein","-","-"
"BraA07000379",-1.01304498875536,3.17260993569718,21.0595801631712,0.000126828232643399,0.000385232802355673,FALSE,"17.403092"," 8.622359","BraA07000379","AT2G17200","DSK2","ubiquitin family protein","-","-"
"BraA02002182",-2.03561627008258,2.35974766038383,21.0145988269266,0.000128395839740327,0.000389468205340671,FALSE,"10.710522"," 2.619390","BraA02002182","AT1G32240","KAN2","Homeodomain-like superfamily protein","YES","YES"
"BraA07000228",-1.04573336574724,6.05891219191865,21.0044781489101,0.000128751447561702,0.000390246059045096,FALSE,"106.31507"," 51.51036","BraA07000228","AT1G76640","AT1G76640","Calcium-binding EF-hand family protein","-","-"
"BraA03003187",-2.68534103531074,1.55296395580725,20.9999543516028,0.000128910745913148,0.000390653665897756,FALSE,"7.1210226","1.0836443","BraA03003187","AT4G00770","TRM9","DUF4378 domain protein","-","-"
"BraA03002826",-1.71815514324716,4.60282843912378,20.9809169773732,0.000129583473271892,0.000392465628112292,FALSE,"41.56670","12.60372","BraA03002826","AT4G08900","ARGAH1","arginase","-","-"
"BraA05002467",-1.04597108125594,4.26361604652974,20.978734883593,0.000129660826264042,0.000392624356559449,FALSE,"33.41520","16.17658","BraA05002467","AT3G22980","AT3G22980","Ribosomal protein S5/Elongation factor G/III/V family protein","-","-"
"BraA05004487",-1.32328085305015,3.25784105965807,20.9652900621436,0.00013013854237619,0.000393995125408969,FALSE,"16.446715"," 6.566864","BraA05004487","AT3G04160","AT3G04160","U11/U12 small nuclear ribonucleoprotein","-","-"
"BraA09005810",-1.5887160603343,6.71820685920559,20.9096339961679,0.00013213658435456,0.000399506307672065,FALSE,"133.52016"," 44.34071","BraA09005810","AT2G22450","RIBA2","riboflavin biosynthesis protein","-","-"
"BraA08001042",-1.26204257483105,2.79552264376905,20.9042743894711,0.000132330749712714,0.000399862929636806,FALSE,"11.433030"," 4.750702","BraA08001042","AT5G40880","AT5G40880","WD-40 repeat family protein / zfwd3 protein (ZFWD3)","YES","-"
"BraA07002628",-1.00496978566795,5.92465080299645,20.903425080842,0.000132361546587099,0.000399879221359104,FALSE,"119.13350"," 59.37379","BraA07002628","AT1G75180","AT1G75180","Erythronate-4-phosphate dehydrogenase family protein","-","-"
"BraA03004400",-1.26654743477718,2.98633870056905,20.8966093566111,0.000132608975198705,0.000400549850245176,FALSE,"12.714796"," 5.286474","BraA03004400","AT3G25040","ERD2B","endoplasmic reticulum retention defective 2B","-","-"
"BraA08001012",-1.32855383368178,3.66771109481797,20.861518088386,0.000133890879499942,0.000403879349047354,FALSE,"22.309591"," 8.866171","BraA08001012","AT5G40660","AT5G40660","ATP12 protein-like protein","-","-"
"BraA09001440",-1.07271947005402,5.94375391876123,20.8486220318795,0.00013436536620288,0.000404767629480063,FALSE," 93.95697"," 44.63486","BraA09001440","AT1G63980","AT1G63980","D111/G-patch domain-containing protein","-","-"
"BraA07003576",-1.11786218529118,4.91007659301318,20.8433396816944,0.000134560249039132,0.000405122096380247,FALSE,"51.60561","23.76863","BraA07003576","AT1G72820","AT1G72820","Mitochondrial substrate carrier family protein","-","-"
"BraA02001557",-2.48666011064561,2.55582809300978,20.8148656753187,0.000135616062935066,0.000407832791478397,FALSE,"15.910179"," 2.859032","BraA02001557","AT5G53940","AT5G53940","Yippee family putative zinc-binding protein","-","-"
"BraA01003511",-4.2379035662836,4.78441250709541,20.8030730012359,0.000136055973810787,0.000408999432349461,FALSE,"97.619232"," 5.197200","BraA01003511","AT3G20820","AT3G20820","Leucine-rich repeat (LRR) family protein","-","-"
"BraA07002169",-1.48037134535217,2.60524171820581,20.7902889104976,0.000136534624692664,0.000410359937495233,FALSE,"12.331842"," 4.411982","BraA07002169","AT3G58720","AT3G58720","RING/U-box superfamily protein","-","-"
"BraA02003858",-3.96888879696806,5.47774188315081,20.7578763825018,0.000137756426728864,0.000413795068074869,FALSE,"103.356580","  6.492744","BraA02003858","AT3G30775","ERD5","Methylenetetrahydrofolate reductase family protein","-","-"
"BraA09006077",-1.00965876583155,3.69999128218795,20.7344867048305,0.000138645505397512,0.000416306801784974,FALSE,"20.582509","10.236043","BraA09006077","AT1G18150","ATMPK8","Protein kinase superfamily protein","-","-"
"BraA02000455",-2.48608809551931,4.63037791065366,20.7144996018072,0.000139410200191761,0.000418443278226223,FALSE,"58.302901","10.358727","BraA02000455","AT5G11970","AT5G11970","ABC family ABC transporter, putative (DUF3511)","-","-"
"BraA01000429",-1.63535654700667,4.07239867871028,20.7110259756641,0.000139543567053112,0.000418763726485411,FALSE,"34.654314","11.138965","BraA01000429","AT3G57230","AGL16","AGAMOUS-like 16","YES","YES"
"BraA07002053",-1.80757174423391,4.01247803041579,20.7044993220374,0.000139794528270164,0.000419356942056868,FALSE,"30.351347"," 8.657437","BraA07002053","AT3G56950","SIP2;1","small and basic intrinsic protein 2;1","-","-"
"BraA01001056",-1.0775136857905,4.23929958226425,20.6692169939895,0.000141159735368665,0.000423290957268581,FALSE,"29.40773","13.93286","BraA01001056","AT4G18390","TCP2","TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 2","YES","YES"
"BraA09004174",-1.01694199939455,5.87875956096038,20.6672778146741,0.000141235189429287,0.000423436548879425,FALSE,"98.02047","48.43193","BraA09004174","AT1G24160","AT1G24160","triadin","-","-"
"BraA04002376",-1.07003236799839,5.40284698687787,20.6355498092725,0.000142475995958926,0.000426831400151026,FALSE,"66.78872","31.83282","BraA04002376","AT2G32520","AT2G32520","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA01004164",-1.10570155486931,5.45461392308548,20.6290986956955,0.000142729733322802,0.000427428843702607,FALSE,"79.25188","36.81447","BraA01004164","AT3G13060","ECT5","evolutionarily conserved C-terminal region 5","-","-"
"BraA02000242",-3.42356335961773,2.59540282621074,20.6184597097075,0.000143149265371376,0.000428603659301019,FALSE,"17.91692997"," 1.71281535","BraA02000242","AT5G07200","GA20OX3","gibberellin 20-oxidase 3","-","-"
"BraA08003176",-1.58987426411016,2.83097415230548,20.6171654384559,0.000143200394540964,0.000428675201611788,FALSE,"12.692011"," 4.201097","BraA08003176","AT1G20770","AT1G20770","coiled-coil protein","-","-"
"BraA03000983",-1.03492904250985,6.58088434635265,20.6036375824135,0.000143735994005162,0.000430033177274519,FALSE,"161.53386"," 78.82599","BraA03000983","AT5G19820","emb2734","ARM repeat superfamily protein","-","-"
"BraA10001047",-1.67919581370975,5.71687217794651,20.5971577166453,0.000143993319644537,0.000430721180388639,FALSE," 92.74819"," 28.93933","BraA10001047","AT5G54910","AT5G54910","DEA(D/H)-box RNA helicase family protein","-","-"
"BraA06001759",-1.22641529832613,5.29983594414109,20.5651362579642,0.00014527233057805,0.000434052103891137,FALSE,"76.30904","32.62451","BraA06001759","AT1G15780","NRB4","mediator of RNA polymerase II transcription subunit 15a-like protein","-","-"
"BraA02002090",-1.12852925721798,3.26129776095899,20.5522190052319,0.000145791773764015,0.000435438808168046,FALSE,"15.624626"," 7.152640","BraA02002090","AT1G69340","AT1G69340","appr-1-p processing enzyme family protein","-","-"
"BraA06002133",-1.49652446574373,8.66149269459173,20.5468634307547,0.000146007731180051,0.000435918377992034,FALSE,"516.8097","183.1718","BraA06002133","AT1G19660","AT1G19660","Wound-responsive family protein","-","-"
"BraA10003079",-2.12493087360146,3.14003955927818,20.5285839892395,0.000146747457100371,0.000437877720333618,FALSE,"18.279526"," 4.191546","BraA10003079","AT5G03060","AT5G03060","striatin-like protein","-","-"
"BraA08001007",-1.32407959967675,2.67174295339287,20.5036217867466,0.000147764220134735,0.000440800778147781,FALSE,"11.996310"," 4.787465","BraA08001007","AT5G40740","42588","HAUS augmin-like complex subunit","-","-"
"BraA10000216",-2.40966514499342,2.82405863302492,20.5006306524506,0.000147886569267385,0.000440974236763139,FALSE,"16.487680"," 3.075632","BraA10000216","AT1G03520","AT1G03520","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein","-","-"
"BraA05003184",-1.55158231346831,3.15698159414468,20.5003692268162,0.000147897267844511,0.000440974236763139,FALSE,"14.284882"," 4.863325","BraA05003184","AT2G36330","AT2G36330","Uncharacterized protein family (UPF0497)","-","-"
"BraA02000362",-1.29238224821433,3.60720100674915,20.4952238342597,0.000148108009464895,0.00044151895245785,FALSE,"19.647629"," 8.039445","BraA02000362","AT5G10190","AT5G10190","Major facilitator superfamily protein","-","-"
"BraA01000609",-1.40048412675029,2.50718902187888,20.4646753408075,0.000149365950122732,0.000445100351179818,FALSE,"10.764449"," 4.083423","BraA01000609","AT4G32440","AT4G32440","Plant Tudor-like RNA-binding protein","-","-"
"BraA05001499",-1.54412765748928,2.67206441445497,20.4629319583759,0.000149438090177362,0.00044523103149568,FALSE,"12.382809"," 4.253180","BraA05001499","AT2G30990","AT2G30990","arginine N-methyltransferase, putative (DUF688)","-","-"
"BraA03001635",-1.92894830269503,2.38598644091972,20.4362045361163,0.000150548818070718,0.000448285735231386,FALSE," 9.577427"," 2.509557","BraA03001635","AT5G51150","AT5G51150","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein","-","-"
"BraA05001455",-2.70258195010747,4.09552228861806,20.430896451691,0.000150770477954586,0.000448775968798258,FALSE,"35.356354"," 5.364066","BraA05001455","AT2G31390","AT2G31390","pfkB-like carbohydrate kinase family protein","-","-"
"BraA09005396",-1.37669250527013,4.38845826554241,20.426128693696,0.000150969877475297,0.000449284528542481,FALSE,"37.14720","14.32183","BraA09005396","AT3G61380","TRM14","Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein","-","-"
"BraA03000800",-1.09298497105519,3.1964063694822,20.3807991422572,0.000152880086543476,0.000454025011734775,FALSE,"14.874554"," 6.951805","BraA03000800","AT5G16520","AT5G16520","transmembrane protein","-","-"
"BraA03004570",-1.00536461439176,7.17916478236433,20.373826390068,0.000153176250967574,0.000454732966848286,FALSE,"178.73564"," 89.03683","BraA03004570","AT2G16390","DRD1","SNF2 domain-containing protein / helicase domain-containing protein","-","-"
"BraA09004297",-1.00333653284225,5.83934312877224,20.3555409102019,0.000153955890972926,0.000456530844746394,FALSE,"91.99230","45.87782","BraA09004297","AT1G22940","TH1","thiamin biosynthesis protein","-","-"
"BraA02000813",-8.65850989863984,1.22502693241319,27.3049142401834,0.000154614897281138,0.000458312332053694,FALSE," 4.8915823"," 0.0000000","BraA02000813","AT5G18000","VDD","VERDANDI","YES","-"
"BraA02004132",-1.75365279125938,6.30119393094186,20.3339341218026,0.000154882718254008,0.000458772910184189,FALSE,"154.26753"," 45.70256","BraA02004132","AT5G25220","KNAT3","homeobox protein knotted-1-like 3","YES","-"
"BraA06002188",-1.21200100202277,3.14740131784175,20.3338377823152,0.000154886864340456,0.000458772910184189,FALSE,"13.333953"," 5.724454","BraA06002188","AT1G20140","SK4","SKP1-like 4","-","-"
"BraA01003744",-1.78795953769029,6.41528398498162,20.2799221404717,0.000157226268361704,0.000465089544073147,FALSE,"101.95384"," 29.54896","BraA01003744","AT3G18390","EMB1865","CRS1 / YhbY (CRM) domain-containing protein","-","-"
"BraA05000576",-1.68818984786473,5.08353976312722,20.2029904875704,0.000160631243658707,0.000474003707384337,FALSE,"64.66224","20.06118","BraA05000576","AT2G44430","AT2G44430","DNA-binding bromodomain-containing protein","YES","-"
"BraA03002526",-1.82516289400049,2.78084578257508,20.1924653622144,0.00016110329630655,0.000475040442837223,FALSE,"13.356741"," 3.781319","BraA03002526","AT2G46000","AT2G46000","LDL receptor wingless signaling/trafficking chaperone","-","-"
"BraA02003810",-1.5592274690031,6.2432637918653,20.1727550909168,0.000161991373496809,0.00047739079176929,FALSE,"118.25270"," 40.08812","BraA02003810","AT1G11440","AT1G11440","hypothetical protein","-","-"
"BraA08001689",-1.62686964884219,3.19347484831507,20.1656765131473,0.000162311610303048,0.000478066007891089,FALSE,"17.555803"," 5.698675","BraA08001689","AT4G34460","AGB1","GTP binding protein beta 1","-","YES"
"BraA08001050",-2.18966218927264,3.14620680145828,20.1222318526229,0.000164292227371943,0.000483809103617284,FALSE,"20.052539"," 4.371435","BraA08001050","AT4G33410","SPPL1","SIGNAL PEPTIDE PEPTIDASE-LIKE 1","-","-"
"BraA04000500",-1.08404675803628,2.95901004035923,20.1197423752581,0.000164406516072686,0.000484055099697733,FALSE,"13.427745"," 6.330806","BraA04000500","AT3G55270","MKP1","mitogen-activated protein kinase phosphatase 1","-","-"
"BraA09003735",-1.62393693319645,3.94172988655623,20.11487019834,0.00016463044214922,0.00048462374404876,FALSE,"30.318843"," 9.822414","BraA09003735","AT1G30230","eEF-1Bb1","translation elongation factor EF1B/ribosomal protein S6 family protein","-","-"
"BraA05002612",-1.04020296329599,3.47463283100147,20.0976071103168,0.000165426534820808,0.0004868200586672,FALSE,"18.331792"," 8.898206","BraA05002612","AT3G21610","AT3G21610","Acid phosphatase/vanadium-dependent haloperoxidase-related protein","-","-"
"BraA02002113",-1.35328011036222,6.37407162174846,20.085385037668,0.000165992694815164,0.000488158659723228,FALSE,"165.45719"," 64.74440","BraA02002113","AT1G66580","SAG24","senescence associated gene 24","-","-"
"BraA10001288",-1.72827607180658,4.02508392428254,20.0788593008,0.000166295849017325,0.000488703633968016,FALSE,"33.779383","10.249724","BraA10001288","AT5G57340","AT5G57340","ras guanine nucleotide exchange factor Q-like protein","-","-"
"BraA06002823",-1.4131819548105,4.56692873030536,20.0752643041447,0.000166463112810482,0.000489012578506344,FALSE,"46.05386","17.28354","BraA06002823","AT3G48000","ALDH2B4","aldehyde dehydrogenase 2B4","-","-"
"BraA02000241",-3.41286265183737,4.46889606204657,20.0555173676961,0.000167385149542879,0.000491354392727513,FALSE,"53.454088"," 4.932341","BraA02000241","AT5G07100","WRKY26","WRKY DNA-binding protein 26","YES","-"
"BraA05003417",-2.06027148155101,2.55948309617226,20.0348928030858,0.000168354108762432,0.000493646362131273,FALSE,"10.434991"," 2.495519","BraA05003417","AT3G17420","GPK1","glyoxysomal protein kinase 1","-","-"
"BraA05004293",-1.46582389843835,3.03455250273557,20.0298511213816,0.000168591899502743,0.000494251536258741,FALSE,"13.095989"," 4.713891","BraA05004293","AT3G07130","PAP15","purple acid phosphatase 15","-","-"
"BraA08003447",-1.73008743899279,2.39532145784004,20.0070287852429,0.000169672900772483,0.000497050336526872,FALSE,"10.796039"," 3.234939","BraA08003447","AT1G14400","UBC1","ubiquitin carrier protein 1","-","YES"
"BraA03004866",-1.43914349082851,6.01782691254948,19.984503748514,0.000170747228420988,0.000500011418669089,FALSE,"124.31494"," 45.83113","BraA03004866","AT3G51710","AT3G51710","D-mannose binding lectin protein with Apple-like carbohydrate-binding domain-containing protein","-","-"
"BraA09005871",-1.70850055026187,4.44530687985652,19.9775010176994,0.000171082730772237,0.000500900703563058,FALSE,"47.32066","14.41471","BraA09005871","AT2G21500","AT2G21500","RING/U-box superfamily protein","-","-"
"BraA03002858",-1.12873260284983,5.05429712025407,19.9301281423114,0.000173371325997326,0.000507223916579538,FALSE,"39.42508","18.02867","BraA03002858","AT1G34120","IP5PI","inositol polyphosphate 5-phosphatase I","-","-"
"BraA06001262",-1.86432549139738,3.13072969859321,19.900808734305,0.000174804449564097,0.000510840541283629,FALSE,"17.972827"," 4.929334","BraA06001262","AT1G09140","SR30","SERINE-ARGININE PROTEIN 30","-","-"
"BraA03001284",-8.38649329989505,4.70911656956941,21.0227470892602,0.000174837093814023,0.000510840541283629,FALSE," 33.47172504","  0.07891354","BraA03001284","AT5G57760","AT5G57760","hypothetical protein","-","YES"
"BraA10000787",-1.46140372116454,2.73103294729638,19.8995321045277,0.00017486714335681,0.000510840541283629,FALSE,"10.720970"," 3.870817","BraA10000787","AT5G51830","AT5G51830","pfkB-like carbohydrate kinase family protein","-","-"
"BraA02002248",-1.12285615847583,5.50483155138214,19.8904025839802,0.000175316198036424,0.000511962329701913,FALSE,"64.20558","29.46437","BraA02002248","AT1G71950","AT1G71950","Proteinase inhibitor, propeptide","-","-"
"BraA09001132",-1.29748559716132,3.95416451063286,19.8774537620198,0.000175955269127802,0.000513542728735696,FALSE,"30.915579","12.583773","BraA09001132","AT2G16950","TRN1","transportin 1","-","-"
"BraA09003937",-1.11630928836358,3.48049271297312,19.8294762144155,0.000178345350415733,0.00051984366954512,FALSE,"17.517546"," 8.087485","BraA09003937","AT1G27840","ATCSA-1","Transducin/WD40 repeat-like superfamily protein","-","-"
"BraA06003514",-1.31172457711432,3.46076924890077,19.810447575533,0.00017930307034568,0.000522248395122319,FALSE,"21.871151"," 8.805367","BraA06003514","AT5G23340","AT5G23340","RNI-like superfamily protein","-","-"
"BraA08003146",-2.22824706749151,4.61915807767363,19.798837227755,0.000179890175810442,0.000523570888915746,FALSE,"30.852602"," 6.597632","BraA08003146","AT1G21230","WAK5","wall associated kinase 5","-","-"
"BraA05001510",-1.14797480330939,2.963422928633,19.748028936815,0.000182484172731477,0.000530091086057058,FALSE,"10.524377"," 4.752863","BraA05001510","AT2G30910","ARPC1A","actin-related protein C1A","-","-"
"BraA09000397",-2.16625462481475,5.54619567983639,19.746334264816,0.000182571392919631,0.000530198104161438,FALSE,"117.02989"," 26.11651","BraA09000397","AT3G29240","AT3G29240","PPR containing protein (DUF179)","-","-"
"BraA09004992",-1.15702886454933,5.88545940869601,19.7268274958733,0.000183578630514462,0.000532926529748733,FALSE,"100.76377"," 45.16770","BraA09004992","AT3G56310","AT3G56310","Melibiase family protein","-","-"
"BraA04002768",-1.2029026892316,3.03215838245963,19.7178779331653,0.000184042768385302,0.000534076912681536,FALSE,"13.639540"," 5.930798","BraA04002768","AT5G03495","AT5G03495","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA01002817",-1.03236423506377,3.16314256943285,19.7097488067011,0.000184465465416174,0.000534909068837615,FALSE,"14.029208"," 6.864705","BraA01002817","AT1G62430","CDS1","CDP-diacylglycerol synthase 1","-","YES"
"BraA08003354",-1.33225921702906,2.6705867063674,19.6914646610837,0.000185420071713118,0.000537182390716818,FALSE,"10.368311"," 4.114776","BraA08003354","AT1G17210","ILP1","IAP-like protein 1","-","-"
"BraA05000892",-2.39730193312971,3.10907071098278,19.6577832024516,0.000187192684449928,0.000542018552840667,FALSE,"13.130489"," 2.433415","BraA05000892","AT2G38290","AMT2","ammonium transporter 2","-","-"
"BraA10001114",-1.11977551806218,3.94197669468971,19.6496718924876,0.000187622325601597,0.000543162664147348,FALSE,"22.28379","10.24413","BraA10001114","AT4G39280","AT4G39280","phenylalanyl-tRNA synthetase, putative / phenylalanine-tRNA ligase","-","-"
"BraA07002098",-1.25606820469554,3.86077856896353,19.6381120985143,0.000188236484349808,0.0005448404309794,FALSE,"24.04857","10.05390","BraA07002098","AT3G57750","AT3G57750","Protein kinase superfamily protein","-","-"
"BraA06004925",-5.26732451367738,3.88020399803081,19.6267615635646,0.000188841657241762,0.000546391118563481,FALSE,"41.370042"," 1.031233","BraA06004925","AT5G42900","COR27","cold regulated protein 27","-","-"
"BraA08000830",-1.55499320488213,3.69977971297952,19.6219123818909,0.000189100845517913,0.000547040490434101,FALSE,"24.923349"," 8.494964","BraA08000830","AT4G12617","AT4G12617","B3 domain protein","-","-"
"BraA07001186",-5.04129532696206,4.59214241989342,19.6073114906065,0.000189883605045358,0.000549103057764824,FALSE,"76.3676880"," 2.2722526","BraA07001186","AT1G27300","AT1G27300","transmembrane protein","-","-"
"BraA08000651",-2.02139241728923,8.45628802417272,19.5971561790872,0.000190430116638753,0.000550481181982364,FALSE,"631.1765","155.4478","BraA08000651","AT4G13250","NYC1","NAD(P)-binding Rossmann-fold superfamily protein","-","YES"
"BraA09004858",-1.8064172522135,3.74891671238071,19.5851720372453,0.000191077252918264,0.000551946405016236,FALSE,"34.649049"," 9.938333","BraA09004858","AT3G54880","AT3G54880","zinc finger protein","-","-"
"BraA06000959",-2.01797644318462,4.62141275783043,19.5446842388583,0.0001932813529827,0.000557801337724185,FALSE,"65.75228","16.21041","BraA06000959","AT1G50640","ERF3","ethylene responsive element binding factor 3","YES","-"
"BraA02003349",-1.02707869292443,4.19749066008722,19.5292280511843,0.000194130059798397,0.000559942668357479,FALSE,"22.66827","11.12694","BraA02003349","AT2G01540","AT2G01540","Calcium-dependent lipid-binding (CaLB domain) family protein","-","-"
"BraA06000179",-1.19787929142958,8.12290978950076,19.5259138022317,0.000194312575015989,0.000560366421903932,FALSE,"415.5705","181.1498","BraA06000179","AT5G46030","AT5G46030","transcription elongation factor-like protein","-","-"
"BraA06003260",-1.19170902038432,4.00749251019925,19.5175019035296,0.000194776657110061,0.000561419792696675,FALSE,"30.998630","13.564714","BraA06003260","AT5G64900","PROPEP1","precursor of peptide 1","-","-"
"BraA06004076",-1.64655496906712,3.7941102499787,19.5121904092869,0.000195070312700727,0.000562139641506672,FALSE,"29.212827"," 9.317698","BraA06004076","AT3G30380","AT3G30380","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA08001010",-2.7370017524839,5.74125677387463,19.4900499936932,0.000196299592497074,0.000565164731279302,FALSE,"135.488317"," 20.311137","BraA08001010","AT5G40690","AT5G40690","histone-lysine N-methyltransferase trithorax-like protein","-","-"
"BraA08000116",-1.1357626187319,3.07095080950694,19.484271602977,0.00019662180736775,0.000565885399153114,FALSE,"12.740329"," 5.801776","BraA08000116","AT1G54150","SPL2","E3 Ubiquitin ligase family protein","-","-"
"BraA01003404",-1.19086051953175,3.14224591658229,19.4615767321885,0.000197892907522298,0.000569136138932609,FALSE,"14.338941"," 6.260714","BraA01003404","AT3G22250","AT3G22250","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA09006170",-1.27820226109511,4.56090502278749,19.4536304267646,0.000198340080278902,0.000570205089240166,FALSE,"41.71267","17.19977","BraA09006170","AT1G16180","AT1G16180","Serinc-domain containing serine and sphingolipid biosynthesis protein","-","-"
"BraA07003355",-1.75612370263998,2.48365754922062,19.437474790482,0.000199252625880034,0.000572619377643188,FALSE,"11.015600"," 3.268865","BraA07003355","AT1G70150","AT1G70150","zinc ion binding protein","-","-"
"BraA05003462",-1.15462195412016,3.74761558542485,19.4333128974748,0.000199488449352933,0.000573192441185682,FALSE,"24.270304","10.911234","BraA05003462","AT3G16785","PLDP1","phospholipase D P1","-","-"
"BraA06000621",-1.44753145874011,3.89157045690661,19.4115705419024,0.00020072538124056,0.000576220591049865,FALSE,"39.890892","14.627010","BraA06000621","AT1G65930","cICDH","cytosolic NADP -dependent isocitrate dehydrogenase","-","-"
"BraA09003183",-2.49898352126852,1.79400866740866,19.3883610503074,0.000202055007567624,0.000579614692749116,FALSE,"7.279519","1.262082","BraA09003183","AT1G11910","APA1","aspartic proteinase A1","-","-"
"BraA03003928",-1.1909267265765,3.82756186528478,19.3315208624938,0.000205351979031045,0.000588000754947907,FALSE,"23.444768","10.262780","BraA03003928","AT3G15070","AT3G15070","RING/U-box superfamily protein","-","-"
"BraA09004596",-1.22312381391574,4.299538931579,19.3272291290127,0.000205603287313905,0.000588399225876522,FALSE,"35.78576","15.31603","BraA09004596","AT3G51770","ETO1","tetratricopeptide repeat (TPR)-containing protein","-","YES"
"BraA09002147",-4.02148375428477,3.11433482474428,19.3099885837759,0.000206616213233169,0.000590760980252514,FALSE,"25.6944941"," 1.5481447","BraA09002147","AT5G44260","AT5G44260","Zinc finger C-x8-C-x5-C-x3-H type family protein","YES","-"
"BraA05000878",-5.0742278747368,1.73926300886886,19.3085995704633,0.000206698057678731,0.000590887654897064,FALSE," 8.9723767"," 0.2367406","BraA05000878","AT2G38400","AGT3","alanine:glyoxylate aminotransferase 3","-","YES"
"BraA05003096",-1.29373617215752,2.71343203875203,19.2946378365559,0.000207522686008537,0.000593029607439064,FALSE,"11.623376"," 4.757199","BraA05003096","AT3G19460","AT3G19460","Reticulon family protein","-","-"
"BraA10002378",-1.16224748585834,2.68962234039955,19.2465379833354,0.000210391194236743,0.000600572614669266,FALSE," 9.658963"," 4.318207","BraA10002378","AT5G12210","RGTB1","RAB geranylgeranyl transferase beta subunit 1","-","-"
"BraA02000132",-3.63876577095657,1.74702306572182,19.2414870747465,0.000210694910545643,0.000601330533452116,FALSE," 9.94424509"," 0.81255440","BraA02000132","AT5G04040","SDP1","Patatin-like phospholipase family protein","-","-"
"BraA06000794",-1.55661202292758,5.63542201702547,19.2332910616217,0.000211188762308115,0.000602521500585413,FALSE,"81.05999","27.52273","BraA06000794","AT1G53110","AT1G53110","proton pump-interactor","-","-"
"BraA03005248",-5.59943029455177,2.34770085075938,19.2210558087799,0.000211928347479791,0.000604412427855029,FALSE,"16.2995730"," 0.3233606","BraA03005248","AT4G20200","AT4G20200","Terpenoid cyclases/Protein prenyltransferases superfamily protein","-","-"
"BraA09002755",-4.01080797806894,3.00790012043675,19.1769736162308,0.00021461648033132,0.000611746360089638,FALSE,"14.1259567"," 0.8225569","BraA09002755","AT5G49690","AT5G49690","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA01004364",-1.42296798441421,4.31711646076732,19.1601255148589,0.000215653672779661,0.000614369015303504,FALSE,"39.22685","14.63722","BraA01004364","AT3G10250","AT3G10250","histidine-tRNA ligase","-","-"
"BraA08001668",-1.118893201684,3.17590459293488,19.1424727076119,0.000216746266782537,0.000616923370552826,FALSE,"15.937915"," 7.339319","BraA08001668","AT4G34680","GATA3","GATA transcription factor 3","YES","-"
"BraA01002343",-1.00122942222379,4.92283338505053,19.1417107152808,0.000216793564766068,0.000616946430919891,FALSE,"42.77732","21.35996","BraA01002343","AT4G14880","OASA1","O-acetylserine (thiol) lyase (OAS-TL) isoform A1","-","-"
"BraA02004355",-2.25573425487496,6.16566376947066,19.138979986236,0.000216963157526933,0.000617205873752743,FALSE,"180.20363"," 37.74190","BraA02004355","AT5G62680","GTR2","Major facilitator superfamily protein","-","-"
"BraA06004047",-1.72794122438232,5.09162694314693,19.1370416581265,0.00021708362571369,0.000617436983869439,FALSE,"57.16923","17.25198","BraA06004047","AT5G48020","AT5G48020","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","-","-"
"BraA02001432",-1.47503695790181,5.01065096092622,19.1295431797154,0.000217550347252462,0.000618540907831241,FALSE,"62.60661","22.50734","BraA02001432","AT5G55700","BAM4","beta-amylase 4","-","-"
"BraA09000276",-3.17571888131868,5.77444821465443,19.1153761454743,0.000218435121461303,0.000620496085869141,FALSE,"151.36033"," 16.73316","BraA09000276","AT4G03510","RMA1","RING membrane-anchor 1","-","-"
"BraA02000210",-4.93173503367699,1.84107545854461,19.0731720643249,0.000221094216652268,0.000626918207549395,FALSE," 7.5882409"," 0.2366937","BraA02000210","AT5G06230","TBL9","TRICHOME BIREFRINGENCE-LIKE 9","-","-"
