"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.P_Avg_CPM","phyB.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06001864",-1.52746631641285,7.27958121582431,21.8703621492698,0.000101868668503787,0.000310539056202791,FALSE,"177.54068"," 61.58562","BraA06001864","AT1G16880","ACR11","uridylyltransferase-like protein","-","-"
"BraA04000884",-1.27436699075146,4.0462747970374,21.8693092999537,0.000101897381685613,0.000310539056202791,FALSE,"18.173310"," 7.496551","BraA04000884","AT4G13800","AT4G13800","magnesium transporter NIPA (DUF803)","-","-"
"BraA10003036",-4.22514568460132,4.76422446668025,21.8680770565652,0.000101930998475136,0.000310567927990444,FALSE,"36.223926"," 1.906324","BraA10003036","AT5G03760","ATCSLA09","Nucleotide-diphospho-sugar transferases superfamily protein","-","-"
"BraA02002436",-1.88846186600771,4.54446882997102,21.833153818911,0.00010288877738952,0.000313243589189758,FALSE,"32.306650"," 8.667658","BraA02002436","AT1G74690","IQD31","IQ-domain 31","-","-"
"BraA10003111",-1.80385259491288,8.78829084950519,21.8252729179579,0.000103106265706065,0.000313845024601328,FALSE,"610.2601","174.7887","BraA10003111","AT5G02500","HSC70-1","heat shock cognate protein 70-1","-","YES"
"BraA07004079",-1.75298802216239,9.70955702255595,21.8094848846301,0.000103543473807338,0.000315053987575392,FALSE," 931.8014"," 276.4398","BraA07004079","AT1G79040","PSBR","photosystem II subunit R","-","-"
"BraA05003546",-1.00522591132041,3.99324025622251,21.7935378036051,0.000103987136544403,0.000316220542737423,FALSE,"19.01612"," 9.48069","BraA05003546","AT3G15640","AT3G15640","Rubredoxin-like superfamily protein","-","-"
"BraA06003080",-1.45407740993164,4.37815352861405,21.7869921496936,0.000104169841631972,0.000316531526503328,FALSE,"27.160074"," 9.907401","BraA06003080","AT5G63000","AT5G63000","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein","-","-"
"BraA04001434",-1.26120774241576,2.86452548191705,21.7857847632901,0.000104203580887973,0.000316572932479578,FALSE,"8.595270","3.584924","BraA04001434","AT5G37475","AT5G37475","Translation initiation factor eIF3 subunit","-","-"
"BraA01004770",-1.84288884734662,6.02468038787044,21.7716842559147,0.00010459848825239,0.000317650049217176,FALSE," 67.65156"," 18.85372","BraA01004770","AT3G01060","AT3G01060","lysine-tRNA ligase","-","-"
"BraSca000323",-1.15443441733509,4.94299534614019,21.7610728816269,0.000104896751521623,0.000318432954474511,FALSE,"30.21463","13.58170","BraSca000323","AT5G49990","AT5G49990","Xanthine/uracil permease family protein","-","-"
"BraA10002279",-1.26579143996882,5.39586576139624,21.7504352612226,0.00010519668234505,0.000319220316196469,FALSE,"58.34500","24.25649","BraA10002279","AT5G13720","AT5G13720","Uncharacterized protein family (UPF0114)","-","-"
"BraA01004407",-2.0147708062691,5.43567462220583,21.708137327662,0.000106398557570427,0.000322370220627242,FALSE,"58.15207","14.38298","BraA01004407","AT3G11250","AT3G11250","Ribosomal protein L10 family protein","-","-"
"BraA01002240",-1.47375678245822,6.47474247489252,21.7073172896623,0.000106422005813405,0.000322379209296188,FALSE,"106.89218"," 38.46744","BraA01002240","AT4G16155","AT4G16155","dihydrolipoamide dehydrogenase","-","-"
"BraA02002493",-3.13782058056815,4.55134449996687,21.7053459656767,0.000106478397062105,0.000322487968011841,FALSE,"34.521647"," 3.865226","BraA02002493","AT1G75680","GH9B7","glycosyl hydrolase 9B7","-","-"
"BraA01000023",-2.35907596899254,8.84192093908749,21.7032427861432,0.000106538596019634,0.000322608214957491,FALSE,"660.31974","128.62969","BraA01000023","AT4G38970","FBA2","fructose-bisphosphate aldolase 2","-","YES"
"BraA01003392",-1.05054284711084,3.59707636416176,21.7003011185297,0.000106622857061782,0.00032273918656778,FALSE,"13.951320"," 6.733268","BraA01003392","AT3G22425","IGPD","imidazoleglycerol-phosphate dehydratase","-","-"
"BraA01001637",-3.76759928532561,3.59042607475729,21.6790096711753,0.000107234896527085,0.000324466987953925,FALSE,"13.4901519"," 0.9670375","BraA01001637","AT4G24670","TAR2","tryptophan aminotransferase related 2","-","YES"
"BraA09004011",-1.12877042204558,3.36198932746301,21.6592432684718,0.000107806523169244,0.000325945961329984,FALSE,"10.445429"," 4.763245","BraA09004011","AT1G24610","AT1G24610","Rubisco methyltransferase family protein","-","-"
"BraA03003284",-3.62485446657409,4.12198556558303,21.6322756999393,0.000108591759457117,0.000328130983654257,FALSE,"22.280231"," 1.778869","BraA03003284","AT3G02250","AT3G02250","O-fucosyltransferase family protein","-","-"
"BraA07000369",-2.78113224965931,5.77589424361579,21.6161422003556,0.000109064507689731,0.000329496228605828,FALSE,"81.07295","11.73693","BraA07000369","AT2G17230","EXL5","EXORDIUM like 5","-","YES"
"BraA09001897",-1.73257852716917,8.45903230744098,21.6078525473541,0.000109308284630092,0.000330105986200624,FALSE,"429.59407","129.20680","BraA09001897","AT1G58290","HEMA1","Glutamyl-tRNA reductase family protein","-","-"
"BraA02000697",-1.91574854408946,5.26293014465844,21.606675167464,0.000109342956379307,0.000330147349589543,FALSE,"45.67278","12.06988","BraA02000697","AT5G16180","CRS1","maize chloroplast splicing factor-like protein","-","-"
"BraA04001428",-1.97093844294885,4.31329138358038,21.6038647245353,0.000109425767361729,0.000330270676562534,FALSE,"20.015268"," 5.075418","BraA04001428","AT5G42030","ABIL4","ABL interactor-like protein 4","-","-"
"BraA08003783",-1.27923165046263,6.95273394945867,21.5781419884414,0.000110186880635029,0.000332312991223482,FALSE,"146.23286"," 60.24825","BraA08003783","AT5G60390","AT5G60390","GTP binding Elongation factor Tu family protein","-","-"
"BraA03005407",-4.19915692626605,2.6240950605568,21.5515231065551,0.000110980584270871,0.000334450391809976,FALSE," 4.8132945"," 0.2402334","BraA03005407","AT4G11800","AT4G11800","Calcineurin-like metallo-phosphoesterase superfamily protein","-","-"
"BraA03002250",-2.03458658790333,4.00985229600942,21.5402215672989,0.000111319446850812,0.000335279007545307,FALSE,"18.500854"," 4.492710","BraA03002250","AT2G40280","AT2G40280","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA04001041",-1.38446754900935,8.42389214302686,21.5288278871515,0.000111662213057041,0.000336118422933223,FALSE,"357.8852","137.0736","BraA04001041","AT5G35970","AT5G35970","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA09002388",-1.60788169904448,6.69120838411096,21.5232725464036,0.000111829755991259,0.00033655838609989,FALSE,"133.78958"," 43.86149","BraA09002388","AT4G17520","AT4G17520","Hyaluronan / mRNA binding family","-","-"
"BraA09000894",-1.28237463838147,4.4007924624573,21.5198590100784,0.000111932840250134,0.000336804225872129,FALSE,"28.39098","11.65999","BraA09000894","AT5G64670","AT5G64670","Ribosomal protein L18e/L15 superfamily protein","-","-"
"BraA02000054",-3.85265555381609,3.10282000570561,21.5005159272533,0.000112518933687844,0.000338373713459432,FALSE," 3.8906428"," 0.2659200","BraA02000054","AT5G02260","EXPA9","expansin A9","-","-"
"BraA03004280",-2.25934416132516,3.31005524195715,21.4708990359545,0.000113422808621,0.000340587264985794,FALSE,"11.808280"," 2.468060","BraA03004280","AT4G15000","AT4G15000","Ribosomal L27e protein family","-","-"
"BraA03001135",-1.98971777158184,7.18656402437086,21.4602025726327,0.000113751193997895,0.000341362019738202,FALSE,"185.23109"," 46.61700","BraA03001135","AT5G60390","AT5G60390","GTP binding Elongation factor Tu family protein","-","-"
"BraA03002642",-3.42667660477857,7.98641169242688,21.4431458929409,0.000114276984282863,0.000342743851488618,FALSE,"389.70607"," 36.21118","BraA03002642","AT2G27710","AT2G27710","60S acidic ribosomal protein family","-","-"
"BraA08000511",-1.36218604838671,4.16424897645171,21.4365157754123,0.000114482078567238,0.000343228174599681,FALSE,"21.321379"," 8.287578","BraA08000511","AT1G47260","GAMMA CA2","gamma carbonic anhydrase 2","-","-"
"BraA03002236",-4.24858872587461,3.63989003104767,21.3927453594232,0.000115846160874302,0.000346789382305346,FALSE,"14.1801197"," 0.7340246","BraA03002236","AT2G40130","AT2G40130","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA09001939",-1.5406479125856,4.60413927834833,21.387010350501,0.000116026197076269,0.000347262282179212,FALSE,"29.62170","10.15511","BraA09001939","AT1G56720","AT1G56720","Protein kinase superfamily protein","-","-"
"BraA07001806",-1.23611818345861,5.11730384514305,21.3808369330097,0.000116220336615264,0.000347645020586139,FALSE,"37.38716","15.88395","BraA07001806","AT2G27230","LHW","transcription factor-like protein","-","YES"
"BraA03003016",-1.3787438671319,4.44913245656402,21.3705855249312,0.000116543501360922,0.000348413050602261,FALSE,"26.54816","10.19419","BraA03003016","AT4G03390","SRF3","STRUBBELIG-receptor family 3","-","YES"
"BraA09001671",-3.63726861002202,6.30814502052867,21.3531947320251,0.000117093968132523,0.000349859350494668,FALSE," 76.647328","  6.147350","BraA09001671","AT1G62540","FMO GS-OX2","flavin-monooxygenase glucosinolate S-oxygenase 2","-","-"
"BraA03000443",-1.9236312926158,4.87647380976556,21.3197090509853,0.000118161874769585,0.000352457910319002,FALSE,"30.703399"," 8.047337","BraA03000443","AT5G10240","ASN3","asparagine synthetase 3","-","-"
"BraA05000597",-2.61263458981134,4.10483043652804,21.3196050122975,0.000118165209196529,0.000352457910319002,FALSE,"24.751023"," 4.042376","BraA05000597","AT2G44640","AT2G44640","TRIGALACTOSYLDIACYLGLYCEROL-like protein","-","-"
"BraA08003472",-1.45522627686601,6.2761500202588,21.3180510533904,0.000118215025583357,0.000352533576034528,FALSE,"88.87815","32.39579","BraA08003472","AT3G04120","GAPC1","glyceraldehyde-3-phosphate dehydrogenase C subunit 1","-","YES"
"BraA03001752",-2.59657359659509,4.42362271697001,21.3174165925259,0.000118235371530259,0.000352533576034528,FALSE,"36.484244"," 5.989121","BraA03001752","AT2G31360","ADS2","16:0delta9 desaturase 2","-","-"
"BraA08000076",-4.89643791853134,2.77470298493465,21.3063783850612,0.000118589956756881,0.000353456905766578,FALSE,"9.7904097","0.3118331","BraA08000076","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA03005706",-2.65021208778543,6.04961997607861,21.2962742159748,0.000118915552879706,0.000354293167201697,FALSE,"85.74293","13.62610","BraA03005706","AT4G27090","AT4G27090","Ribosomal protein L14","-","-"
"BraA05001518",-1.32395008702644,5.29539198524563,21.2889944064229,0.000119150740377697,0.000354926694463466,FALSE,"42.09231","16.83637","BraA05001518","AT2G30620","AT2G30620","winged-helix DNA-binding transcription factor family protein","-","-"
"BraA01001608",-2.21395577314669,3.29707985551569,21.2748048111944,0.000119610618423579,0.000356094407790265,FALSE,"10.974764"," 2.371026","BraA01001608","AT4G24380","AT4G24380","dihydrofolate reductase","-","-"
"BraA09006668",-1.39783492714393,8.19366432207949,21.2524126770277,0.000120340273862464,0.000358198924091373,FALSE,"394.4247","149.6694","BraA09006668","AT5G60390","AT5G60390","GTP binding Elongation factor Tu family protein","-","-"
"BraA09000690",-2.49634278740173,5.2071093109328,21.2460957371599,0.000120546989161676,0.000358678565104875,FALSE,"50.354721"," 8.922149","BraA09000690","AT5G23740","RPS11-BETA","ribosomal protein S11-beta","-","-"
"BraA09003578",-1.30959172589739,7.58726057067687,21.2352155900607,0.000120903937912772,0.000359672648411837,FALSE,"277.3147","111.8782","BraA09003578","AT1G31812","ACBP6","acyl-CoA-binding protein 6","-","-"
"BraA01004591",-2.16538719450893,5.67145529894651,21.2337711996286,0.000120951411016105,0.000359691259978416,FALSE,"69.33497","15.45180","BraA01004591","AT4G34670","AT4G34670","Ribosomal protein S3Ae","-","-"
"BraA05000559",-1.3530144790346,5.76857719801924,21.205629752215,0.000121880404842768,0.000362235191130129,FALSE,"66.09900","25.84184","BraA05000559","AT2G44230","AT2G44230","hypothetical protein (DUF946)","-","-"
"BraA01000038",-2.31284775899148,7.2985203077229,21.1844817077673,0.000122583649242675,0.000364119010960502,FALSE,"273.72688"," 55.05406","BraA01000038","AT4G39260","CCR1","cold, circadian rhythm, and RNA binding 1","-","-"
"BraA05001338",-2.05938056547126,3.07827006966668,21.1800152601717,0.000122732738322891,0.000364493075698547,FALSE," 9.640233"," 2.319009","BraA05001338","AT2G32230","PRORP1","proteinaceous RNase P 1","-","-"
"BraA03004561",-2.00216258340834,4.75027656895741,21.1732563807108,0.000122958723959282,0.00036509532448955,FALSE,"23.400587"," 5.821296","BraA03004561","AT2G16070","PDV2","plastid division2","-","YES"
"BraSca000314",-1.81904370571045,4.31470301991181,21.150512103894,0.000123722521879931,0.000367017055105561,FALSE,"27.471627"," 7.755642","BraSca000314","AT5G50150","AT5G50150","NEP-interacting protein, putative (DUF239)","-","-"
"BraA01004391",-2.68275298585994,3.79582126963634,21.1356221355384,0.000124225354526895,0.000368369834260235,FALSE,"16.738101"," 2.577796","BraA01004391","AT3G09500","AT3G09500","Ribosomal L29 family protein","-","-"
"BraA02003806",-4.88617275108914,2.99598864361276,21.1316198800273,0.00012436088948884,0.000368563434485847,FALSE,"18.1263931"," 0.5924828","BraA02003806","AT3G29030","EXPA5","expansin A5","-","YES"
"BraA02001601",-1.45306576234892,4.08725432834599,21.1114923427191,0.000125044947423036,0.000370451246459362,FALSE,"23.388340"," 8.525835","BraA02001601","AT5G53370","PMEPCRF","pectin methylesterase PCR fragment F","-","-"
"BraA05000952",-1.8133165214229,7.05581243834127,21.1107289720353,0.000125070972001923,0.000370458618613148,FALSE,"159.24724"," 45.29323","BraA05000952","AT3G53740","AT3G53740","Ribosomal protein L36e family protein","-","-"
"BraA10002194",-1.28532950102102,4.81290168969197,21.095105522727,0.000125604899341241,0.000371830189135063,FALSE,"35.79015","14.64720","BraA10002194","AT5G15070","AT5G15070","Phosphoglycerate mutase-like family protein","-","-"
"BraA05000790",-1.78391058789648,8.77404454711545,21.0756829567036,0.00012627212458495,0.000373524382816597,FALSE," 499.0823"," 144.9328","BraA05000790","AT2G39730","RCA","rubisco activase","-","YES"
"BraA05003642",-1.38985176489045,6.18120786876523,21.0685810635221,0.000126517059587556,0.000374178601636252,FALSE,"84.23567","32.13987","BraA05003642","AT3G14790","RHM3","rhamnose biosynthesis 3","-","-"
"BraA04001598",-2.53963425922124,5.69585205471101,21.0646294454604,0.000126653569749237,0.000374358401435476,FALSE," 47.543632","  8.131840","BraA04001598","AT2G22240","MIPS2","myo-inositol-1-phosphate synthase 2","-","-"
"BraA06004457",-2.17292872441489,3.64771029731198,21.0463488655288,0.000127287170432716,0.000375961730645703,FALSE,"18.106944"," 3.991105","BraA06004457","AT2G02740","WHY3","ssDNA-binding transcriptional regulator","YES","-"
"BraA03006553",-7.10648566203176,4.51800705986273,21.0408895246406,0.000127477058733348,0.000376451952056827,FALSE,"19.2229190"," 0.1247332","BraA03006553","AT4G39940","AKN2","APS-kinase 2","-","-"
"BraA06003250",-2.89321501125563,6.34811538984623,21.0314433282636,0.000127806348114774,0.000377353577063692,FALSE,"102.01559"," 13.72890","BraA06003250","AT5G64770","RGF9","root meristem growth factor","-","-"
"BraA03002371",-1.48221129698396,8.79173097054038,20.9981219969998,0.000128975330448512,0.000380356939054583,FALSE,"513.3748","183.7375","BraA03002371","AT2G43030","AT2G43030","Ribosomal protein L3 family protein","-","-"
"BraA09006445",-2.79424191799521,4.18254285865278,20.9841593010662,0.000129468629023611,0.000381331628149634,FALSE,"22.981352"," 3.306221","BraA09006445","AT1G12110","NRT1.1","nitrate transporter 1.1","-","-"
"BraA06003145",-4.25586951387003,2.99318219912787,20.9806139674979,0.000129594211656236,0.000381630101303864,FALSE,"15.3725085"," 0.7868031","BraA06003145","AT5G63810","BGAL10","beta-galactosidase 10","-","-"
"BraA02001674",-1.21963739328216,4.41397401310911,20.9775047669285,0.000129704454806786,0.000381883299412423,FALSE,"21.378366"," 9.172970","BraA02001674","AT5G52420","AT5G52420","transmembrane protein","-","-"
"BraA10001993",-2.65499519581944,2.36719948458209,20.9621038419762,0.000130252034661138,0.000383208789825478,FALSE,"7.443478","1.155964","BraA10001993","AT5G17660","AT5G17660","tRNA (guanine-N-7) methyltransferase","-","-"
"BraA03000256",-3.85503532539622,2.53506793864536,20.9477117436788,0.000130766022150428,0.000384505359358814,FALSE," 4.3990992"," 0.3001810","BraA03000256","AT5G06270","AT5G06270","hypothetical protein","-","-"
"BraA01000844",-2.05387673523789,3.38815244444053,20.931808549202,0.000131336546170974,0.000385894574711803,FALSE,"14.871194"," 3.536110","BraA01000844","AT4G29870","AT4G29870","Oligosaccharyltransferase complex/magnesium transporter family protein","-","-"
"BraA10002723",-1.89990451532453,4.3783814278538,20.9272617867426,0.000131500158335749,0.00038630319003447,FALSE,"24.027262"," 6.442759","BraA10002723","AT4G34710","ADC2","arginine decarboxylase 2","-","YES"
"BraA03005552",-2.65722546067495,3.49126652497532,20.9035015406473,0.000132358773749891,0.000388607927405947,FALSE,"13.611989"," 2.138101","BraA03005552","AT3G62870","AT3G62870","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein","-","-"
"BraA03004707",-2.49558398860184,3.85941443741118,20.893561746695,0.00013271977435964,0.000389522515088707,FALSE,"13.665564"," 2.382817","BraA03004707","AT5G61270","PIF7","phytochrome-interacting factor7","YES","-"
"BraA04002089",-1.67811156105096,6.41585285961894,20.8657404527781,0.000133735922191589,0.000391920203927688,FALSE,"129.16922"," 40.36761","BraA04002089","AT5G59970","AT5G59970","Histone superfamily protein","-","-"
"BraA07003548",-3.44496904863175,4.41070629582292,20.8639158746747,0.000133802858731111,0.000391973128679461,FALSE,"64.498044"," 5.884458","BraA07003548","AT1G72450","JAZ6","jasmonate-zim-domain protein 6","-","YES"
"BraA10001557",-1.40406372129712,4.83287939735303,20.8627703588344,0.00013384490181329,0.000392020609330329,FALSE,"32.58158","12.31061","BraA10001557","AT5G60450","ARF4","auxin response factor 4","YES","YES"
"BraA09000385",-3.38118832068892,7.29465432051999,20.8573484016991,0.000134044095512372,0.000392312023682547,FALSE,"194.54061"," 18.64349","BraA09000385","AT3G28900","AT3G28900","Ribosomal protein L34e superfamily protein","-","-"
"BraA01001355",-5.69903149751747,7.71113833459204,20.8360934080358,0.000134828088316879,0.000394313286902207,FALSE,"198.70301","  3.84560","BraA01001355","AT4G21990","42463","APS reductase 3","-","-"
"BraA04002023",-3.67954122277595,5.79354842922203,20.8225800032267,0.000135329127967804,0.000395631588821182,FALSE,"82.910864"," 6.423506","BraA04002023","AT2G28000","CPN60A","chaperonin-60alpha","-","-"
"BraA09005852",-1.01061983204407,4.23468420930454,20.7937384621505,0.000136405289138091,0.000398629641855469,FALSE,"18.660831"," 9.255969","BraA09005852","AT2G21710","EMB2219","Mitochondrial transcription termination factor family protein","-","-"
"BraA10001394",-2.03156122587189,3.95844335158014,20.7924665139046,0.000136452963314699,0.000398694940147275,FALSE,"24.587475"," 5.983928","BraA10001394","AT5G58600","PMR5","Pmr5/Cas1p GDSL/SGNH-like acyl-esterase family protein (DUF828)","-","-"
"BraA07003905",-3.02085954150807,3.77443711834228,20.7867047030533,0.000136669150463926,0.000399106355859067,FALSE,"17.681681"," 2.165207","BraA07003905","AT1G76790","IGMT5","O-methyltransferase family protein","-","-"
"BraA07002254",-4.12366185040047,2.40739087146475,20.7866863812429,0.000136669838505741,0.000399106355859067,FALSE,"6.214112","0.337571","BraA07002254","AT4G00100","RPS13A","ribosomal protein S13A","-","YES"
"BraA07001579",-4.88093946811059,5.6098295713038,20.7691373386283,0.000137330596188507,0.000400812828482681,FALSE," 71.361550","  2.392895","BraA07001579","AT1G20190","EXPA11","expansin 11","-","YES"
"BraA02001700",-1.22122225248775,4.18047550875246,20.7650184441004,0.000137486184733097,0.000401192537578596,FALSE,"21.300667"," 9.135477","BraA02001700","AT5G51960","AT5G51960","complex 1 protein, LYR family protein","-","-"
"BraA06004733",-2.12520251976025,3.48529830823742,20.7616722679903,0.000137612725695843,0.000401487359120032,FALSE,"13.385903"," 3.050347","BraA06004733","AT5G45780","AT5G45780","Leucine-rich repeat protein kinase family protein","-","-"
"BraA10002102",-2.28316703492199,5.05228711076095,20.7584094490088,0.00013773623654141,0.00040162437257536,FALSE,"47.612829"," 9.757965","BraA10002102","AT5G16130","AT5G16130","Ribosomal protein S7e family protein","-","-"
"BraA08001816",-1.36057851840529,4.49958400654237,20.7493693573542,0.000138079071588243,0.000402325913883551,FALSE,"29.65553","11.54019","BraA08001816","AT4G32520","SHM3","serine hydroxymethyltransferase 3","-","-"
"BraA08001368",-1.027968406775,6.33742919536342,20.7408955764121,0.00013840127404344,0.00040319008947691,FALSE," 89.51062"," 43.88613","BraA08001368","AT4G18240","SS4","starch synthase 4","-","-"
"BraA02001839",-2.94842217261831,4.57911217049049,20.7288208876592,0.000138861811174337,0.000404157712256668,FALSE,"28.946511"," 3.760204","BraA02001839","AT5G49630","AAP6","amino acid permease 6","-","-"
"BraA03002292",-3.32661325207186,4.3622521511072,20.7092211050108,0.000139612918353162,0.000406118524279944,FALSE,"30.959383"," 3.090017","BraA03002292","AT2G27030","CAM5","calmodulin 5","-","-"
"BraA02003504",-1.36141887569691,3.54375451132652,20.6733501745048,0.000140999058535695,0.000409772005419469,FALSE,"14.985565"," 5.820348","BraA02003504","AT2G02790","IQD29","IQ-domain 29","-","-"
"BraA06003309",-1.67251210564868,4.44018228419387,20.6575323801678,0.00014161505302202,0.00041141028692628,FALSE,"34.05540","10.67200","BraA06003309","AT5G65310","HB5","homeobox protein 5","YES","YES"
"BraA03004522",-8.05679147010535,6.82801222348099,20.6421532628794,0.000142216775494513,0.000413082127013035,FALSE,"214.0317013","  0.8340996","BraA03004522","AT2G14580","PRB1","basic pathogenesis-related protein 1","-","-"
"BraA01003620",-1.88550020638975,4.9721374594119,20.6355234685673,0.000142477031000839,0.000413761709954467,FALSE,"35.881288"," 9.663134","BraA01003620","AT3G19380","PUB25","plant U-box 25","-","-"
"BraA05003638",-2.95955552951881,5.55190871115729,20.6222985220123,0.000142997733023225,0.000415197254710488,FALSE,"41.135091"," 5.345232","BraA05003638","AT3G14840","AT3G14840","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraA06000996",-1.58547558794316,6.89202105188069,20.618077968143,0.000143164343704295,0.00041560434708698,FALSE,"176.05197"," 58.62875","BraA06000996","AT4G14960","TUA6","Tubulin/FtsZ family protein","-","-"
"BraA08003278",-2.83869232263445,2.91901424855424,20.610962826198,0.000143445700113657,0.000416267573707404,FALSE,"12.663677"," 1.736846","BraA08003278","AT1G18640","PSP","3-phosphoserine phosphatase","-","-"
"BraA07002502",-4.54084298340815,3.18081411115682,20.5959744085634,0.000144040364827484,0.000417839171099263,FALSE," 6.9337518"," 0.2806498","BraA07002502","AT1G78320","GSTU23","glutathione S-transferase TAU 23","-","-"
"BraA09000711",-3.35475812962918,3.8982438367774,20.5951294371074,0.000144073968891902,0.000417859640751528,FALSE,"20.013500"," 1.930405","BraA09000711","AT5G23310","FSD3","Fe superoxide dismutase 3","-","-"
"BraA01000798",-2.63667362528807,3.28151074436305,20.5874264903378,0.000144380705040902,0.00041851791847952,FALSE,"15.419094"," 2.454128","BraA01000798","AT4G30410","AT4G30410","sequence-specific DNA binding transcription factor","-","-"
"BraA01000756",-1.19553283933334,5.537836134273,20.5831733979876,0.00014455037058262,0.000418855455259655,FALSE,"46.95882","20.50900","BraA01000756","AT4G30810","scpl29","serine carboxypeptidase-like 29","-","-"
"BraA05001129",-5.75241251308764,3.26263351183231,20.5793749560697,0.000144702082684977,0.000419217887255944,FALSE,"22.3722109"," 0.3811164","BraA05001129","AT2G34930","AT2G34930","disease resistance family protein / LRR family protein","-","-"
"BraA02003360",-1.78053524029414,5.70532760993647,20.5651203136343,0.000145272970505499,0.000420716937581703,FALSE,"75.15119","21.81711","BraA02003360","AT2G01670","NUDT17","nudix hydrolase homolog 17","-","-"
"BraA04002105",-3.62851151553841,3.78093643202374,20.5398589723238,0.000146290704003703,0.00042343061438365,FALSE,"21.389718"," 1.694603","BraA04002105","AT2G28950","EXPA6","expansin A6","-","YES"
"BraA10001705",-2.87890564294284,3.47068282186028,20.5384100043236,0.000146349315338857,0.000423479165604831,FALSE,"15.035469"," 2.001042","BraA10001705","AT5G21060","AT5G21060","Glyceraldehyde-3-phosphate dehydrogenase-like family protein","-","-"
"BraA07003290",-1.02101182614943,4.58245514984205,20.5354028480927,0.000146471037657549,0.000423670680393748,FALSE,"31.48522","15.47884","BraA07003290","AT1G69510","AT1G69510","cAMP-regulated phosphoprotein 19-related protein","-","-"
"BraA09000470",-1.82361002379723,3.54654913295913,20.5351491573467,0.000146481311480481,0.000423670680393748,FALSE,"14.846964"," 4.155699","BraA09000470","AT5G49230","HRB1","Drought-responsive family protein","-","-"
"BraA01004327",-1.27814802293834,6.02011572418984,20.5091805367945,0.000147537138188774,0.00042648935814349,FALSE,"106.87388"," 44.05391","BraA01004327","AT3G10720","AT3G10720","Plant invertase/pectin methylesterase inhibitor superfamily","-","-"
"BraA06001481",-1.26007514750692,4.03999109504011,20.505252993313,0.000147697543847534,0.000426796280550796,FALSE,"22.146633"," 9.210704","BraA06001481","AT1G11440","AT1G11440","hypothetical protein","-","-"
"BraA07000418",-1.66159000820747,4.01219705879918,20.4762317029415,0.000148888713298833,0.000429922646729708,FALSE,"16.250195"," 5.107311","BraA07000418","AT2G16900","AT2G16900","phospholipase-like protein (PEARLI 4) family protein","-","-"
"BraA01004752",-2.72350367553543,3.34467865160139,20.4733185158819,0.000149008860826891,0.000430190658366702,FALSE,"13.380798"," 1.991403","BraA01004752","AT3G02250","AT3G02250","O-fucosyltransferase family protein","-","-"
"BraA02000896",-1.88605983707618,5.82321865207823,20.4597292885994,0.000149570713533941,0.000431417084666343,FALSE,"62.65230","16.86929","BraA02000896","AT5G19390","AT5G19390","Rho GTPase activation protein (RhoGAP) with PH domain-containing protein","-","-"
"BraA10002143",-1.97085377402864,2.97042637459943,20.45272492478,0.000149861213037048,0.000431902311030068,FALSE," 8.115925"," 2.049693","BraA10002143","AT5G15740","AT5G15740","O-fucosyltransferase family protein","-","-"
"BraA02001001",-2.72591558328905,2.98486487405939,20.4523654454353,0.000149876138681463,0.000431902311030068,FALSE,"12.483511"," 1.843874","BraA02001001","AT5G20935","CRR42","DUF3148 family protein","-","-"
"BraA09006623",-1.21027773521745,8.4233522274455,20.4373841657995,0.000150499606232024,0.000433619586690839,FALSE,"382.0246","165.1063","BraA09006623","AT1G08830","CSD1","copper/zinc superoxide dismutase 1","-","-"
"BraA04002128",-2.07804259527283,2.40477943075227,20.4307920978496,0.000150774839220166,0.000434319508978032,FALSE," 5.912151"," 1.387926","BraA04002128","AT2G29260","AT2G29260","NAD(P)-binding Rossmann-fold superfamily protein","-","-"
"BraA01004373",-1.55862579206211,7.69416255198907,20.4177514757244,0.000151320929758481,0.000435507667653775,FALSE,"273.56853"," 92.80961","BraA01004373","AT3G10050","OMR1","L-O-methylthreonine resistant 1","-","-"
"BraA06003173",-1.1189636655367,7.16579199320789,20.4168263035959,0.00015135975413606,0.000435539767843067,FALSE,"167.02168"," 76.89297","BraA06003173","AT5G64050","ERS","glutamate tRNA synthetase","-","-"
"BraA05000795",-2.41426544555126,3.53283901823388,20.4132078193644,0.000151511706230186,0.000435817663754226,FALSE," 9.163835"," 1.682647","BraA05000795","AT2G39700","EXPA4","expansin A4","-","YES"
"BraA09006582",-2.16110884928948,4.25368403633478,20.3958072979633,0.000152244736080737,0.00043752640969706,FALSE,"26.879546"," 6.000952","BraA09006582","AT1G09690","AT1G09690","Translation protein SH3-like family protein","-","-"
