"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.D_Avg_CPM","WT.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06003955",2.28694708120075,4.87994111240507,20.1889701157414,0.000161260392454234,0.000424454611576863,FALSE," 9.293138","45.024137","BraA06003955","AT5G49100","AT5G49100","vitellogenin-like protein","-","-"
"BraA10002251",1.14270709721081,3.36270895449448,20.1759250590304,0.000161848186457255,0.000425930522460658,FALSE," 4.682611","10.306722","BraA10002251","AT5G14100","ABCI11","non-intrinsic ABC protein 14","-","-"
"BraA05003024",1.84247243979228,5.7695179134317,20.1683127941256,0.000162192263703108,0.00042676466577849,FALSE,"12.18922","43.18668","BraA05003024","AT1G78500","AT1G78500","Terpenoid cyclases family protein","-","-"
"BraA05001295",1.73742184213535,3.02292733802248,20.1596867341485,0.000162583128273964,0.000427721617755672,FALSE," 2.249919"," 7.305301","BraA05001295","AT2G44820","AT2G44820","axoneme-associated protein MST101(2) protein","-","-"
"BraA02002864",1.57547656139546,8.14453474317108,20.1525681798567,0.000162906457497223,0.000428371471470126,FALSE,"139.9744","417.4112","BraA02002864","AT1G64940","CYP89A6","cytochrome P450, family 87, subfamily A, polypeptide 6","-","-"
"BraA02000720",1.07228655575413,5.45557054110422,20.1024112730321,0.00016520456905473,0.000433820473293535,FALSE,"22.41099","47.05081","BraA02000720","AT5G16620","TIC40","hydroxyproline-rich glycoprotein family protein","-","YES"
"BraA08001559",1.72833061052246,4.55468571982988,20.0940704766843,0.000165590144810718,0.000434615454280591,FALSE," 6.903213","22.559465","BraA08001559","AT4G20960","PyrD","Cytidine/deoxycytidylate deaminase family protein","-","-"
"BraA01000278",3.51225169781555,2.86208052029753,20.0888715544208,0.000165830974892372,0.000435174982461811,FALSE," 1.616561","17.422918","BraA01000278","AT4G36010","AT4G36010","Pathogenesis-related thaumatin superfamily protein","-","-"
"BraA09005512",1.14133486230105,5.33631085444993,20.0853092071289,0.00016599621407631,0.000435535990925342,FALSE,"19.51167","43.03361","BraA09005512","AT4G27830","BGLU10","beta glucosidase 10","-","-"
"BraA01003478",1.66897627163828,3.80772691508415,20.0802478574842,0.000166231292903395,0.000436080091716572,FALSE," 7.247602","22.484383","BraA01003478","AT3G21190","MSR1","O-fucosyltransferase family protein","-","-"
"BraA06001444",1.32495146350649,4.11911866039906,20.0619530659165,0.000167084040056141,0.000438171074722368,FALSE," 7.459053","18.387562","BraA06001444","AT1G10950","TMN1","transmembrane nine 1","-","-"
"BraA03002213",1.00049720048461,6.57581913475589,20.0313993679518,0.000168518837602072,0.000441565923731749,FALSE," 54.00422","107.91872","BraA03002213","AT2G39770","CYT1","Glucose-1-phosphate adenylyltransferase family protein","-","YES"
"BraA07004147",3.33462793305474,2.53386698449794,20.0239244119088,0.000168871900533528,0.000442339541305483,FALSE," 0.4024437"," 3.6101757","BraA07004147","AT1G80710","DRS1","DROUGHT SENSITIVE 1","-","-"
"BraA10002161",2.2226824923164,4.50199053912796,20.0233642912298,0.000168898389024521,0.000442339541305483,FALSE," 8.532580","40.050817","BraA10002161","AT5G15490","UGD3","UDP-glucose 6-dehydrogenase family protein","-","-"
"BraA05003566",1.48296549438165,3.41428880487276,20.01708716844,0.000169195548264924,0.000442970380853277,FALSE," 4.457082","12.389991","BraA05003566","AT3G15480","AT3G15480","fiber (DUF1218)","-","-"
"BraA07001252",2.63534145759421,5.20429693509503,19.967837796266,0.000171546877662759,0.00044860406286955,FALSE," 6.459842","41.099606","BraA07001252","AT1G25550","AT1G25550","myb-like transcription factor family protein","YES","-"
"BraA03001249",1.68991913092384,4.62064199142554,19.9623556854704,0.000171810805900205,0.000449070422595354,FALSE," 7.456432","23.752048","BraA03001249","AT5G58320","NET4A","Kinase interacting (KIP1-like) family protein","-","-"
"BraA01004131",2.63144975612544,3.6105726420661,19.947996575277,0.000172504203509224,0.000450733094826559,FALSE," 2.2990002","12.9877195","BraA01004131","AT3G13520","AGP12","arabinogalactan protein 12","-","-"
"BraA02004484",1.61024720866241,6.68860100837047,19.9467387073687,0.000172565090691193,0.000450817348959234,FALSE," 42.68482","129.94873","BraA02004484","AT5G65310","HB5","homeobox protein 5","YES","YES"
"BraA03002395",1.81745743164885,3.56259834043474,19.9074537806992,0.000174478514337052,0.000455438112050612,FALSE," 4.588323","15.904073","BraA03002395","AT2G43360","BIO2","Radical SAM superfamily protein","-","YES"
"BraA02003838",1.22650316470511,3.66318380929639,19.8799428172307,0.000175832228502608,0.000458667430664741,FALSE," 4.589506","10.660866","BraA02003838","AT3G29635","AT3G29635","HXXXD-type acyl-transferase family protein","-","-"
"BraA03001255",3.01334474556239,3.80019570699525,19.8691319535462,0.000176367319824644,0.000459910804181561,FALSE," 2.330001","17.942622","BraA03001255","AT5G58250","EMB3143","YCF54","-","-"
"BraA02003146",2.74168389091175,5.94669912447162,19.8173240389164,0.000178956329840734,0.000465732176945401,FALSE,"  3.392519"," 22.124686","BraA02003146","AT5G46600","AT5G46600","aluminum activated malate transporter family protein","-","-"
"BraA03001401",1.35346309650755,3.16332810344884,19.7992489730511,0.000179869319124511,0.000467648345394748,FALSE," 5.313443","13.404944","BraA03001401","AT5G55530","AT5G55530","Calcium-dependent lipid-binding (CaLB domain) family protein","-","-"
"BraA09003874",1.41361517316725,4.8003338816022,19.7921894467278,0.000180227279709785,0.000468424270579923,FALSE,"10.276272","27.077983","BraA09003874","AT1G28440","HSL1","HAESA-like 1","-","-"
"BraA04001837",1.16887738308861,7.980747160206,19.7670343301677,0.000181509119810562,0.000471288938604132,FALSE,"128.8902","289.4891","BraA04001837","AT2G24790","COL3","CONSTANS-like 3","YES","-"
"BraA09000409",1.11954068193475,2.72166636438944,19.7264016168173,0.000183600688324236,0.00047624832469075,FALSE,"3.621974","7.874395","BraA09000409","AT3G29760","AT3G29760","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein","-","-"
"BraA08002100",1.86039486273847,4.17221078203813,19.7237600674679,0.00018373756819381,0.000476478585871824,FALSE," 5.407480","19.444297","BraA08002100","AT4G28590","MRL7","polyadenylate-binding protein 2-binding protein","-","-"
"BraA04002290",2.2825062335018,3.03208752646261,19.6936986895859,0.0001853031460618,0.00048003152057484,FALSE," 1.7328156"," 8.0953574","BraA04002290","AT2G31230","ERF15","ethylene-responsive element binding factor 15","YES","-"
"BraA09001736",1.83397227481226,4.26351106986129,19.6858079565688,0.000185716494630747,0.000480864883284744,FALSE," 6.683181","23.889112","BraA09001736","AT1G61260","AT1G61260","cotton fiber (DUF761)","-","-"
"BraA06000227",1.20736682148988,4.62754747324377,19.6818983588901,0.00018592166728473,0.000481242077763786,FALSE,"13.03602","29.98532","BraA06000227","AT5G45470","AT5G45470","transmembrane protein, putative (DUF594)","-","-"
"BraA01002247",2.34066715936476,4.08323835269583,19.6818668633483,0.000185923321148766,0.000481242077763786,FALSE," 2.895057","14.325183","BraA01002247","AT4G16141","AT4G16141","GATA type zinc finger transcription factor family protein","YES","-"
"BraA08000367",5.52744905185696,2.27179368839012,19.6136999683756,0.000189540682692178,0.000489638986636285,FALSE,"0.23260743","8.18504238","BraA08000367","AT1G49380","AT1G49380","cytochrome c biogenesis protein family","-","YES"
"BraA09001053",2.96249072462794,6.2323930796253,19.5867394117005,0.000190992479630104,0.000492980105767976,FALSE,"  9.038572"," 69.339068","BraA09001053","AT2G10940","AT2G10940","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA02003513",1.8200919025442,3.60769025675945,19.586194245555,0.000191021960932585,0.000492980105767976,FALSE," 3.978031","13.622106","BraA02003513","AT2G02950","PKS1","phytochrome kinase substrate 1","-","-"
"BraA05000448",2.13116355047995,5.75046804361598,19.5439092803189,0.000193323809929862,0.000498511921411539,FALSE,"13.74650","59.57067","BraA05000448","AT5G19090","AT5G19090","Heavy metal transport/detoxification superfamily protein","-","-"
"BraA06001623",1.62745465620397,3.79484392732276,19.4956010779362,0.000195990594466448,0.000504809680396317,FALSE," 4.457863","13.401173","BraA06001623","AT1G14350","FLP","Duplicated homeodomain-like superfamily protein","YES","YES"
"BraA08001994",3.31252389876956,3.04322284205091,19.4943686053376,0.000196059153572146,0.000504903644834028,FALSE," 0.8082021"," 7.5177605","BraA08001994","AT4G29410","AT4G29410","Ribosomal L28e protein family","-","-"
"BraA06003270",1.07368953507514,3.30250869471921,19.4639340764106,0.000197760461001539,0.000508951873146537,FALSE," 6.224082","12.993547","BraA06003270","AT5G64970","AT5G64970","Mitochondrial substrate carrier family protein","-","-"
"BraA06003774",3.19578347107441,5.19880953661698,19.4591646314327,0.000198028530570224,0.000509558455317201,FALSE," 2.511650","22.763758","BraA06003774","AT5G26340","MSS1","Major facilitator superfamily protein","-","-"
"BraA08001816",1.14595753551621,4.49958400654237,19.4557450779599,0.000198220972355228,0.000509941574709052,FALSE,"10.40107","22.95343","BraA08001816","AT4G32520","SHM3","serine hydroxymethyltransferase 3","-","-"
"BraA05003255",1.09036723738049,3.16258237465575,19.4398866813106,0.000199116101029367,0.000512022125502735,FALSE," 4.968119","10.558585","BraA05003255","AT3G18850","LPAT5","lysophosphatidyl acyltransferase 5","-","-"
"BraA10002119",1.11082890195041,4.6879425990599,19.4063149431314,0.000201025627046747,0.000516646590318698,FALSE,"12.82819","27.59689","BraA10002119","AT1G72550","AT1G72550","tRNA synthetase beta subunit family protein","-","-"
"BraA09000655",1.84145299826341,5.05094268726858,19.4059627207313,0.000201045766563026,0.000516646590318698,FALSE," 9.444347","33.850467","BraA09000655","AT5G24470","PRR5","two-component response regulator-like protein","-","YES"
"BraA02000705",1.30758964019072,4.93500971414672,19.3989370670758,0.000201447941880905,0.000517426665340314,FALSE,"11.42029","27.95425","BraA02000705","AT5G16390","CAC1","chloroplastic acetylcoenzyme A carboxylase 1","-","YES"
"BraA10003073",1.30511122058558,4.14649082197597,19.3813918506619,0.000202456130572336,0.000519592286843074,FALSE," 6.638375","16.340829","BraA10003073","AT5G03160","P58IPK","DnaJ P58IPK-like protein","-","-"
"BraA06002036",1.0312854842676,3.6480350056778,19.3671495913231,0.000203278566849701,0.000521548848012686,FALSE," 9.615118","19.603812","BraA06002036","AT1G18610","AT1G18610","Galactose oxidase/kelch repeat superfamily protein","-","-"
"BraA09001724",1.04851307924749,7.44135738081775,19.3315401554434,0.000205350850062163,0.000526420583058378,FALSE,"100.6281","208.1025","BraA09001724","AT1G61660","AT1G61660","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA06000596",1.04811906310045,3.48556327821696,19.3238255543185,0.000205802826521993,0.000527493321845982,FALSE," 7.202127","14.819905","BraA06000596","AT3G43600","AAO2","aldehyde oxidase 2","-","-"
"BraA10001770",1.71176577363466,6.79963483975335,19.3195510739111,0.000206053722732861,0.00052796444665721,FALSE," 32.56582","106.46925","BraA10001770","AT5G59240","AT5G59240","Ribosomal protein S8e family protein","-","-"
"BraA05003352",1.47591959080823,6.5116993169368,19.2934304222983,0.000207594168306112,0.00053121967308376,FALSE," 37.64828","104.33610","BraA05003352","AT3G18050","AT3G18050","GPI-anchored protein","-","-"
"BraA09004889",3.53508454906902,2.6745015903523,19.2350602166357,0.000211082055006766,0.000539706229013402,FALSE," 0.9951699","10.4720843","BraA09004889","AT3G55110","ABCG18","ABC-2 type transporter family protein","-","-"
"BraA04001059",1.90558662074361,3.19124943642441,19.2141838571687,0.00021234497417906,0.00054258277493156,FALSE," 2.660469"," 9.732730","BraA04001059","AT5G36740","AT5G36740","Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein","-","-"
"BraA05000125",1.38478419455172,6.18993024610587,19.2030090448813,0.000213024377920444,0.000544230434745623,FALSE," 27.23258"," 70.99601","BraA05000125","AT2G47470","UNE5","thioredoxin family protein","-","-"
"BraA07000261",1.42251418505417,3.26807789473617,19.2011581766631,0.00021313713507273,0.000544430137300352,FALSE," 6.034927","16.343349","BraA07000261","AT2G18160","bZIP2","basic leucine-zipper 2","YES","-"
"BraA09001155",1.16247216683075,4.17815335506851,19.1931086817968,0.000213628277174783,0.000545507638340538,FALSE," 7.274068","16.064719","BraA09001155","AT2G17480","MLO8","Seven transmembrane MLO family protein","-","-"
"BraA10000026",1.05710183263322,3.15884239062311,19.169658395162,0.000215066146235199,0.000548823142305777,FALSE," 4.376876"," 9.141509","BraA10000026","AT1G01740","BSK4","kinase with tetratricopeptide repeat domain-containing protein","-","YES"
"BraA06002969",1.26966910334736,4.01446781427148,19.1663287185063,0.00021527116103641,0.00054925726612305,FALSE,"11.20674","26.81935","BraA06002969","AT5G62130","AT5G62130","Per1-like family protein","-","-"
"BraA05000348",2.96794448758099,2.48852055110536,19.158454554075,0.000215756836783385,0.000550291395891511,FALSE,"0.6107942","4.5082432","BraA05000348","AT2G41950","AT2G41950","DNA-directed RNA polymerase subunit beta","-","-"
"BraA09005113",1.16037806234596,5.41889403601682,19.1514239814643,0.000216191489180352,0.000551069480113157,FALSE,"18.96987","42.33106","BraA09005113","AT3G57630","AT3G57630","exostosin family protein","-","-"
"BraA01002311",1.42641207356542,4.98770646021325,19.134275557113,0.000217255666700611,0.000553154997390428,FALSE,"19.19619","51.75230","BraA01002311","AT4G15280","UGT71B5","UDP-glucosyl transferase 71B5","-","-"
"BraA01003655",2.50526677887418,4.31170070326094,19.132752155885,0.000217350479917502,0.000553306898576981,FALSE," 4.196985","23.410140","BraA01003655","AT4G12730","FLA2","FASCICLIN-like arabinogalactan 2","-","-"
"BraA07001579",3.78178093892408,5.6098295713038,19.1293509536731,0.000217562326183398,0.000553667100101324,FALSE,"  8.391988","110.195550","BraA07001579","AT1G20190","EXPA11","expansin 11","-","YES"
"BraA01003438",2.45421649827737,3.87823253241272,19.1019149181384,0.000219279449940102,0.000557766409511507,FALSE," 3.866923","21.585634","BraA01003438","AT3G21690","AT3G21690","MATE efflux family protein","-","-"
"BraA10002334",2.39189500158427,4.47599104498267,19.058436375746,0.000222030939666801,0.000564127036376989,FALSE," 5.697604","29.016568","BraA10002334","AT5G13000","GSL12","glucan synthase-like 12","-","-"
"BraA06003480",1.18328986996029,3.77213298524014,19.0522701861184,0.000222424196746227,0.000564943820685107,FALSE," 6.810620","15.349996","BraA06003480","AT2G17450","RHA3A","RING-H2 finger A3A","-","-"
"BraA03003284",2.86218428651649,4.12198556558303,19.0154720797847,0.00022478688382919,0.000570025060652722,FALSE," 3.141891","20.984909","BraA03003284","AT3G02250","AT3G02250","O-fucosyltransferase family protein","-","-"
"BraA08003627",1.56655335525845,7.39338410070565,18.9827949128505,0.000226907917005471,0.00057466301104845,FALSE," 39.76305","117.62496","BraA08003627","AT1G10760","SEX1","Pyruvate phosphate dikinase, PEP/pyruvate binding domain-containing protein","-","YES"
"BraA10001509",2.11911911954587,4.81339659759204,18.9634517648858,0.000228173725457463,0.00057749709578718,FALSE," 5.459217","23.367850","BraA10001509","AT5G59850","AT5G59850","Ribosomal protein S8 family protein","-","-"
"BraA01000395",1.32475690814054,4.66347553052273,18.9545435043527,0.000228759264987572,0.000578699908534939,FALSE,"13.54021","33.66021","BraA01000395","AT4G34620","SSR16","small subunit ribosomal protein 16","-","-"
"BraA07000756",1.74659656874527,4.85053686827009,18.9399503444529,0.000229722014182231,0.000580855341884066,FALSE," 8.757830","29.155899","BraA07000756","AT3G24830","AT3G24830","Ribosomal protein L13 family protein","-","-"
"BraA04002668",1.49333526846958,5.67011723670506,18.9306802928813,0.00023033587670793,0.000582247348380003,FALSE,"25.06469","70.43948","BraA04002668","AT2G36895","AT2G36895","D-tagatose-1,6-bisphosphate aldolase subunit","-","-"
"BraA06000820",1.81894275817478,5.54536844383911,18.9305197911028,0.000230346520861644,0.000582247348380003,FALSE,"15.71642","55.27677","BraA06000820","AT1G52770","AT1G52770","Phototropic-responsive NPH3 family protein","-","YES"
"BraA05000379",2.08930359423359,4.06975619173322,18.9270435839795,0.000230577187474886,0.000582736822552136,FALSE," 3.959132","16.551670","BraA05000379","AT2G42380","BZIP34","Basic-leucine zipper (bZIP) transcription factor family protein","YES","-"
"BraA07002418",1.81567692351617,3.97742184768485,18.9024343713412,0.000232217369006728,0.000586599484539544,FALSE," 3.741038","12.675366","BraA07002418","AT1G80530","AT1G80530","Major facilitator superfamily protein","-","-"
"BraA08003615",1.00275086598128,5.14872289437293,18.887762267363,0.000233201298446972,0.000588895946984652,FALSE,"22.78386","45.63511","BraA08003615","AT1G11090","AT1G11090","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA06001423",1.35331303623608,2.95418368651742,18.8582016298779,0.000235197498081055,0.000593365702804265,FALSE," 4.120860","10.599772","BraA06001423","AT1G10660","AT1G10660","transmembrane protein","-","-"
"BraA05004435",4.09942784189767,2.23537466986619,18.8311835842864,0.000237038295100238,0.000597722326958946,FALSE,"0.452291","7.084193","BraA05004435","AT3G05470","AT3G05470","Actin-binding FH2 (formin homology 2) family protein","-","-"
"BraA06001611",2.77365339269814,3.99852194547081,18.8266155347024,0.000237351074921565,0.000598319333642767,FALSE," 4.706707","33.015849","BraA06001611","AT1G14250","AT1G14250","GDA1/CD39 nucleoside phosphatase family protein","-","-"
"BraA03002109",3.83986988235873,2.78005222028922,18.8185518392783,0.000237904304146123,0.000599576309971059,FALSE," 0.4359100"," 6.0398261","BraA03002109","AT2G38310","PYL4","PYR1-like 4","-","YES"
"BraA03002214",1.17159731686842,3.80832923231083,18.8182375108175,0.000237925897844932,0.000599576309971059,FALSE,"10.65638","23.83531","BraA03002214","AT2G39800","P5CS1","delta1-pyrroline-5-carboxylate synthase 1","-","-"
"BraA04000048",7.82506154344141,2.57812011188443,20.7433596472288,0.000238523423916094,0.000600793517753132,FALSE," 0.000000"," 2.740824","BraA04000048","AT3G62930","AT3G62930","Thioredoxin superfamily protein","-","-"
"BraA09004733",2.75211223612495,8.03291834189799,18.8061234210863,0.000238759739796683,0.000601292528703968,FALSE," 29.50886","197.99225","BraA09004733","AT3G53460","CP29","chloroplast RNA-binding protein 29","-","-"
"BraA03003383",1.7389876275454,3.13620915648662,18.7975138137727,0.000239354295689162,0.000602693427315215,FALSE," 3.799870","12.497357","BraA03003383","AT3G04810","NEK2","NIMA-related kinase 2","-","YES"
"BraA04000526",1.13100920028214,3.54627027374541,18.790461985667,0.000239842477707263,0.000603729505695238,FALSE," 6.557979","14.327912","BraA04000526","AT1G52150","ATHB-15","Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein","YES","YES"
"BraA03005035",1.35063253919213,7.08079523599195,18.7618547628613,0.000241834049967049,0.000608256303368705,FALSE," 43.56026","111.01888","BraA03005035","AT4G16660","AT4G16660","heat shock protein 70 (Hsp 70) family protein","-","-"
"BraA06000969",1.0700063493186,3.130811811654,18.7347175997518,0.000243739947070626,0.000612658378615723,FALSE," 5.106560","10.719184","BraA06000969","AT1G02020","AT1G02020","nitroreductase family protein","-","-"
"BraA09005151",1.01868896926755,7.5201275648535,18.7168927121071,0.000245000728920308,0.000615367116619699,FALSE,"119.1014","241.2176","BraA09005151","AT3G57990","AT3G57990","hypothetical protein","-","-"
"BraSca000396",2.67801046528031,3.33654032763265,18.6603581360191,0.000249046757828665,0.00062460101469458,FALSE," 1.565634"," 9.803531","BraSca000396","AT1G43790","TED6","tracheary element differentiation-related 6","-","-"
"BraA03004426",1.66533475592878,3.74913710218243,18.6372767237426,0.000250719518724678,0.000628395736421407,FALSE," 6.593550","21.032421","BraA03004426","AT2G04400","AT2G04400","Aldolase-type TIM barrel family protein","-","YES"
"BraA10000754",1.25553952370144,6.14254446130042,18.6052133217323,0.000253063577506004,0.000633766222743757,FALSE," 24.73186"," 59.00477","BraA10000754","AT5G51440","AT5G51440","HSP20-like chaperones superfamily protein","-","-"
"BraA06002661",1.2253562188743,6.50902910381668,18.5685880983712,0.000255770401768792,0.000639730831692482,FALSE," 36.54802"," 85.08511","BraA06002661","AT3G46550","SOS5","Fasciclin-like arabinogalactan family protein","-","-"
"BraA03002940",1.01249018130496,3.0341114004956,18.5570825648919,0.000256627230952097,0.000641669994469581,FALSE," 5.600749","11.249401","BraA03002940","AT4G12130","AT4G12130","Glycine cleavage T-protein family","-","-"
"BraA10000893",1.51603196596772,4.37253725225051,18.5557193516296,0.000256728957993124,0.000641822394982811,FALSE," 9.751268","27.844550","BraA10000893","AT5G53050","AT5G53050","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA08001474",1.4303588418183,3.21325817332852,18.5191536057908,0.000259474070122031,0.000647759217084976,FALSE," 4.012125","10.528027","BraA08001474","AT4G20270","BAM3","Leucine-rich receptor-like protein kinase family protein","-","YES"
"BraA09000031",1.45980431827783,3.16628587951601,18.4566088855985,0.000264243964336195,0.000658622327577468,FALSE," 4.050601","11.021760","BraA09000031","AT4G00310","EDA8","Putative membrane lipoprotein","-","YES"
"BraA03003482",1.55744074178308,4.84506202361938,18.4362312103524,0.000265818617595014,0.000662127716560455,FALSE," 8.320289","24.568683","BraA03003482","AT3G06450","AT3G06450","HCO3- transporter family","-","-"
"BraA02000697",1.51386961515189,5.26293014465844,18.4299672467546,0.000266304708591696,0.000663233562220457,FALSE,"17.08257","48.40823","BraA02000697","AT5G16180","CRS1","maize chloroplast splicing factor-like protein","-","-"
"BraA09002531",1.36124687216543,2.70356530783706,18.4279605049888,0.00026646063897469,0.000663411967330215,FALSE,"2.620675","6.717297","BraA09002531","AT2G03480","QUL2","QUASIMODO2 LIKE 2","-","-"
"BraA08002597",1.98048090357878,4.09116266274035,18.4194039169272,0.000267126631500709,0.000664717054539654,FALSE," 6.994718","27.569562","BraA08002597","AT1G12480","OZS1","C4-dicarboxylate transporter/malic acid transport protein","-","-"
"BraA05000811",1.27491011381709,2.98992452275416,18.4072742608669,0.00026807384074684,0.000666690196453668,FALSE,"3.945377","9.389723","BraA05000811","AT2G39440","AT2G39440","ribonuclease H2 subunit C-like protein","-","-"
"BraA02000140",1.18423865958614,4.72952984014627,18.3917514390682,0.000269291367625923,0.000669400841192677,FALSE,"12.98951","29.62997","BraA02000140","AT5G04130","GYRB2","DNA GYRASE B2","-","-"
"BraA09004013",1.21225802050812,6.23785740394874,18.3548893713359,0.000272206850693083,0.000676007546530314,FALSE,"40.23675","92.84505","BraA09004013","AT1G24764","MAP70-2","microtubule-associated proteins 70-2","-","-"
"BraA03004840",1.56007057883079,2.82280390410826,18.3447283739719,0.000273016537289826,0.000677804463240042,FALSE,"2.605990","7.591491","BraA03004840","AT3G51150","AT3G51150","ATP binding microtubule motor family protein","-","-"
"BraA05002326",1.74362994207897,8.21386109112056,18.3408830236783,0.000273323641283828,0.000678459882322575,FALSE,"136.7539","457.4919","BraA05002326","AT1G32900","GBSS1","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA10000619",1.4616061341124,3.44269222629021,18.3298961896047,0.000274203167507041,0.000680535770507857,FALSE," 5.586110","15.044019","BraA10000619","AT1G07570","APK1A","Protein kinase superfamily protein","-","-"
"BraA07003349",1.42590632317595,5.18273332758828,18.3271046591974,0.000274427128341232,0.000680984234603657,FALSE,"14.98059","40.20771","BraA07003349","AT1G70090","LGT8","glucosyl transferase family 8","-","-"
"BraA06003643",1.04736943671149,4.71517745224752,18.2704171501887,0.000279018500771064,0.000692159369919078,FALSE,"15.23192","31.47260","BraA06003643","AT5G24650","AT5G24650","Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein","-","-"
"BraA04000783",2.62265066436081,4.46077615167409,18.2683374232768,0.000279188531732473,0.000692472027965509,FALSE," 3.594413","21.599723","BraA04000783","AT3G51870","AT3G51870","Mitochondrial substrate carrier family protein","-","-"
"BraA02001209",1.50543404838883,4.34911678564714,18.2179586803923,0.000283342015495173,0.00070188909724489,FALSE," 9.590391","27.333760","BraA02001209","AT5G59050","AT5G59050","G patch domain protein","-","-"
"BraA10002162",1.32350613528774,3.47740642890833,18.1500295807251,0.000289049440596213,0.000713892702806276,FALSE," 6.360627","15.988097","BraA10002162","AT5G15470","GAUT14","galacturonosyltransferase 14","-","-"
"BraA03002951",3.55662011797845,3.03771485577114,18.1414666793513,0.000289777747659086,0.000715579188602763,FALSE," 0.7164562"," 8.2519427","BraA03002951","AT4G12420","SKU5","Cupredoxin superfamily protein","-","-"
"BraA03005959",1.89784517562795,3.46843004874954,18.1170678781417,0.00029186395065411,0.000720194391074649,FALSE," 5.634239","20.935944","BraA03005959","AT4G30440","GAE1","UDP-D-glucuronate 4-epimerase 1","-","-"
"BraA10001616",1.64736991475151,8.79714390618918,18.1169335931465,0.00029187547780592,0.000720194391074649,FALSE,"148.6982","465.3749","BraA10001616","AT5G22640","emb1211","MORN (Membrane Occupation and Recognition Nexus) repeat-containing protein","-","-"
"BraA04002392",1.80440946356644,5.1806506666082,18.1129213698627,0.000292220119906264,0.000720876225458114,FALSE,"11.377088","39.233138","BraA04002392","AT2G32690","GRP23","glycine-rich protein 23","-","-"
"BraA09000762",1.22036503794507,7.94858680338182,18.1022590037549,0.000293138153948727,0.000722970000494039,FALSE," 96.15720","224.14915","BraA09000762","AT5G61790","CNX1","calnexin 1","-","YES"
"BraA03003374",1.07379429127647,5.27766055736457,18.0981052269468,0.000293496646373161,0.000723627383131822,FALSE,"19.86089","41.69655","BraA03003374","AT3G04650","AT3G04650","FAD/NAD(P)-binding oxidoreductase family protein","-","-"
"BraA01004407",1.58171240986287,5.43567462220583,18.0614399706107,0.000296681855930046,0.000730908187875869,FALSE,"13.60934","40.63623","BraA01004407","AT3G11250","AT3G11250","Ribosomal protein L10 family protein","-","-"
"BraA06002317",1.40576969339737,5.12954793825623,18.0431718355881,0.000298282906385292,0.00073427790843048,FALSE,"14.62545","38.64502","BraA06002317","AT1G21460","SWEET1","Nodulin MtN3 family protein","-","-"
"BraA08003519",1.07879443984918,5.66861463497781,17.9915111777223,0.000302861736200038,0.000744269122215238,FALSE,"20.18506","42.53515","BraA08003519","AT1G12500","AT1G12500","Nucleotide-sugar transporter family protein","-","-"
"BraA03002141",1.33558823750118,3.45248418756353,17.9768864899826,0.000304171838666351,0.000747138692354613,FALSE," 4.996230","12.719131","BraA03002141","AT2G38670","PECT1","phosphorylethanolamine cytidylyltransferase 1","-","-"
"BraA06002385",3.80284565471222,4.40845104694435,18.5548546109628,0.000304938597052552,0.000748671582843107,FALSE," 2.837046","40.738667","BraA06002385","AT3G49570","LSU3","response to low sulfur 3","-","-"
"BraA01002096",1.47837409088029,3.87041012377143,17.9105818725407,0.000310189507663008,0.000760732759522554,FALSE," 5.087015","14.141571","BraA01002096","AT4G17430","AT4G17430","O-fucosyltransferase family protein","-","-"
"BraA04002023",2.85288236991956,5.79354842922203,17.8878579588077,0.000312281646161156,0.000765259654263024,FALSE," 9.936191","70.646169","BraA04002023","AT2G28000","CPN60A","chaperonin-60alpha","-","-"
"BraA07001246",1.02862795364244,8.16197986629063,17.8521753161907,0.000315597974497803,0.000772552429019505,FALSE,"155.9638","317.9582","BraA07001246","AT1G25440","BBX15","B-box type zinc finger protein with CCT domain-containing protein","YES","-"
"BraA05001304",1.36433196252136,2.79006674019247,17.8505245734086,0.000315752320151264,0.000772810063626326,FALSE," 2.494965"," 6.381378","BraA05001304","AT2G32920","PDIL2-3","PDI-like 2-3","-","-"
"BraA08003240",1.15188087286227,3.47001522090191,17.8436106536974,0.000316399671404111,0.000774033389477885,FALSE," 5.305223","11.891674","BraA08003240","AT1G19270","DA1","DA1","-","YES"
"BraA10002590",2.08636203575357,3.56571835862187,17.827603042824,0.000317904026128669,0.000777230408708488,FALSE," 4.654021","19.863861","BraA10002590","AT5G05280","AT5G05280","RING/U-box superfamily protein","-","-"
