"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.P_Avg_CPM","WT.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06003027",1.51588005815416,5.3481285297296,23.3904581066423,6.83042684750984e-05,0.000191164506720848,FALSE,"24.95947","71.23633","BraA06003027","AT5G62530","ALDH12A1","aldehyde dehydrogenase 12A1","-","-"
"BraA02000996",1.19668252914269,3.50894291240207,23.3670669166849,6.87183917021651e-05,0.000192152688824317,FALSE," 6.991655","16.131904","BraA02000996","AT5G20900","JAZ12","jasmonate-zim-domain protein 12","-","YES"
"BraA05002265",1.39859180396152,2.93839155010892,23.3653118256372,6.8749574306384e-05,0.000192205737048399,FALSE," 5.454574","14.498238","BraA05002265","AT1G34190","NAC017","NAC domain containing protein 17","YES","-"
"BraA09000303",1.55325298383066,3.97078555356473,23.3597125708113,6.88491589567837e-05,0.000192449966609799,FALSE," 9.480789","27.999530","BraA09000303","AT3G26600","ARO4","armadillo repeat only 4","-","-"
"BraA02000016",1.46070558716565,4.88148959894833,23.355528847533,6.89236703970278e-05,0.00019262403623033,FALSE,"14.32130","39.57673","BraA02000016","AT5G01820","SR1","serine/threonine protein kinase 1","-","-"
"BraA03004814",3.54661417460899,3.19617225982391,23.3371009527285,6.92529147475164e-05,0.000193478047116231,FALSE," 2.409893","29.112556","BraA03004814","AT3G50830","COR413-PM2","cold-regulated 413-plasma membrane 2","-","-"
"BraA05003809",2.09188566450949,2.46260087234307,23.3370497408901,6.9253832112633e-05,0.000193478047116231,FALSE," 2.952452","12.348055","BraA05003809","AT3G13190","AT3G13190","WEB family protein (DUF827)","-","-"
"BraA02003976",1.1042017865678,4.24321102149599,23.330730462651,6.93671318570847e-05,0.000193657086809243,FALSE,"15.83524","34.16062","BraA02003976","AT5G49610","AT5G49610","F-box family protein","-","-"
"BraA09005443",1.4402861658526,3.67402876843626,23.3174536321064,6.96058329980454e-05,0.000194220140292366,FALSE," 9.243290","24.814815","BraA09005443","AT3G61960","AT3G61960","Protein kinase superfamily protein","-","-"
"BraA09004066",1.85193146790794,5.2500457462965,23.315747187503,6.96365775739565e-05,0.000194271487241063,FALSE," 28.370003","102.221312","BraA09004066","AT1G25560","TEM1","AP2/B3 transcription factor family protein","YES","YES"
"BraA09004596",1.17237167233858,4.299538931579,23.3108897588931,6.97241735832758e-05,0.000194481391494021,FALSE,"14.00396","31.60529","BraA09004596","AT3G51770","ETO1","tetratricopeptide repeat (TPR)-containing protein","-","YES"
"BraA05002269",2.71386703387444,4.74521950214426,23.3043478596817,6.98423359574345e-05,0.000194741960667851,FALSE,"10.292267","67.794264","BraA05002269","AT1G34180","NAC016","NAC domain containing protein 16","YES","-"
"BraA05003117",1.33189882691068,4.01994266899449,23.2858668944317,7.01773258850042e-05,0.000195537916066529,FALSE,"10.97637","27.52186","BraA05003117","AT3G19260","LOH2","LAG1 homologue 2","-","-"
"BraA09003749",4.30496408355979,2.79550570241297,23.2774544082549,7.03303913727903e-05,0.000195929267293402,FALSE," 1.351890","25.494305","BraA09003749","AT1G30040","GA2OX2","gibberellin 2-oxidase","-","YES"
"BraA03002526",1.70017627055607,2.78084578257508,23.1932090191086,7.18834428206189e-05,0.000199884549828226,FALSE," 3.874879","12.888613","BraA03002526","AT2G46000","AT2G46000","LDL receptor wingless signaling/trafficking chaperone","-","-"
"BraA08003937",8.7776503269005,1.865732657061,26.0022753051325,7.21408677228466e-05,0.000200440822234352,FALSE," 0.02867315","18.89669787","BraA08003937","AT1G04500","AT1G04500","CCT motif family protein","-","-"
"BraA10002378",1.11484864810522,2.68962234039955,23.1664035854198,7.2385395898936e-05,0.000200942880326147,FALSE," 4.754762","10.184023","BraA10002378","AT5G12210","RGTB1","RAB geranylgeranyl transferase beta subunit 1","-","-"
"BraA09002150",3.12713588334897,2.66470220990384,23.1324065658611,7.30275132821977e-05,0.000202582491903735,FALSE," 1.750383","15.737146","BraA09002150","AT5G44290","AT5G44290","Protein kinase superfamily protein","-","-"
"BraA02000827",1.24136003292492,2.5161302665381,23.1107098360304,7.34405494631457e-05,0.000203584756701288,FALSE,"4.113243","9.748887","BraA02000827","AT5G18110","NCBP","Putative cap-binding protein","-","-"
"BraA05000855",1.24271678088971,4.29539523688308,23.0755350797879,7.4115577879284e-05,0.000205203024770436,FALSE,"13.76784","32.71029","BraA05000855","AT2G38610","AT2G38610","RNA-binding KH domain-containing protein","-","-"
"BraA09000652",1.21945028851426,4.35546276460958,23.0575550261556,7.44632341514807e-05,0.00020605683993395,FALSE,"12.93408","30.22168","BraA09000652","AT5G24590","TIP","TCV-interacting protein","YES","-"
"BraA04001626",2.10441429538091,1.95055566416544,23.0414191063655,7.47767447729498e-05,0.000206888022978771,FALSE," 1.842165"," 7.926387","BraA04001626","AT1G18580","GAUT11","galacturonosyltransferase 11","-","-"
"BraA02004301",1.12051978076775,5.1991651403112,23.0252116800207,7.5093091844085e-05,0.000207726760215448,FALSE,"24.04737","52.26884","BraA02004301","AT5G61960","ML1","MEI2-like protein 1","-","-"
"BraA01000833",1.39577440207967,5.64548225462861,23.0233132833129,7.51302412045416e-05,0.00020779300589694,FALSE,"27.21986","71.68813","BraA01000833","AT4G29950","AT4G29950","Ypt/Rab-GAP domain of gyp1p superfamily protein","-","-"
"BraA07003776",3.89307962689047,3.08414858908853,23.0175846136388,7.52424657787965e-05,0.000208066832634971,FALSE," 1.211780","18.593775","BraA07003776","AT1G75450","CKX5","cytokinin oxidase 5","-","YES"
"BraA10001334",2.48465178090527,4.79007778682282,22.9842854778035,7.58984196806125e-05,0.00020973334371012,FALSE," 8.495685","48.520374","BraA10001334","AT5G57900","SKIP1","SKP1 interacting partner 1","-","-"
"BraA09002682",1.76402068726279,5.41753056571051,22.9703299070829,7.61751771230995e-05,0.000210387311443689,FALSE,"27.08909","91.95543","BraA09002682","AT4G11600","GPX6","glutathione peroxidase 6","-","-"
"BraA08002303",1.14869118405111,4.85470839588171,22.9539455140665,7.65015042587243e-05,0.000211103379563871,FALSE,"22.77710","50.41997","BraA08002303","AT4G35600","CST","Protein kinase superfamily protein","-","-"
"BraA10001311",1.83060353224195,3.12703469859794,22.9487960260666,7.66043804449598e-05,0.000211313170032188,FALSE," 6.093195","21.675186","BraA10001311","AT1G48450","AT1G48450","alanine-tRNA ligase, putative (DUF760)","-","-"
"BraA06001277",1.28349418859284,2.53854102332931,22.9421095098744,7.67381881130226e-05,0.000211645186770453,FALSE," 4.065119"," 9.771065","BraA06001277","AT1G09320","AT1G09320","agenet domain-containing protein","-","-"
"BraA10000036",1.40388928091784,3.01812759863986,22.9381038032451,7.68184704450371e-05,0.000211792384796792,FALSE," 5.372954","14.227826","BraA10000036","AT1G01650","SPPL4","SIGNAL PEPTIDE PEPTIDASE-LIKE 4","-","-"
"BraA01000229",1.015586393973,8.20864310199915,22.928528486132,7.70107496364152e-05,0.000212248152561228,FALSE,"295.8376","598.1886","BraA01000229","AT3G50690","AT3G50690","Leucine-rich repeat (LRR) family protein","-","-"
"BraA10000019",1.086930027251,5.22388069264636,22.9273962771128,7.70335198185231e-05,0.000212273739836056,FALSE,"23.81038","50.83816","BraA10000019","AT1G01830","AT1G01830","ARM repeat superfamily protein","-","-"
"BraA10001688",1.76451485137267,5.07424901478422,22.9190807229331,7.72009811055999e-05,0.000212623524514811,FALSE," 22.953961"," 77.725909","BraA10001688","AT5G21170","AKINBETA1","5'-AMP-activated protein kinase beta-2 subunit protein","-","-"
"BraA06004249",1.83918646610268,4.03409738921631,22.9088419200493,7.74077180267929e-05,0.000213155612621015,FALSE," 9.526881","34.390797","BraA06004249","AT3G27330","AT3G27330","zinc finger (C3HC4-type RING finger) family protein","-","-"
"BraA01004086",1.05754133810327,4.31774297709351,22.8898377867332,7.77930396231038e-05,0.00021417919252539,FALSE,"16.83010","34.83806","BraA01004086","AT3G13940","AT3G13940","DNA binding / DNA-directed RNA polymerase","-","-"
"BraA07000757",1.20115020726739,3.39555028674265,22.8839237335618,7.79133766837563e-05,0.0002144699139167,FALSE," 7.508637","17.337841","BraA07000757","AT3G24820","AT3G24820","BSD domain-containing protein","-","-"
"BraA03000487",2.33463002396731,5.29112928584892,22.880347243844,7.79862481569892e-05,0.000214561011360079,FALSE,"15.00058","76.12309","BraA03000487","AT5G11090","AT5G11090","serine-rich protein-like protein","-","-"
"BraA02001226",2.03183318055923,5.36821160477302,22.874092521283,7.81138674133741e-05,0.000214874567124521,FALSE," 27.480157","111.546959","BraA02001226","AT5G59010","BSK5","kinase with tetratricopeptide repeat domain-containing protein","-","YES"
"BraA09001309",1.39633771206644,3.2253478863547,22.7828908375695,8.00007746938863e-05,0.000219642803712153,FALSE," 5.471087","14.479664","BraA09001309","AT2G20320","AT2G20320","DENN (AEX-3) domain-containing protein","-","-"
"BraA04000431",2.55116358953055,2.10423700665889,22.7704160524284,8.02627053711302e-05,0.000220285088498969,FALSE,"1.508624","9.100137","BraA04000431","AT3G56190","ALPHA-SNAP2","alpha-soluble NSF attachment protein 2","-","-"
"BraA08002138",1.13950818483281,4.60117757299513,22.7593671195348,8.0495477512751e-05,0.000220808437792036,FALSE,"16.44008","36.35569","BraA08002138","AT4G27960","UBC9","ubiquitin conjugating enzyme 9","-","-"
"BraA05000697",1.5322742729808,5.36267476603704,22.7558539816219,8.05696440657636e-05,0.000220973374733424,FALSE,"21.80587","63.37217","BraA05000697","AT2G45820","AT2G45820","Remorin family protein","-","-"
"BraA06000706",2.05310042686666,2.49502015387981,22.7533804454831,8.06219080100428e-05,0.000221039685085886,FALSE," 2.816397","11.734617","BraA06000706","AT1G54210","ATG12A","Ubiquitin-like superfamily protein","-","-"
"BraA05002690",1.15028566368343,2.94810806425582,22.7259256968251,8.12044910588488e-05,0.000222520663173099,FALSE," 5.961554","13.127034","BraA05002690","AT3G20890","AT3G20890","RNA-binding (RRM/RBD/RNP motifs) family protein","-","-"
"BraA02000813",5.96534419038623,1.22502693241319,31.2332218777266,8.24097247241681e-05,0.000225626903315082,FALSE," 0.2143455","11.2191262","BraA02000813","AT5G18000","VDD","VERDANDI","YES","-"
"BraA03000089",1.55183393158751,4.46747126814721,22.6655796120053,8.25011944084641e-05,0.000225798782818506,FALSE,"17.29282","51.05792","BraA03000089","AT5G03330","AT5G03330","Cysteine proteinases superfamily protein","-","-"
"BraA03000504",1.13622339759788,3.4237010155859,22.6403618503262,8.30497320607223e-05,0.000227142099502306,FALSE," 8.440217","18.479532","BraA03000504","AT5G11530","EMF1","embryonic flower 1 (EMF1)","-","YES"
"BraA07001137",5.81675936485763,2.03718901104182,22.636607748221,8.31317304349831e-05,0.000227264854345846,FALSE," 0.2702983","17.5013897","BraA07001137","AT1G28130","GH3.17","Auxin-responsive GH3 family protein","-","YES"
"BraA06003210",1.03693607319383,3.60202738441333,22.6039729075665,8.38482768828425e-05,0.000229007787287167,FALSE," 9.341957","19.159099","BraA06003210","AT4G33580","BCA5","beta carbonic anhydrase 5","-","-"
"BraA06004761",1.31459898990074,4.74488998732869,22.5961619865671,8.4020772793125e-05,0.000229417665624642,FALSE,"16.08189","40.07828","BraA06004761","AT5G42250","AT5G42250","Zinc-binding alcohol dehydrogenase family protein","-","-"
"BraA01002184",4.42722072167384,4.90238634552855,22.5910285533859,8.41343496057387e-05,0.000229629731713946,FALSE,"  5.173599","108.765628","BraA01002184","AT4G16563","AT4G16563","Eukaryotic aspartyl protease family protein","-","-"
"BraA06004018",4.82295879901105,1.64382636199436,22.5894965278571,8.41682779314964e-05,0.000229682506005852,FALSE," 0.4139056","11.8655926","BraA06004018","AT5G48410","GLR1.3","glutamate receptor 1.3","-","-"
"BraA02000075",1.79532130927647,2.74587529244547,22.5619800847921,8.47802021105464e-05,0.00023115198011779,FALSE," 3.915592","13.776714","BraA02000075","AT5G02880","UPL4","ubiquitin-protein ligase 4","-","-"
"BraA01004672",2.71542086972069,2.15757377441951,22.5386683524536,8.53024107331193e-05,0.000232495228560917,FALSE,"1.271630","8.829038","BraA01004672","AT3G03440","AT3G03440","ARM repeat superfamily protein","-","-"
"BraA08003855",1.0602661374585,4.01303284644758,22.5047340319629,8.60688468920963e-05,0.000234219164951866,FALSE,"12.533619","26.003215","BraA08003855","AT1G06220","MEE5","Ribosomal protein S5/Elongation factor G/III/V family protein","-","-"
"BraA03003877",1.0281830175259,3.92457851440058,22.5033866066379,8.60994340332719e-05,0.000234221412320031,FALSE,"10.64386","21.74117","BraA03003877","AT3G14080","LSM1B","Small nuclear ribonucleoprotein family protein","-","-"
"BraA03000381",1.26300335687773,6.40337072505474,22.4840913366069,8.65387457452185e-05,0.000235253861490456,FALSE," 84.92320","203.92046","BraA03000381","AT5G08520","AT5G08520","Duplicated homeodomain-like superfamily protein","YES","-"
"BraA02000788",1.01452620557289,3.27582972657765,22.4759588492232,8.67246355288226e-05,0.000235677790611821,FALSE," 6.399042","12.946797","BraA02000788","AT5G17610","AT5G17610","hypothetical protein","-","-"
"BraA02001089",1.47359955883427,3.36038620357866,22.4732109189614,8.67875450691817e-05,0.000235767338520697,FALSE," 5.869397","16.446230","BraA02001089","AT5G22860","AT5G22860","Serine carboxypeptidase S28 family protein","-","-"
"BraA06004445",1.04387203431548,3.53014266693842,22.471089277886,8.68361506942273e-05,0.000235858673326512,FALSE," 8.561257","17.514772","BraA06004445","AT1G06220","MEE5","Ribosomal protein S5/Elongation factor G/III/V family protein","-","-"
"BraA08001195",1.6000298292359,3.60364307670932,22.4510687410821,8.72962723439946e-05,0.000236925954071233,FALSE," 4.830848","14.814799","BraA08001195","AT4G15430","AT4G15430","ERD (early-responsive to dehydration stress) family protein","-","-"
"BraA01004164",1.00285421369876,5.45461392308548,22.4429900735146,8.74826913043061e-05,0.000237323431386265,FALSE,"31.17806","62.50484","BraA01004164","AT3G13060","ECT5","evolutionarily conserved C-terminal region 5","-","-"
"BraA10000034",1.43858667143978,3.66978922755964,22.4424117551778,8.74960528802094e-05,0.000237323431386265,FALSE," 8.219707","22.205704","BraA10000034","AT1G01670","AT1G01670","RING/U-box superfamily protein","-","-"
"BraA04002975",1.13146701914171,4.88160338928222,22.4336072336032,8.76997488651564e-05,0.000237769123404938,FALSE,"19.61739","43.17712","BraA04002975","AT2G41220","GLU2","glutamate synthase 2","-","-"
"BraA02002625",1.18758964593956,2.88457524937274,22.4277718192534,8.78350378935369e-05,0.000238078783613616,FALSE," 5.949795","13.477087","BraA02002625","AT1G77600","AT1G77600","ARM repeat superfamily protein","-","-"
"BraA01003712",1.13327249518842,7.89155576105996,22.3998677359077,8.84851188311963e-05,0.000239717000069368,FALSE,"168.9962","370.7633","BraA01003712","AT3G18780","ACT2","actin 2","-","-"
"BraA07003280",2.29246578035911,4.88985387321667,22.3922918486385,8.86625170354872e-05,0.00024007363119535,FALSE,"16.03243","79.18227","BraA07003280","AT1G69410","ELF5A-3","eukaryotic elongation factor 5A-3","-","-"
"BraA08001050",2.03402450715239,3.14620680145828,22.3724377538235,8.91292636182078e-05,0.00024113004629608,FALSE," 3.907175","16.046677","BraA08001050","AT4G33410","SPPL1","SIGNAL PEPTIDE PEPTIDASE-LIKE 1","-","-"
"BraA06004252",1.16664074500618,2.65891819511518,22.364718035075,8.93114669592136e-05,0.00024145697182034,FALSE," 4.078185"," 9.155572","BraA06004252","AT3G27325","AT3G27325","hydrolases, acting on ester bond","-","-"
"BraA09003355",3.46829264037442,3.9867494918175,22.3552849755349,8.95346598852884e-05,0.000242018812741618,FALSE," 4.218906","48.336892","BraA09003355","AT1G33700","AT1G33700","Beta-glucosidase, GBA2 type family protein","-","-"
"BraA06003537",6.07066930153569,1.60155765434764,23.2039852123663,8.99056639759805e-05,0.000242979936638381,FALSE," 0.30564130","17.00347736","BraA06003537","AT5G23530","CXE18","carboxyesterase 18","-","-"
"BraA03001791",9.61951828271095,1.18925218442292,29.0223238228556,9.05705015146297e-05,0.000244440962592639,FALSE,"0.00000000","9.53117186","BraA03001791","AT2G31980","CYS2","PHYTOCYSTATIN 2","-","-"
"BraA04001414",1.25037150158348,7.77941404033316,22.2943324570168,9.09915623178815e-05,0.000245324972744682,FALSE,"174.7103","415.8128","BraA04001414","AT5G41790","CIP1","COP1-interactive protein 1","-","-"
"BraA03004927",1.02787369091094,4.03653665026394,22.2718792971737,9.15347322695427e-05,0.000246620452913831,FALSE,"12.48267","25.47340","BraA03004927","AT4G15475","AT4G15475","F-box/RNI-like superfamily protein","-","-"
"BraA02002110",1.23068533132404,4.45467139950853,22.2701044978699,9.15778171957917e-05,0.000246694308174185,FALSE,"14.09434","33.35455","BraA02002110","AT1G69690","TCP15","TCP family transcription factor","YES","YES"
"BraA07000669",1.33873617098871,3.31512751807623,22.2436187248124,9.22234147484962e-05,0.00024834842568714,FALSE," 6.669603","16.810392","BraA07000669","AT2G04550","IBR5","indole-3-butyric acid response 5","-","-"
"BraA09001387",3.91471125703008,1.87329705587097,22.2356988211309,9.24174256642483e-05,0.000248828306526731,FALSE," 0.9127434","14.0480793","BraA09001387","AT1G63245","CLE14","CLAVATA3/ESR-RELATED 14","-","-"
"BraA04001670",5.55423797418949,1.88345995558921,22.2323137698668,9.25004835219183e-05,0.000249009339940994,FALSE," 0.2396963","12.2310366","BraA04001670","AT2G22860","PSK2","phytosulfokine 2 precursor","-","-"
"BraA03002321",1.22827596594218,6.69552423130996,22.229978070713,9.25578411699878e-05,0.000249121138853558,FALSE," 80.99508","189.55646","BraA03002321","AT2G41700","ABCA1","ATP-binding cassette A1","-","-"
"BraA03001161",3.67597617142512,1.78059877024358,22.2166348155056,9.28862542583317e-05,0.000249876882930463,FALSE,"0.6389894","8.8219963","BraA03001161","AT5G59960","AT5G59960","K-stimulated pyrophosphate-energized sodium pump protein","-","-"
"BraA05001011",4.16448183317105,6.11910447271307,22.207298402009,9.31168027080854e-05,0.000250325956383478,FALSE," 11.42156","205.89452","BraA05001011","AT2G36800","DOGT1","don-glucosyltransferase 1","-","YES"
"BraA10002005",2.30895750241362,3.48096057610635,22.1820648184451,9.37430309848312e-05,0.000251794421109427,FALSE," 5.118979","25.849507","BraA10002005","AT5G17490","RGL3","RGA-like protein 3","YES","YES"
"BraA03006303",1.64876327146204,4.38178046917924,22.1799647119583,9.37953561957586e-05,0.000251891982003283,FALSE,"11.01774","34.65035","BraA03006303","AT4G34590","GBF6","G-box binding factor 6","YES","YES"
"BraA01002411",1.84679053559328,5.89980418108976,22.1724065428225,9.39839351321603e-05,0.000252269293823363,FALSE," 34.75955","125.46563","BraA01002411","AT3G51430","YLS2","Calcium-dependent phosphotriesterase superfamily protein","-","YES"
"BraA09000236",1.1540830216992,5.3879554869702,22.1542089509711,9.44396670966693e-05,0.00025331976143517,FALSE,"29.86749","66.27618","BraA09000236","AT4G02940","AT4G02940","oxidoreductase, 2OG-Fe(II) oxygenase family protein","-","-"
"BraA03001227",1.23826153529978,4.65534596416387,22.1524112386645,9.44848185893588e-05,0.000253397690338475,FALSE,"12.46105","29.54084","BraA03001227","AT1G02850","BGLU11","beta glucosidase 11","-","-"
"BraA10001910",4.85649339335132,4.12740364573854,22.1365185696752,9.48850041562631e-05,0.000254427592064665,FALSE," 2.948428","88.770737","BraA10001910","AT5G44630","AT5G44630","Terpenoid cyclases/Protein prenyltransferases superfamily protein","-","-"
"BraA02003951",2.42792992575996,8.01028599488199,22.0881719684475,9.61137862395699e-05,0.000257459325291155,FALSE," 122.50026"," 659.01213","BraA02003951","AT5G49360","BXL1","beta-xylosidase 1","-","-"
"BraA01001543",3.072693645366,3.18138381973041,22.0526168644814,9.70285133180048e-05,0.000259688624319911,FALSE," 3.153916","26.340479","BraA01001543","AT4G23870","AT4G23870","hypothetical protein","-","-"
"BraA03005147",1.17020902633472,3.00651031692143,22.0264212009031,9.7708513808412e-05,0.000261330842369483,FALSE," 6.086413","13.845397","BraA03005147","AT4G18400","AT4G18400","hypothetical protein","-","-"
"BraA05000468",1.3119017851527,3.65168300934651,22.0043238736328,9.82861633080656e-05,0.000262697267867032,FALSE," 7.533480","18.603639","BraA05000468","AT1G50420","SCL3","scarecrow-like 3","YES","-"
"BraA07003901",1.53719570840773,2.96810700775132,21.9748728051746,9.90618363698784e-05,0.000264635659277306,FALSE," 4.389707","12.728633","BraA07003901","AT1G76700","AT1G76700","DNAJ heat shock N-terminal domain-containing protein","-","-"
"BraA02000132",3.33635677785477,1.74702306572182,21.8753372734954,0.000101733106635286,0.000270989862656863,FALSE," 1.15908083","11.37063462","BraA02000132","AT5G04040","SDP1","Patatin-like phospholipase family protein","-","-"
"BraA03003667",1.02484004658963,7.31291636293143,21.8689717145987,0.000101906590139249,0.000271406045480842,FALSE,"121.2213","246.7519","BraA03003667","AT3G08690","UBC11","ubiquitin-conjugating enzyme 11","-","-"
"BraA05001264",1.2968762644702,2.84521817215747,21.8502325714504,0.000102419169402669,0.000272678911772328,FALSE," 5.107142","12.406022","BraA05001264","AT2G33340","MAC3B","MOS4-associated complex 3B","-","-"
"BraA10001936",1.35776259853012,2.70685938963339,21.8320186937877,0.000102920072488259,0.000273827238161798,FALSE," 4.828320","12.550335","BraA10001936","AT5G18250","AT5G18250","transmembrane protein","-","-"
"BraA07003152",1.07408547243588,4.6468388671072,21.8266351596396,0.000103068636319251,0.000274083516753677,FALSE,"18.33987","38.90268","BraA07003152","AT3G26100","AT3G26100","Regulator of chromosome condensation (RCC1) family protein","-","-"
"BraA08003616",10.9259099535107,2.13296596782724,31.680476278499,0.0001034104734701,0.000274899654183308,FALSE," 0.00000000","23.54310304","BraA08003616","AT1G11080","scpl31","serine carboxypeptidase-like 31","-","-"
"BraA02001032",1.89140736203258,2.65066658566136,21.8008494413511,0.000103783463484629,0.000275844598994945,FALSE," 3.310887","12.388717","BraA02001032","AT5G22000","RHF2A","RING-H2 group F2A","-","-"
"BraA02002871",1.0502745401006,5.05166327901823,21.7575999455901,0.000104994569462023,0.000278734107494053,FALSE,"30.03722","62.15109","BraA02002871","AT4G00240","PLDBETA2","phospholipase D beta 2","-","-"
"BraA02000721",1.01497036340387,4.18268477755756,21.7367099422224,0.000105585052359065,0.000280018319146029,FALSE,"11.91254","23.96767","BraA02000721","AT5G16630","RAD4","DNA repair protein Rad4 family","-","-"
"BraA05000724",1.3371208279383,4.12884364457507,21.7187286591652,0.000106096213103952,0.000281089781898032,FALSE,"10.94431","27.84719","BraA05000724","AT2G40410","AtCaN2","Ca(2 )-dependent nuclease family protein","-","-"
"BraA05002072",1.23487955705116,3.66149741640871,21.6876756765466,0.00010698532489521,0.000283207032265491,FALSE," 8.423124","19.561359","BraA05002072","AT1G48260","CIPK17","CBL-interacting protein kinase 17","-","-"
"BraA06002222",1.01825570839088,6.73198104102582,21.6863761569623,0.000107022709314081,0.000283258356247458,FALSE," 83.79020","169.66486","BraA06002222","AT1G20560","AAE1","acyl activating enzyme 1","-","-"
"BraA04001543",1.92711678191067,4.7063548343583,21.6536670201149,0.00010796838274554,0.000285377387811049,FALSE,"11.71161","45.32829","BraA04001543","AT2G21560","AT2G21560","nucleolar-like protein","-","-"
"BraA01004394",1.26260726023663,2.41188148366924,21.6520353420678,0.000108015794858167,0.000285454770159092,FALSE,"4.112706","9.672404","BraA01004394","AT3G09370","MYB3R-3","myb domain protein 3r-3","YES","-"
"BraA09001056",1.313345198886,2.99144428219975,21.6374874518215,0.000108439520504974,0.000286479765818259,FALSE," 4.968334","12.394022","BraA09001056","AT2G11520","CRCK3","calmodulin-binding receptor-like cytoplasmic kinase 3","-","-"
"BraA06001249",2.72570715344419,3.77437835065966,21.613781054468,0.000109133882437496,0.000288167641262571,FALSE," 5.557593","36.831641","BraA06001249","AT1G08940","AT1G08940","Phosphoglycerate mutase family protein","-","-"
"BraA09003739",1.48605509280917,2.45684814454259,21.6082176732624,0.000109297534752083,0.000288502967801072,FALSE," 4.028065","11.354657","BraA09003739","AT4G37410","CYP81F4","cytochrome P450, family 81, subfamily F, polypeptide 4","-","-"
"BraA01003841",1.20866325808768,2.89288044560744,21.6045199182786,0.000109406455675992,0.000288742054382982,FALSE," 5.757876","13.155297","BraA01003841","AT3G17205","UPL6","ubiquitin protein ligase 6","-","-"
"BraA06004359",1.47214078437852,2.54397100363483,21.5905398199591,0.00010981932239843,0.000289685961882234,FALSE," 3.204535"," 9.056096","BraA06004359","AT3G25870","AT3G25870","hypothetical protein","-","-"
"BraA07002169",1.3201241317761,2.60524171820581,21.589261393795,0.000109857162057118,0.000289737220304798,FALSE," 4.071537","10.287034","BraA07002169","AT3G58720","AT3G58720","RING/U-box superfamily protein","-","-"
"BraA03006094",1.01638094273554,3.64111258742516,21.5742145457021,0.000110303596690081,0.00029076848298474,FALSE," 9.581658","19.494451","BraA03006094","AT4G31860","AT4G31860","Protein phosphatase 2C family protein","-","-"
"BraA05000669",1.2351715762758,4.30028292408651,21.5500907456365,0.000111023469598875,0.00029247019439101,FALSE,"13.82632","32.86574","BraA05000669","AT2G45440","DHDPS2","dihydrodipicolinate synthase","-","-"
"BraA10000943",1.10330246831577,3.44437797520616,21.5199085651447,0.000111931343013002,0.000294467547889796,FALSE," 6.843158","14.902372","BraA10000943","AT5G53730","AT5G53730","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family","-","-"
"BraA07001639",1.34786977439042,6.33574651145463,21.5190747296754,0.000111956539091692,0.000294484613185701,FALSE," 55.37996","141.02408","BraA07001639","AT5G67360","ARA12","Subtilase family protein","-","-"
"BraA07003807",1.37035814105734,4.19983042447755,21.5137201623078,0.000112118485775243,0.000294861314302812,FALSE,"12.56345","32.38569","BraA07003807","AT1G75860","AT1G75860","DNA ligase","-","-"
"BraA01003649",1.06392894926926,3.82198032387308,21.4956327961619,0.000112667419836554,0.000296205977656149,FALSE," 9.703019","20.425962","BraA01003649","AT3G01920","AT3G01920","DHBP synthase RibB-like alpha/beta domain-containing protein","-","-"
"BraA08001511",2.2697719071341,4.32022371509981,21.4908345714966,0.000112813532035095,0.00029654058019913,FALSE,"10.830096","52.203434","BraA08001511","AT4G21534","SPHK2","Diacylglycerol kinase family protein","-","-"
"BraA10000788",3.96692070732209,1.89487412435046,21.4836289893238,0.000113033339173756,0.000297019158363092,FALSE," 0.6318888","10.5355628","BraA10000788","AT5G51850","TRM24","hypothetical protein","-","-"
"BraA10000434",5.42727195302325,2.44591206723201,21.4774119673327,0.000113223365001073,0.000297369558671266,FALSE," 0.3001234","13.6994975","BraA10000434","AT1G05560","UGT75B1","UDP-glucosyltransferase 75B1","-","-"
"BraA06001469",3.4935743190991,2.39102021350488,21.4591506466255,0.000113783544391081,0.000298691292314146,FALSE," 1.9167701","22.6087396","BraA06001469","AT1G11330","AT1G11330","S-locus lectin protein kinase family protein","-","-"
"BraA06003874",1.69704022449121,2.7283733551661,21.4292796731441,0.000114706375811978,0.000300913059213421,FALSE," 4.122496","13.377030","BraA06003874","AT5G28080","WNK9","Protein kinase superfamily protein","-","-"
"BraA08000549",1.87957752452091,2.25160485783045,21.3792477080794,0.000116270371259771,0.000304711229375425,FALSE,"2.380700","8.822798","BraA08000549","AT1G58250","SAB","HYPERSENSITIVE TO PI STARVATION 4","-","-"
"BraA09002917",1.42334212692031,2.91086939401743,21.3671942275171,0.000116650623722227,0.000305605994904769,FALSE," 4.054406","10.972387","BraA09002917","AT4G08980","FBW2","F-BOX WITH WD-40 2","-","-"
"BraA02002838",9.14877778966864,1.03940505478152,29.0095919433343,0.000116796193790488,0.000305885539145139,FALSE,"0.00000000","6.81364208","BraA02002838","AT1G80165","#N/A","#N/A","-","-"
"BraA09001073",1.07330035922514,4.01884870614987,21.3516698430066,0.0001171423699479,0.000306741125100641,FALSE,"11.86191","24.90344","BraA09001073","AT2G14255","AT2G14255","Ankyrin repeat family protein with DHHC zinc finger domain-containing protein","-","-"
