"","logFC","logCPM","F","PValue","FDR","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA08003937",8.91000755345273,1.86214775803387,51.3733933472691,1.58153348458156e-05,5.13345934681837e-05,"BraA08003937","AT1G04500","AT1G04500","CCT motif family protein","-","-"
"BraA06003306",3.27127753321555,2.4380132185755,33.5767735964545,1.61416812271816e-05,5.22645053067755e-05,"BraA06003306","AT5G65280","GCL1","GCR2-like 1","-","-"
"BraA09004987",-5.93287069255671,3.22602940521457,33.403958517474,1.66551641720159e-05,5.37721919185151e-05,"BraA09004987","AT3G56220","AT3G56220","transcription regulator","-","-"
"BraA05000671",-4.31730200549298,7.33017481553479,33.3765747983242,1.67381818379788e-05,5.39848389838973e-05,"BraA05000671","AT2G45470","FLA8","FASCICLIN-like arabinogalactan protein 8","-","-"
"BraA09002036",-3.54416830102062,3.39756534451398,33.3534664471093,1.68085957219307e-05,5.41675327217492e-05,"BraA09002036","AT5G65360","AT5G65360","Histone superfamily protein","-","-"
"BraA08002512",-3.71399642909,10.3935740958884,33.3051004818117,1.69570398378414e-05,5.45867279756857e-05,"BraA08002512","AT4G38770","PRP4","proline-rich protein 4","-","-"
"BraA04002350",5.88557483137713,2.26907873007673,33.3043065652081,1.69594886294565e-05,5.45867279756857e-05,"BraA04002350","AT2G32020","AT2G32020","Acyl-CoA N-acyltransferases (NAT) superfamily protein","-","-"
"BraA05003225",8.28426800782728,3.95518897712825,33.2739945225993,1.70532788325076e-05,5.48437350722134e-05,"BraA05003225","AT1G74590","GSTU10","glutathione S-transferase TAU 10","-","-"
"BraA05000147",8.79384977799365,2.208740616666,33.1064998940201,1.7582031876322e-05,5.63025750113561e-05,"BraA05000147","AT2G47190","MYB2","myb domain protein 2","YES","-"
"BraA01002074",-5.4400526371442,2.61473387307417,35.7836741271439,1.77419188569962e-05,5.6756827634416e-05,"BraA01002074","AT4G28250","EXPB3","expansin B3","-","-"
"BraA02000218",4.16481310157917,4.99380816289059,32.8821786892861,1.83189183848356e-05,5.84126645802984e-05,"BraA02000218","AT5G06530","ABCG22","ABC-2 type transporter family protein","-","-"
"BraA03004925",-5.22251000678618,6.77748504516782,32.8633025907517,1.8382473281675e-05,5.85915737412269e-05,"BraA03004925","AT4G15440","HPL1","hydroperoxide lyase 1","-","YES"
"BraA10001774",3.31596814112403,8.5537767505854,32.8583596789885,1.83991562538968e-05,5.86091341723321e-05,"BraA10001774","AT5G20250","DIN10","Raffinose synthase family protein","-","-"
"BraA01001584",3.40818484810418,2.39556632106243,32.8527303918984,1.84181763148909e-05,5.8657847093933e-05,"BraA01001584","AT4G24230","ACBP3","acyl-CoA-binding domain 3","-","-"
"BraA08000969",5.55253243778487,1.93200691822521,37.2844268075843,1.84539145501363e-05,5.87360031069872e-05,"BraA08000969","AT5G41080","GDPD2","PLC-like phosphodiesterases superfamily protein","-","-"
"BraA05000760",5.25450723343109,6.98185915412967,32.6965733256101,1.89545993464465e-05,6.0074436115948e-05,"BraA05000760","AT2G40000","HSPRO2","ortholog of sugar beet HS1 PRO-1 2","-","-"
"BraA06000198",12.3554469569238,4.79808989697609,39.1394427037243,1.91379933351955e-05,6.06190545737997e-05,"BraA06000198","AT5G45890","SAG12","senescence-associated gene 12","-","YES"
"BraA05001582",-3.07553675358256,5.5150603699217,32.62794105623,1.91958316960072e-05,6.07777882431328e-05,"BraA05001582","AT2G29740","UGT71C2","UDP-glucosyl transferase 71C2","-","-"
"BraA07003163",3.92977019718394,2.07851914627444,32.5957274724419,1.93102319177399e-05,6.11031187326676e-05,"BraA07003163","AT1G24575","AT1G24575","DEAD-box ATP-dependent RNA helicase-like protein","-","-"
"BraA06001794",-5.61706122869391,2.49003960806514,32.5643758330453,1.94222986161958e-05,6.13590224903547e-05,"BraA06001794","AT1G16060","ADAP","ARIA-interacting double AP2 domain protein","YES","-"
"BraA09001674",7.13256875801165,7.29023796948136,32.5473998577885,1.94832806920363e-05,6.15269727011605e-05,"BraA09001674","AT1G62510","AT1G62510","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA05001833",-3.6252658171847,4.33885305950372,32.4959120739092,1.96695424689316e-05,6.20653539785658e-05,"BraA05001833","AT1G52410","TSA1","TSK-associating protein 1","-","-"
"BraA01001825",-3.54995286416566,4.50425802416532,32.4606939695166,1.9798085991806e-05,6.23958904800838e-05,"BraA01001825","AT4G26540","AT4G26540","Leucine-rich repeat receptor-like protein kinase family protein","-","-"
"BraA02001927",3.75256420865851,2.40877470315917,32.4404502145082,1.9872396326727e-05,6.26175467756058e-05,"BraA02001927","AT1G67330","AT1G67330","glucuronoxylan 4-O-methyltransferase-like protein (DUF579)","-","-"
"BraA09004575",3.4949786342707,3.95983835524721,32.3332883259859,2.02709601014573e-05,6.37075750262697e-05,"BraA09004575","AT3G51540","AT3G51540","mucin-5AC-like protein","-","-"
"BraA10002898",3.08075890180958,6.80795521998827,32.2806320993072,2.04700494146549e-05,6.42178424220514e-05,"BraA10002898","AT5G64260","EXL2","EXORDIUM like 2","-","YES"
"BraA03000302",-4.51085237417369,5.49540141414968,32.1058339053549,2.11466810587319e-05,6.59592018117355e-05,"BraA03000302","AT5G07200","GA20OX3","gibberellin 20-oxidase 3","-","-"
"BraA06001861",6.87448973367664,1.9538983126881,32.0518139431218,2.13607851660793e-05,6.65478747522123e-05,"BraA06001861","AT1G16850","AT1G16850","transmembrane protein","-","-"
"BraA10002631",3.20723210941363,3.95656462085102,31.9322715751748,2.18431939917124e-05,6.79163210143422e-05,"BraA10002631","AT5G05850","PIRL1","plant intracellular ras group-related LRR 1","-","-"
"BraA08000118",3.49531208580326,2.08889472016999,31.8967099353744,2.19890277038564e-05,6.83022779210193e-05,"BraA08000118","AT1G54120","AT1G54120","hypothetical protein","-","-"
"BraA01004676",-3.94821809122791,3.93596230124806,31.7215370974756,2.27233535318438e-05,7.03333381544246e-05,"BraA01004676","AT3G03250","UGP1","UDP-GLUCOSE PYROPHOSPHORYLASE 1","-","-"
"BraA09003064",4.07768324645093,1.55406165175336,31.6738353156766,2.2928009216826e-05,7.08970628877921e-05,"BraA09003064","AT3G24690","AT3G24690","hypothetical protein","-","-"
"BraA02001831",-5.93101078671538,2.26098471837647,31.4661797936481,2.38430906190291e-05,7.34236543994211e-05,"BraA02001831","AT1G65480","FT","PEBP (phosphatidylethanolamine-binding protein) family protein","-","YES"
"BraA09004771",-3.06492859872675,3.56889248780554,31.3924928084601,2.41775020040479e-05,7.42500334769121e-05,"BraA09004771","AT5G27700","AT5G27700","Ribosomal protein S21e","-","-"
"BraA05003637",-3.94171550206254,4.3654656862318,31.1348902452956,2.53881653045251e-05,7.75141965913867e-05,"BraA05003637","AT3G14840","AT3G14840","Leucine-rich repeat transmembrane protein kinase","-","-"
"BraA05000170",4.06930846417616,6.25689261925782,31.1299638872134,2.54119647636688e-05,7.75718094124331e-05,"BraA05000170","AT2G46950","CYP709B2","cytochrome P450, family 709, subfamily B, polypeptide 2","-","-"
"BraA05001226",4.43978391731813,7.71364574564818,31.0547371462726,2.57784840701262e-05,7.85839258673975e-05,"BraA05001226","AT2G33830","AT2G33830","Dormancy/auxin associated family protein","-","-"
"BraA02002047",-3.71087103714742,2.64532204102952,31.0489508715928,2.58069181884626e-05,7.86458584367187e-05,"BraA02002047","AT1G68870","SOFL2","SOB five-like 2","-","-"
"BraA03001246",4.7188072319907,1.59979423990367,31.0485690022432,2.5808795943519e-05,7.86458584367187e-05,"BraA03001246","AT5G58350","WNK4","with no lysine (K) kinase 4","-","-"
"BraA02001001",-3.16752296208447,2.99154380158321,31.0407170894217,2.58474395866527e-05,7.87483657958505e-05,"BraA02001001","AT5G20935","CRR42","DUF3148 family protein","-","-"
"BraA09003029",4.18879488360595,3.56139073208755,30.9761610344604,2.61676034564209e-05,7.95851194414841e-05,"BraA09003029","AT4G12580","AT4G12580","hypothetical protein","-","-"
"BraA03002016",3.47706698199348,4.52396891890542,30.9294212099374,2.64021573501482e-05,8.02364519238957e-05,"BraA03002016","AT2G36800","DOGT1","don-glucosyltransferase 1","-","YES"
"BraA06004018",4.69816278628086,1.64374325495925,30.8861541645339,2.66213667655639e-05,8.08401828295858e-05,"BraA06004018",NA,NA,NA,NA,NA
"BraA05002015",3.06834229022169,2.26163741972582,30.8743743789363,2.66813977950539e-05,8.0975598014073e-05,"BraA05002015","AT1G49560","AT1G49560","Homeodomain-like superfamily protein","YES","-"
"BraA08000367",-4.7801294576271,2.27972986099882,30.840296339347,2.68559114391496e-05,8.14110233878748e-05,"BraA08000367","AT1G49380","AT1G49380","cytochrome c biogenesis protein family","-","YES"
"BraA09000027",-3.03055053422138,3.21769657681254,30.8103745859096,2.70101864816572e-05,8.18471585741107e-05,"BraA09000027","AT4G00230","XSP1","xylem serine peptidase 1","-","-"
"BraA07000876",6.16489444085694,1.32320518114582,30.7977953501851,2.70753380823429e-05,8.19972132532232e-05,"BraA07000876","AT3G23800","SBP3","selenium-binding protein 3","-","-"
"BraA07002049",-3.33379745127913,3.57987475519923,30.7942596027143,2.70936821831531e-05,8.20175471529254e-05,"BraA07002049","AT3G56910","PSRP5","plastid-specific 50S ribosomal protein 5","-","-"
"BraA09001387",3.57568625894446,1.87253694439333,30.7568894440179,2.72884116786099e-05,8.24679174523922e-05,"BraA09001387","AT1G63245","CLE14","CLAVATA3/ESR-RELATED 14","-","-"
"BraA02001801",-3.14147577504008,2.7237265945622,30.7416922906972,2.73680456657016e-05,8.26450904999961e-05,"BraA02001801","AT1G65090","AT1G65090","nucleolin","-","-"
"BraA02001317",5.72024596744321,0.982415907349614,30.6683155546048,2.77561938844724e-05,8.36887271442916e-05,"BraA02001317","AT5G57625","AT5G57625","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein","-","-"
"BraA07003776",4.13942575901484,3.08346302580113,30.5969960305173,2.81393280216075e-05,8.47140741817516e-05,"BraA07003776","AT1G75450","CKX5","cytokinin oxidase 5","-","YES"
"BraA01000330",-3.049362364876,4.75940975871069,30.5387910848295,2.84563651674214e-05,8.55702966318638e-05,"BraA01000330","AT4G35350","XCP1","xylem cysteine peptidase 1","-","YES"
"BraA01004383",4.39735220398835,3.54849334427784,30.4479020580106,2.89593950861431e-05,8.6900274804643e-05,"BraA01004383","AT5G22690","AT5G22690","Disease resistance protein (TIR-NBS-LRR class) family","-","YES"
"BraA02002878",5.62423711359806,1.24835346305873,30.2746137726638,2.9946069379389e-05,8.94516605455705e-05,"BraA02002878","AT4G00305","AT4G00305","RING/U-box superfamily protein","-","-"
"BraA04000887",-4.46669935153118,9.85484163776027,30.1701572858207,3.05588348607714e-05,9.10573424292935e-05,"BraA04000887","AT4G13770","CYP83A1","cytochrome P450, family 83, subfamily A, polypeptide 1","-","-"
"BraA02000948",3.54617862625914,2.88050421156918,30.1310417654781,3.07918692099962e-05,9.16475986170796e-05,"BraA02000948","AT5G20190","AT5G20190","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA02000885",-3.43816096364703,2.95510158896629,30.1170265890082,3.08758457267486e-05,9.1862792277579e-05,"BraA02000885","AT5G19260","FAF3","FANTASTIC four-like protein (DUF3049)","-","-"
"BraA02000844",-3.79801467167866,3.51581470582504,30.0834331506286,3.10781694243005e-05,9.23774223764249e-05,"BraA02000844","AT5G18460","AT5G18460","carboxyl-terminal peptidase (DUF239)","-","-"
"BraA06000985",4.40712483975666,3.1682902811119,30.0196651202108,3.14662897947513e-05,9.34781076477641e-05,"BraA06000985","AT3G19820","DWF1","cell elongation protein / DWARF1 / DIMINUTO (DIM)","-","YES"
"BraA02001144",-4.2686768070564,2.66248291636609,29.7435758384452,3.32099637908698e-05,9.78269913273728e-05,"BraA02001144","AT5G60020","LAC17","laccase 17","-","YES"
"BraA07002254",-3.06744384132653,2.40816304603767,29.6208975964842,3.40189794008637e-05,9.99668832590085e-05,"BraA07002254","AT4G00100","RPS13A","ribosomal protein S13A","-","YES"
"BraA03006109",3.06166765131367,2.62592370553451,29.6154944345661,3.4055111140343e-05,0.000100043136908895,"BraA03006109","AT4G32070","Phox4","Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein","-","-"
"BraA09001656",3.73057307062742,6.62129859615378,29.5488474868549,3.45043127021557e-05,0.000101091019303877,"BraA09001656","AT1G62760","AT1G62760","Plant invertase/pectin methylesterase inhibitor superfamily protein","-","-"
"BraA03002626",9.58624233373649,1.6112280844412,33.1977381659036,3.47801461258016e-05,0.000101804386055732,"BraA03002626","AT5G52940","AT5G52940","hypothetical protein (DUF295)","-","-"
"BraA10003180",-3.32811500127437,2.58662548453423,29.4773057062268,3.49938440433554e-05,0.000102372770006737,"BraA10003180",NA,NA,NA,NA,NA
"BraA02000132",3.1565455514717,1.74245989060307,29.2488693742941,3.66093321729901e-05,0.000106682305754476,"BraA02000132","AT5G04040","SDP1","Patatin-like phospholipase family protein","-","-"
"BraA05001633",-3.8450694517315,2.76624871498517,29.1490215096517,3.73413311498207e-05,0.000108473913046627,"BraA05001633","AT2G29130","LAC2","laccase 2","-","YES"
"BraA03001349",3.03182066139655,3.79204333228038,29.0195429981329,3.83148820664291e-05,0.000110933391756638,"BraA03001349","AT5G56550","OXS3","oxidative stress 3","-","-"
"BraA09004866",-3.45942896768991,4.39145032329697,28.9493762476495,3.88542247168572e-05,0.000112288352643611,"BraA09004866","AT3G54920","PMR6","Pectin lyase-like superfamily protein","-","-"
"BraA04000565",-4.1641454653639,5.04904692020049,28.8622566309014,3.95356487169523e-05,0.000114006407954913,"BraA04000565","AT3G54400","AT3G54400","Eukaryotic aspartyl protease family protein","-","-"
"BraA06000868",-5.04072747509148,2.8604325985376,28.8352893046702,3.97492621128636e-05,0.000114538434097788,"BraA06000868","AT2G33070","NSP2","nitrile specifier protein 2","-","-"
"BraA03004557",3.65685910221609,10.0574713408006,28.77995339319,4.01916151746825e-05,0.000115664823772641,"BraA03004557","AT2G15960","AT2G15960","stress-induced protein","-","-"
"BraA06001401",-3.16489920714114,5.13843473969749,28.6464569612623,4.12814644282639e-05,0.00011838985315166,"BraA06001401","AT1G10522","PRIN2","Serine/Threonine-kinase","-","-"
"BraA03005758",3.14189503230296,2.00299169085631,28.5528927723703,4.20648752990364e-05,0.000120395212387347,"BraA03005758","AT4G27840","AT4G27840","SNARE-like superfamily protein","-","-"
"BraA08003278",-3.13025591276843,2.92327832060571,28.5359630634542,4.22083846433256e-05,0.000120783986315216,"BraA08003278","AT1G18640","PSP","3-phosphoserine phosphatase","-","-"
"BraA02003820",-4.39300334373612,4.47932771793423,28.5180582772791,4.23607515932463e-05,0.000121131889346052,"BraA02003820","AT3G29240","AT3G29240","PPR containing protein (DUF179)","-","-"
"BraA03002904",-3.31534798313791,7.25508045061319,28.3465935960346,4.38512420353018e-05,0.000124880586724715,"BraA03002904","AT3G14450","CID9","CTC-interacting domain 9","-","-"
"BraA04003164",-3.30100156935047,2.71838924589065,28.2991367478319,4.42739990751354e-05,0.000125961968802446,"BraA04003164","AT2G44040","AT2G44040","Dihydrodipicolinate reductase, bacterial/plant","-","-"
"BraA09001053",-3.88177835054699,6.23990274897749,28.2486681305084,4.47285604551479e-05,0.000127025559884896,"BraA09001053","AT2G10940","AT2G10940","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA07004131",3.24051572812921,6.7228047840452,28.1899945624512,4.52635521268633e-05,0.000128405851139052,"BraA07004131","AT1G80920","J8","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA05000878",5.88573397887146,1.73492118315806,28.1796560050009,4.53585549035908e-05,0.000128605805398722,"BraA05000878","AT2G38400","AGT3","alanine:glyoxylate aminotransferase 3","-","YES"
"BraA02003627",-3.34731405560504,4.223451896477,27.9998720255046,4.70465534661086e-05,0.0001325796141373,"BraA02003627","AT3G26280","CYP71B4","cytochrome P450, family 71, subfamily B, polypeptide 4","-","-"
"BraA07001551",3.52267186734845,4.74124576995171,27.9865056787102,4.71748107580012e-05,0.000132869665668142,"BraA07001551","AT1G20640","AT1G20640","Plant regulator RWP-RK family protein","YES","-"
"BraA07003548",-3.73348331700129,4.42197650153027,27.9633076057047,4.73983319704679e-05,0.000133308338138925,"BraA07003548","AT1G72450","JAZ6","jasmonate-zim-domain protein 6","-","YES"
"BraA06002192",9.82420092614613,1.22759469123528,44.5874498359981,4.7945729996513e-05,0.000134703447103219,"BraA06002192","AT1G20180","AT1G20180","transmembrane protein (DUF677)","-","-"
"BraA07001021",-3.3222778610163,6.93919466677942,27.887407051012,4.81379228376675e-05,0.000135158746025376,"BraA07001021","AT1G29930","CAB1","chlorophyll A/B binding protein 1","-","YES"
"BraA02002268",3.26247814136048,1.83365984466956,27.8273609139232,4.87321127785639e-05,0.000136595747538917,"BraA02002268","AT1G72220","AT1G72220","RING/U-box superfamily protein","-","-"
"BraA05000171",4.10755811800847,3.4491605853785,27.7982404791334,4.90232063631204e-05,0.000137350106277742,"BraA05000171","AT2G46950","CYP709B2","cytochrome P450, family 709, subfamily B, polypeptide 2","-","-"
"BraA02004139",3.44072342354235,1.68846280982493,27.7943652331843,4.90620895237653e-05,0.000137422755561761,"BraA02004139","AT5G25160","ZFP3","zinc finger protein 3","YES","-"
"BraA06001418",-4.98199151594732,2.8816632460792,27.7501186825242,4.95084848742902e-05,0.000138623757648013,"BraA06001418","AT1G10640","AT1G10640","Pectin lyase-like superfamily protein","-","-"
"BraA06002073",-5.66579223446048,3.88547272300181,27.7415108726093,4.95958508019315e-05,0.000138843676964809,"BraA06002073","AT1G19050","ARR7","response regulator 7","-","YES"
"BraA02003601",4.10479496102414,2.08911461886,27.7231597569264,4.97826799384117e-05,0.000139317135250017,"BraA02003601","AT3G25890","CRF11","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA01002184",4.78561121468744,4.88886841600429,27.4597604031038,5.25522899098852e-05,0.000145859362836955,"BraA01002184","AT4G16563","AT4G16563","Eukaryotic aspartyl protease family protein","-","-"
"BraA03002639",3.19575019994853,2.03788661934079,27.4287283619794,5.28897087877944e-05,0.000146655939644887,"BraA03002639","AT3G62440","SAF1","F-box/RNI-like superfamily protein","-","-"
"BraA07001534",5.23423211892934,5.25554783954946,27.3202722418708,5.40880236872503e-05,0.000149741228139087,"BraA07001534","AT1G20900","ESC","Putative AT-hook DNA-binding family protein","-","YES"
"BraA07002440",6.72579542382615,3.54113544886371,27.3161034701732,5.41346820586466e-05,0.000149817684993821,"BraA07002440","AT1G80920","J8","Chaperone DnaJ-domain superfamily protein","-","-"
"BraA10002343",3.82402084166116,3.74537527773241,26.9843714943096,5.79949827965317e-05,0.000159185251925034,"BraA10002343","AT5G12890","AT5G12890","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA06000867",-7.43773724967873,2.15765186915196,29.9778161958519,5.96579921449885e-05,0.000163208999373008,"BraA06000867","AT2G33070","NSP2","nitrile specifier protein 2","-","-"
"BraA09001658",-3.64667068617586,3.07957316015002,26.7386198656764,6.10520660252613e-05,0.00016667510599818,"BraA09001658","AT1G62750","SCO1","Translation elongation factor EFG/EF2 protein","-","YES"
"BraA03002951",-4.52234980487056,3.04113920992786,26.6658511964351,6.19913378791824e-05,0.000168802870214837,"BraA03002951","AT4G12420","SKU5","Cupredoxin superfamily protein","-","-"
"BraA01000037",-11.4691232335099,3.19405059550205,32.8193872371542,6.36833130937823e-05,0.00017263059687231,"BraA01000037","AT4G39250","RL1","RAD-like 1","YES","-"
"BraA03002003",3.01051996956165,2.69787740477727,26.500994242739,6.41792237633072e-05,0.000173645850264684,"BraA03002003","AT2G36420","TRM27","nucleolin-like protein","-","-"
"BraA10000788",3.82775268544045,1.88712283851387,26.4709187267975,6.45875519308205e-05,0.000174626404165128,"BraA10000788","AT5G51850","TRM24","hypothetical protein","-","-"
"BraA03004531",-5.52062013189679,5.63258756510717,26.4440326195009,6.49550231737624e-05,0.000175533615775773,"BraA03004531","AT2G15020","AT2G15020","hypothetical protein","-","-"
"BraA06003644",-4.22295815081915,4.975708603416,26.3764974443377,6.58883635623332e-05,0.000177764417935102,"BraA06003644","AT5G24660","LSU2","response to low sulfur 2","-","-"
"BraA06003537",5.90219564720924,1.59625333472573,28.1150574397421,6.72707061560862e-05,0.00018101433516966,"BraA06003537","AT5G23530","CXE18","carboxyesterase 18","-","-"
"BraA01003655",-3.19383407731892,4.31660843615961,26.2565044564195,6.75836632945311e-05,0.000181794277880811,"BraA01003655","AT4G12730","FLA2","FASCICLIN-like arabinogalactan 2","-","-"
"BraA09004647",-4.51485248677306,3.03644194426541,26.2474329583425,6.77137858194744e-05,0.000182050936896506,"BraA09004647","AT3G52450","PUB22","plant U-box 22","-","-"
"BraA07002919",-4.05629953495846,4.50071176208158,26.1807683332049,6.86786153188942e-05,0.000184329983056135,"BraA07002919","AT1G68560","XYL1","alpha-xylosidase 1","-","-"
"BraA05002634",7.00638989184107,2.50281924678465,25.9161318601011,7.26622364457933e-05,0.000193765963855449,"BraA05002634","AT3G21330","AT3G21330","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","YES","-"
"BraA09005550",-3.32767422232024,6.65979918144173,25.8059474892032,7.43960322824136e-05,0.000197880530227611,"BraA09005550","AT3G63190","RRF","ribosome recycling factor, chloroplast precursor","-","-"
"BraA08000244",-3.39211013533759,3.71517468145357,25.7075008892932,7.59840820611105e-05,0.000201769408591569,"BraA08000244","AT1G51940","LYK3","protein kinase family protein / peptidoglycan-binding LysM domain-containing protein","-","-"
"BraA09002150",3.23085117777945,2.66432206593778,25.6408167906151,7.708116056305e-05,0.000204314274635939,"BraA09002150","AT5G44290","AT5G44290","Protein kinase superfamily protein","-","-"
"BraA03003887",-3.44494810880841,3.01860158394187,25.5999185631831,7.77627163260941e-05,0.000205797864801113,"BraA03003887","AT3G14240","AT3G14240","Subtilase family protein","-","-"
"BraA10002265",-6.75245349074256,3.44257640286438,27.3400502147658,7.7988133862754e-05,0.000206255676380554,"BraA10002265","AT5G13930","TT4","Chalcone and stilbene synthase family protein","-","YES"
"BraA01000164",-3.95303384221622,2.90374188212405,25.5432066632756,7.87189105548267e-05,0.000208048501258104,"BraA01000164","AT4G37400","CYP81F3","cytochrome P450, family 81, subfamily F, polypeptide 3","-","-"
"BraA09004157",-4.83166225584949,3.967878505454,25.5192221664775,7.91272282395095e-05,0.000208987254712474,"BraA09004157","AT3G07040","RPM1","NB-ARC domain-containing disease resistance protein","-","YES"
"BraA09000126",3.32112919490223,5.08473290946887,25.295483127229,8.30516992272395e-05,0.000218071339736333,"BraA09000126","AT4G01550","NAC069","NAC domain containing protein 69","YES","-"
"BraA08003668",-3.10030787005915,2.31778377970459,25.288987974518,8.31688132553398e-05,0.000218269587289197,"BraA08003668","AT1G10020","AT1G10020","formin-like protein (DUF1005)","-","-"
"BraA07001065",-3.42205639702356,3.02303023259474,25.0409962975808,8.77806440812868e-05,0.000228581203915792,"BraA07001065","AT1G29470","AT1G29470","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","-","-"
"BraA05001808",3.06589863185029,4.02334438020783,25.0261763924187,8.80651134091949e-05,0.000229208174761345,"BraA05001808","AT1G52720","AT1G52720","hypothetical protein","-","-"
"BraA09004581",-3.47111560422562,5.17943209083117,25.01925095687,8.81983988810006e-05,0.000229517116717616,"BraA09004581","AT3G51600","LTP5","lipid transfer protein 5","-","-"
"BraA03000778",-3.46989674548213,2.67827969268729,24.9463598971763,8.96149258011583e-05,0.000232703048251985,"BraA03000778","AT5G16250","AT5G16250","transmembrane protein","-","YES"
"BraA09004107",3.85831472876093,1.74082544488164,24.8641738731409,9.12424937347227e-05,0.000236422177080454,"BraA09004107","AT1G26680","AT1G26680","transcriptional factor B3 family protein","YES","-"
"BraA04002212",6.30080634546676,2.15257758161398,24.8040305916971,9.24543581374397e-05,0.000239207790143169,"BraA04002212","AT2G30490","C4H","cinnamate-4-hydroxylase","-","YES"
"BraA06005002",5.32265619763291,1.87283844945097,24.7028528184917,9.4533623895861e-05,0.000243905739568006,"BraA06005002","AT4G38540","AT4G38540","FAD/NAD(P)-binding oxidoreductase family protein","-","-"
"BraA03003284",-3.13993386687534,4.1283164799344,24.6384435773224,9.5884326476443e-05,0.000246985719664971,"BraA03003284","AT3G02250","AT3G02250","O-fucosyltransferase family protein","-","-"
"BraA02001413",-3.09611392673419,2.8157123268012,24.5936160177028,9.68370463417559e-05,0.000249154310208285,"BraA02001413","AT5G56100","AT5G56100","glycine-rich protein / oleosin","-","-"
"BraA06001039",3.44474003333719,1.83739776119853,24.5821395893661,9.70826432660542e-05,0.00024974537754367,"BraA06001039","AT1G49320","USPL1","unknown seed protein like 1","-","-"
"BraA01001556",10.5561633960891,1.68332016841837,37.5551341255997,9.84952754595125e-05,0.000252924551995902,"BraA01001556","AT4G24000","CSLG2","cellulose synthase like G2","-","-"
"BraA05004056",12.5393306573945,3.87449420872861,47.984340194541,0.000101814935746195,0.000260429100926873,"BraA05004056","AT3G10320","AT3G10320","Glycosyltransferase family 61 protein","-","-"
"BraA03000103",-4.70112210761462,2.31267478419279,25.9313715988549,0.000102763776207574,0.000262514737402984,"BraA03000103","AT5G02890","AT5G02890","HXXXD-type acyl-transferase family protein","-","-"
"BraA10002168",-3.6747762344758,3.17379029321346,24.1683089803101,0.000106418674950273,0.000270934025822862,"BraA10002168","AT5G15350","ENODL17","early nodulin-like protein 17","-","-"
"BraA07001252",-3.09530802529409,5.21666797908493,24.0861043565121,0.000108389658706657,0.000275055582875013,"BraA07001252","AT1G25550","AT1G25550","myb-like transcription factor family protein","YES","-"
"BraA03002777",4.17247676881486,2.43651973401961,24.0785896484393,0.00010857185014677,0.000275407897589432,"BraA03002777","AT5G50260","CEP1","Cysteine proteinases superfamily protein","-","-"
"BraA03001468",-4.43065200796715,2.1452647505384,24.0225981854732,0.000109940110462249,0.000278182598204525,"BraA03001468","AT5G54380","THE1","protein kinase family protein","-","YES"
"BraA02000210",4.41838927297159,1.83759820633577,23.8636943151277,0.000113928765438442,0.000286845288470292,"BraA02000210","AT5G06230","TBL9","TRICHOME BIREFRINGENCE-LIKE 9","-","-"
"BraSca001092",-3.99589746820696,3.20027736275564,23.8285431291666,0.000114832665266198,0.000288770757382951,"BraSca001092","AT5G67070","RALFL34","ralf-like 34","-","-"
"BraA08000823",3.37270840621046,3.42152334963685,23.7877592501467,0.000115891412264439,0.000291094099358862,"BraA08000823","AT1G33030","AT1G33030","O-methyltransferase family protein","-","-"
"BraA10002784",3.07973845660066,4.31539718453504,23.7523946108003,0.000116818265038262,0.000293088682819212,"BraA10002784","AT5G07200","GA20OX3","gibberellin 20-oxidase 3","-","-"
"BraA05000164",4.46761152913799,2.45144043128965,23.6841058587793,0.000118631418397402,0.000297116663998332,"BraA05000164",NA,NA,NA,NA,NA
"BraA08002952",3.49107592289353,1.92819133583964,23.6289741316612,0.000120118071556198,0.000300314263426809,"BraA08002952",NA,NA,NA,NA,NA
"BraA06001593",9.66061542091516,1.17901503471283,32.7796912253259,0.000120184849127089,0.000300433484648748,"BraA06001593","AT1G14080","FUT6","fucosyltransferase 6","-","-"
"BraSca001142",3.36266096206607,2.43405536984693,23.6128776639857,0.000120556017897434,0.000301260687198048,"BraSca001142","AT3G51840","ACX4","acyl-CoA oxidase 4","-","-"
"BraA08003947",-3.1306343464463,6.58370596380795,23.5226262287678,0.00012304466090297,0.000306608200153467,"BraA08003947","AT1G04250","AXR3","AUX/IAA transcriptional regulator family protein","-","YES"
"BraA02004325",3.71365290528953,3.74305075098994,23.4650050378544,0.000124663388634157,0.000310248787529194,"BraA02004325","AT5G62180","CXE20","carboxyesterase 20","-","-"
